Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment
CHEMBL110,O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,Activity,,,,CHEMBL4681736,Genotoxicity in Salmonella typhimurium TA1535/pSK1002 in absence of rat S9 mix incubated for 4 hrs by SOS/umu test,T,BAO_0000019,assay format,CHEMBL4680103,Scientific Literature,J Med Chem,2016.0,Toxic
CHEMBL4764112,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1csc2ccc(F)cc12,Activity,,,,CHEMBL4681736,Genotoxicity in Salmonella typhimurium TA1535/pSK1002 in absence of rat S9 mix incubated for 4 hrs by SOS/umu test,T,BAO_0000019,assay format,CHEMBL4680103,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4764725,O=C(CCN1CCN(c2ccc(F)cc2)CC1)c1csc2ccc(F)cc12,Activity,,,,CHEMBL4681736,Genotoxicity in Salmonella typhimurium TA1535/pSK1002 in absence of rat S9 mix incubated for 4 hrs by SOS/umu test,T,BAO_0000019,assay format,CHEMBL4680103,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4785071,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,Activity,,,,CHEMBL4681736,Genotoxicity in Salmonella typhimurium TA1535/pSK1002 in absence of rat S9 mix incubated for 4 hrs by SOS/umu test,T,BAO_0000019,assay format,CHEMBL4680103,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4758358,O=C(CCN1CCN(c2ccc(C(F)(F)F)cc2)CC1)c1ccc2ccccc2c1,Activity,,,,CHEMBL4681737,Genotoxicity in Salmonella typhimurium in presence of metabolic activation by SOS/umu test,T,BAO_0000019,assay format,CHEMBL4680103,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4788428,Nc1ccc2c3ccc(N)cc3n(Cc3cccc(OC4CCCC4)c3)c2c1,Activity,,,,CHEMBL4677909,Mutagenicity in Salmonella typhimurium TA98 by AMES test,T,BAO_0000019,assay format,CHEMBL4673315,Scientific Literature,Bioorg Med Chem Lett,2021.0,Non-Toxic
CHEMBL4786250,CCCCCCOc1ccc(Cn2c3cc(N)ccc3c3ccc(N)cc32)cc1,Activity,,,,CHEMBL4677909,Mutagenicity in Salmonella typhimurium TA98 by AMES test,T,BAO_0000019,assay format,CHEMBL4673315,Scientific Literature,Bioorg Med Chem Lett,2021.0,Non-Toxic
CHEMBL4784112,Nc1ccc2c3ccc(N)cc3n(CCCCCCCCCCN3CCOCC3)c2c1,Activity,,,,CHEMBL4677909,Mutagenicity in Salmonella typhimurium TA98 by AMES test,T,BAO_0000019,assay format,CHEMBL4673315,Scientific Literature,Bioorg Med Chem Lett,2021.0,Non-Toxic
CHEMBL4765216,CCCCn1c2cc(N)ccc2c2ccc(N)cc21,Activity,,,,CHEMBL4677909,Mutagenicity in Salmonella typhimurium TA98 by AMES test,T,BAO_0000019,assay format,CHEMBL4673315,Scientific Literature,Bioorg Med Chem Lett,2021.0,Toxic
CHEMBL4759631,Nc1ccc2c(c1)C(CCCC(F)(F)F)(CCCC(F)(F)F)c1cc(N)ccc1-2,Activity,,,,CHEMBL4677909,Mutagenicity in Salmonella typhimurium TA98 by AMES test,T,BAO_0000019,assay format,CHEMBL4673315,Scientific Literature,Bioorg Med Chem Lett,2021.0,Non-Toxic
CHEMBL4754202,CCCCC1(CCCC)c2cc(N)ccc2-c2ccc(N)cc21,Activity,,,,CHEMBL4677909,Mutagenicity in Salmonella typhimurium TA98 by AMES test,T,BAO_0000019,assay format,CHEMBL4673315,Scientific Literature,Bioorg Med Chem Lett,2021.0,Non-Toxic
CHEMBL4746041,Nc1ccc2c(c1)C(Cc1ccc(C(F)(F)F)cc1)c1cc(N)ccc1-2,Activity,,,,CHEMBL4677909,Mutagenicity in Salmonella typhimurium TA98 by AMES test,T,BAO_0000019,assay format,CHEMBL4673315,Scientific Literature,Bioorg Med Chem Lett,2021.0,Toxic
CHEMBL127655,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,Activity,,,,CHEMBL4711928,Genotoxicity in Salmonella typhimurium TA102 at 10 to 500 uM by AMES test,T,BAO_0000019,assay format,CHEMBL4706621,Scientific Literature,Eur J Med Chem,2021.0,Toxic
CHEMBL3934210,NC(=O)c1ncc(N[C@@H]2CCCC[C@@H]2N)cc1/C=C/c1ccccc1,Activity,,,,CHEMBL3865684,Genotoxicity in Salmonella typhimurium TA97a in presence of rat s9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL3864189,Scientific Literature,ACS Med Chem Lett,2016.0,Non-Toxic
CHEMBL4078380,O=C(/C=C/c1ccc(CCNC(=O)c2ccc3c(c2)OCO3)cc1)NO,Activity,,,,CHEMBL4034651,Genotoxicity in Salmonella typhimurium TA102 at 50 times IC50 by Ames test,T,BAO_0000019,assay format,CHEMBL4033641,Scientific Literature,Eur J Med Chem,2017.0,Non-Toxic
CHEMBL3739934,O=C(c1nc2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1)N1CCCCC1,Activity,,,,CHEMBL3744060,Genotoxicity in Salmonella typhimurium TA98 at 500 ug/plate by Ames test in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Toxic
CHEMBL3741545,COCCN1CCN(C(=O)c2nc3cc(C(F)(F)F)c(C)c([N+](=O)[O-])c3s2)CC1,Activity,,,,CHEMBL3744061,Genotoxicity in Salmonella typhimurium TA98 at 5000 ug/plate by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Non-toxic
CHEMBL3741929,O=[N+]([O-])c1cc(C(F)(F)F)cc2nc(C3=NCCO3)sc12,Activity,,,,CHEMBL3744060,Genotoxicity in Salmonella typhimurium TA98 at 500 ug/plate by Ames test in presence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Toxic
CHEMBL3739831,Cc1c(C(F)(F)F)cc2nc(C3=N[C@H](C(=O)N4CCCC4)CO3)sc2c1[N+](=O)[O-],Activity,,,,CHEMBL3744062,Genotoxicity in Salmonella typhimurium TA100 at 5000 ug/plate by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Non-toxic
CHEMBL4636366,CC[C@H]1CN2CCc3cc(O)c(OC)cc3[C@@H]2C[C@@H]1C[C@@H]1NCCc2c1[nH]c1ccc(O)cc21.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Activity,,,,CHEMBL4629816,Cytotoxicity against Parkinson's disease patient derived human ONS cells assessed as effect on cell morphology parameters at 10 uM after 24 hrs by DAPI staining based fluorescence assay,A,BAO_0000219,cell-based format,CHEMBL4627394,Scientific Literature,J Nat Prod,2020.0,Non-Toxic
CHEMBL4089783,Cc1cc(C(=O)N/N=C/c2ccc(O)cc2)c2c(C)nn(-c3ccccc3)c2n1,Activity,,,,CHEMBL4035264,Binding affinity to DOPC/DOPS large unilamellar vesicles assessed as blue shift at 100 uM by DAPI staining based fluorescence assay,B,BAO_0000019,assay format,CHEMBL4033666,Scientific Literature,Eur J Med Chem,2017.0,Active
CHEMBL4576339,CCc1ccc2nc(N3CCC(N[C@H]4CCCC[C@@H]4O)CC3)c(-c3nc(C)no3)cc2c1,Activity,,,,CHEMBL4424299,Genotoxicity in Salmonella typhimurium TA98 at 1.5 to 50000 ug/plate in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4422661,Scientific Literature,J Med Chem,2019.0,Non-Toxic
CHEMBL3961632,Cc1cccc(-c2cc(N)nc3[nH]cc(C#N)c23)c1,Activity,,,,CHEMBL4031863,Mutagenicity in Salmonella typhimurium by Ames assay,T,BAO_0000019,assay format,CHEMBL4028875,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL4087230,COc1ccc(Cl)cc1C(=O)NCCc1cccc(/C=C/C(=O)NO)c1,Activity,,,,CHEMBL4034649,Genotoxicity in Salmonella typhimurium TA97 at 50 times IC50 by Ames test,T,BAO_0000019,assay format,CHEMBL4033641,Scientific Literature,Eur J Med Chem,2017.0,Non-Toxic
CHEMBL4067744,O=[N+]([O-])c1ccccc1/C=N/c1nc2ccccc2s1,Activity,,,,CHEMBL4045522,Genotoxicity in Schizosaccharomyces pombe assessed as induction of DNA damage by measuring appearance of DNA smear DNA band at 2 to 10 ug/ml by agarose gel electrophoresis,A,BAO_0000019,assay format,CHEMBL4043157,Scientific Literature,Bioorg Med Chem,2017.0,Toxic
CHEMBL4069167,Clc1ccc(/C=N/c2nc3ccccc3s2)cc1Cl,Activity,,,,CHEMBL4045522,Genotoxicity in Schizosaccharomyces pombe assessed as induction of DNA damage by measuring appearance of DNA smear DNA band at 2 to 10 ug/ml by agarose gel electrophoresis,A,BAO_0000019,assay format,CHEMBL4043157,Scientific Literature,Bioorg Med Chem,2017.0,Toxic
CHEMBL4094328,O=C1C[C@@H](S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2CO[C@@H]1O2,Activity,,,,CHEMBL3999466,Geno-toxicity in human HeLa cells assessed as induction of DNA damage by measuring increase in double stranded DNA breaks at 69 to 550 uM after 1 hr by neutral comet assay,F,BAO_0000219,cell-based format,CHEMBL3997812,Scientific Literature,Bioorg Med Chem Lett,2017.0,Not Active
CHEMBL4785071,O=C(CCN1CCN(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,Activity,,,,CHEMBL4681737,Genotoxicity in Salmonella typhimurium in presence of metabolic activation by SOS/umu test,T,BAO_0000019,assay format,CHEMBL4680103,Scientific Literature,J Med Chem,2016.0,Non-Toxic
CHEMBL4085181,CCOC(=O)C1=C(CN2CCO[C@H](CCC(=O)O)C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,Activity,,,,CHEMBL4028670,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4024802,Scientific Literature,J Med Chem,2018.0,Non-Toxic
CHEMBL4161560,NC1=NS(=O)(=O)N(Cc2ccccc2)c2nc(-c3ccccc3)n(Cc3ccccc3)c21,Activity,,,,CHEMBL4139198,Genotoxicity in Salmonella typhimurium TA98 up to 500 ug/plate in absence of mouse liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4138089,Scientific Literature,Eur J Med Chem,2017.0,Non-Toxic
CHEMBL4063636,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)c1cccnc1-n1ccc(-c2ccc(F)cc2)n1,Activity,,,,CHEMBL4041068,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4038338,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL4748352,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ncccc5C)cn4n3)c2)o1,Activity,,,,CHEMBL4668875,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4665701,Scientific Literature,J Med Chem,2020.0,Non-Toxic
CHEMBL4174909,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(O[C@@H]3CCOC3)c2n1,Activity,,,,CHEMBL4150485,Mutagenicity in Salmonella typhimurium TA98 at 0.5 to 500 ug/plate after 72 hrs in presence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4145625,Scientific Literature,J Med Chem,2018.0,Toxic
CHEMBL4859647,COc1cc2c(cc1OC)C(=O)C(CC1(F)CCN(Cc3ccccc3F)CC1)C2,Activity,,,,CHEMBL4815575,Genotoxicity in Salmonella typhimurium TA100 by Ames test,T,BAO_0000019,assay format,CHEMBL4813953,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL4129006,COc1ccc(C(=O)CCN2CCN(c3ccc(F)cc3)CC2)cc1,Activity,,,,CHEMBL4124927,Genotoxicity in Salmonella typhimurium TA1535 harboring pSK1002 up to 1 mg/ml in presence of S9 fraction by SOS/umu assay,T,BAO_0000218,organism-based format,CHEMBL4118256,Scientific Literature,J Med Chem,2018.0,Non-Toxic
CHEMBL3278064,CCNCC(=O)N(O)c1c(C)cccc1C,Activity,,,,CHEMBL3284722,Genotoxicity in Salmonella typhimurium TA-1538 after 2 days by Ames test relative to control,T,BAO_0000218,organism-based format,CHEMBL3272005,Scientific Literature,J Med Chem,1978.0,Non-toxic
CHEMBL4089169,Fc1ccc(/C=N/c2nc3ccccc3s2)cc1,Activity,,,,CHEMBL4045522,Genotoxicity in Schizosaccharomyces pombe assessed as induction of DNA damage by measuring appearance of DNA smear DNA band at 2 to 10 ug/ml by agarose gel electrophoresis,A,BAO_0000019,assay format,CHEMBL4043157,Scientific Literature,Bioorg Med Chem,2017.0,Toxic
CHEMBL4069152,O=C(/C=C/c1ccc(CCNC(=O)c2ccc3ncccc3c2)cc1)NO,Activity,,,,CHEMBL4034651,Genotoxicity in Salmonella typhimurium TA102 at 50 times IC50 by Ames test,T,BAO_0000019,assay format,CHEMBL4033641,Scientific Literature,Eur J Med Chem,2017.0,Non-Toxic
CHEMBL1340793,Cc1cccc(C)c1N,Activity,,,,CHEMBL3284723,Genotoxicity in Salmonella typhimurium TA-1538 after 2 days by Ames test in presence of C57BL/6J mouse liver S9 fraction relative to control,T,BAO_0000218,organism-based format,CHEMBL3272005,Scientific Literature,J Med Chem,1978.0,Non-toxic
CHEMBL4634455,Nc1ncnc2c1c(Oc1cc(C(F)(F)F)ccn1)nn2C1CC1,Activity,,,,CHEMBL4606520,Genotoxicity in Salmonella typhimurium TA100 at 0.004 to 5 mg/ml measured after 90 mins in absence of rat S9 fraction by mini-Ames test,T,BAO_0000019,assay format,CHEMBL4602732,Scientific Literature,J Med Chem,2020.0,Non-Toxic
CHEMBL4753379,Cc1ccc(C#Cc2cccc(-c3nn(-c4nc(C(=O)O)cs4)c(CC4CC4)c3Cc3ccc(S(N)(=O)=O)c(F)c3)c2)s1,Activity,,,,CHEMBL4670697,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4665801,Scientific Literature,J Med Chem,2020.0,Non-Toxic
CHEMBL3633460,COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O,Activity,,,,CHEMBL3637266,Mutagenicity in Salmonella typhi by Ames test,T,BAO_0000218,organism-based format,CHEMBL3632461,Scientific Literature,J Med Chem,2015.0,Non-toxic
CHEMBL4096060,O=C(/C=C/c1ccc(CCNC(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)cc1)NO,Activity,,,,CHEMBL4055702,Genotoxicity in Salmonella typhimurium TA1535 at 50 times antiproliferative IC50 by Ames test,T,BAO_0000019,assay format,CHEMBL4052667,Scientific Literature,Bioorg Med Chem,2017.0,Non-Toxic
CHEMBL4855001,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(c3)c(F)cn4C)CC2)cc1,Activity,,,,CHEMBL4826724,Mutagenicity in Salmonella typhimurium TA1535 in presence of rat liver S9 fraction by AMES test,T,BAO_0000220,subcellular format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic
CHEMBL4863064,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(c3)c(Cl)cn4C)CC2)cc1,Activity,,,,CHEMBL4826728,Mutagenicity in Salmonella typhimurium TA1537 in presence of rat liver S9 fraction by AMES test,T,BAO_0000220,subcellular format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic
CHEMBL4859273,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3cc4ccn(C)c4cc3F)CC2)cc1,Activity,,,,CHEMBL4826729,Mutagenicity in Salmonella typhimurium TA1537 in absence of rat liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic
CHEMBL4846975,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(F)cn(C)c4c3)CC2)cc1,Activity,,,,CHEMBL4826736,Mutagenicity in Salmonella typhimurium TA1535 in absence of rat liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic
CHEMBL4650316,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Activity,,,,CHEMBL4827385,Mutagenicity in Salmonella typhimurium TA100 in absence of liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825708,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL4866043,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Activity,,,,CHEMBL4827385,Mutagenicity in Salmonella typhimurium TA100 in absence of liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825708,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,Activity,,,,CHEMBL3284722,Genotoxicity in Salmonella typhimurium TA-1538 after 2 days by Ames test relative to control,T,BAO_0000218,organism-based format,CHEMBL3272005,Scientific Literature,J Med Chem,1978.0,Non-toxic
CHEMBL2398391,C[C@H]1[C@@H](OC(=O)C(F)(F)C(F)(F)F)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,Activity,,,,CHEMBL2401486,Antiviral activity against Bovine viral diarrhea virus Oregon C24V genotype 1 subgenotype b assessed as reduction in viral RNA release at 50 uM by RT-PCR analysis,F,BAO_0000019,assay format,CHEMBL2396627,Scientific Literature,Bioorg Med Chem,2013.0,Not Active
CHEMBL2398389,CCCC(CCC)C(=O)O[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,Activity,,,,CHEMBL2401486,Antiviral activity against Bovine viral diarrhea virus Oregon C24V genotype 1 subgenotype b assessed as reduction in viral RNA release at 50 uM by RT-PCR analysis,F,BAO_0000019,assay format,CHEMBL2396627,Scientific Literature,Bioorg Med Chem,2013.0,Active
CHEMBL5090849,CCOc1ccc(-c2nnc([C@H]3C[C@H](NC(=O)c4cccc5nccnc45)C3)n2-c2ccccc2F)nc1,Activity,,,,CHEMBL5030400,Genotoxicity in Salmonella typhimurium TA98 in presence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL5029189,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL3233248,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3ccc(F)c(F)c3)c2-c2ccccc2S1(=O)=O,Activity,,,,CHEMBL3242330,Cytotoxicity against human Huh5-2 cells carrying HCV genotype 1b I389luc-ubi-neo/NS3-3'/5.1 replicon assessed as cell morphological changes after 72 hrs by microscopic analysis,A,BAO_0000219,cell-based format,CHEMBL3232903,Scientific Literature,J Med Chem,2014.0,Toxic
CHEMBL3233243,COc1cccc(-n2nc(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)c3c2-c2ccccc2S(=O)(=O)N3C)c1,Activity,,,,CHEMBL3242330,Cytotoxicity against human Huh5-2 cells carrying HCV genotype 1b I389luc-ubi-neo/NS3-3'/5.1 replicon assessed as cell morphological changes after 72 hrs by microscopic analysis,A,BAO_0000219,cell-based format,CHEMBL3232903,Scientific Literature,J Med Chem,2014.0,Toxic
CHEMBL3233245,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(C(F)(F)F)c3)c2-c2ccccc2S1(=O)=O,Activity,,,,CHEMBL3242330,Cytotoxicity against human Huh5-2 cells carrying HCV genotype 1b I389luc-ubi-neo/NS3-3'/5.1 replicon assessed as cell morphological changes after 72 hrs by microscopic analysis,A,BAO_0000219,cell-based format,CHEMBL3232903,Scientific Literature,J Med Chem,2014.0,Toxic
CHEMBL4784689,O=c1[nH]c(SCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)nc2ccccc12,Activity,,,,CHEMBL4775337,Genotoxicity in Salmonella typhimurium TA100 up to 349 uM incubated for 48 hrs in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4765469,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL4784689,O=c1[nH]c(SCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)nc2ccccc12,Activity,,,,CHEMBL4775338,Genotoxicity in Salmonella typhimurium TA98 up to 349 uM incubated for 48 hrs in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4765469,Scientific Literature,J Med Chem,2021.0,Toxic
CHEMBL127655,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,Activity,,,,CHEMBL4775338,Genotoxicity in Salmonella typhimurium TA98 up to 349 uM incubated for 48 hrs in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4765469,Scientific Literature,J Med Chem,2021.0,Not Determined
CHEMBL3800474,Cc1ccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,Activity,,,,CHEMBL3803332,Mutagenic activity in Salmonella typhimurium TA100 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic
CHEMBL3798295,O=[N+]([O-])c1cc(CSc2nnc(-c3ccc(Cl)cc3)s2)cc([N+](=O)[O-])c1,Activity,,,,CHEMBL3803332,Mutagenic activity in Salmonella typhimurium TA100 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic
CHEMBL3800474,Cc1ccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,Activity,,,,CHEMBL3803333,Mutagenic activity in Salmonella typhimurium TA98 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic
CHEMBL3800547,COc1cccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)c1,Activity,,,,CHEMBL3803333,Mutagenic activity in Salmonella typhimurium TA98 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic
CHEMBL4062776,Cc1cn2cc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)c(C)cc2n1,Activity,,,,CHEMBL4052064,Genotoxicity in Salmonella typhimurium TA97 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL4062776,Cc1cn2cc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)c(C)cc2n1,Activity,,,,CHEMBL4052066,Genotoxicity in Salmonella typhimurium TA100 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic
CHEMBL3416536,O=C(O)CCSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,Activity,,,,CHEMBL3419561,Inhibition of recombinant histone acetyltransferase p300 (unknown origin) using dH3-H4 tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active
CHEMBL3416307,O=C(O)c1ccc(-n2nnnc2SC2=CS(=O)(=O)c3ccccc32)cc1,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active
CHEMBL3416316,O=S1(=O)C=C(Sc2nnc(-c3ccncc3)o2)c2ccccc21,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active
CHEMBL3416537,O=S(=O)(Nc1cc(Cl)c(O)c2ccccc12)c1ccc(Br)cc1,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active
CHEMBL3416552,CCN(CC)c1ccc2c(C)c(-c3ccc(N4C(=O)C=CC4=O)cc3)c(=O)oc2c1,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active
CHEMBL4205168,Cc1cc(COc2ccc(S(=O)(=O)NC(C)(C)C(=O)NO)cc2)c2ccccc2n1,Activity,,,,CHEMBL4186126,Genotoxicity in p53-competent human TK6 cells in presence of Sprague-Dawley rat S9 fraction by GADD45alpha GFP reporter assay,T,BAO_0000219,cell-based format,CHEMBL4184149,Scientific Literature,Bioorg Med Chem,2018.0,Not Determined
CHEMBL3643914,Cc1cc(COc2ccc(S(=O)(=O)NC[C@@H](C(=O)NO)N3CCCCC3)cc2)c2ccccc2n1,Activity,,,,CHEMBL4186127,Genotoxicity in p53-competent human TK6 cells in absence of Sprague-Dawley rat S9 fraction by GADD45alpha GFP reporter assay,T,BAO_0000219,cell-based format,CHEMBL4184149,Scientific Literature,Bioorg Med Chem,2018.0,Non-Toxic
CHEMBL4854042,CNC(=O)c1cc(C(=O)N[C@H]2CC[C@H](O)CC2)n([C@@H](C)c2ccccc2)n1,Activity,,,,CHEMBL4836571,Genotoxicity in mouse lymphoma cell,A,BAO_0000221,tissue-based format,CHEMBL4834464,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL4865767,CNC(=O)c1cc(C(=O)N[C@H]2CC[C@H](O)CC2)c([C@@H](C)c2ccccc2)o1,Activity,,,,CHEMBL4836572,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4834464,Scientific Literature,J Med Chem,2021.0,Non-Toxic
CHEMBL3739934,O=C(c1nc2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1)N1CCCCC1,Activity,,,,CHEMBL3744058,Genotoxicity in Salmonella typhimurium TA98 at 500 ug/plate by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Toxic
