StdInChIKey,Smiles,LogS,T,Source,REF1,REF2,REF3,REF4,REF5
LSXKDWGTSHCFPP-UHFFFAOYSA-N,BrCCCCCCC,-4.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LTEQMZWBSYACLV-UHFFFAOYSA-N,C(CCC)CCc1ccccc1,-5.21,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
LUALIOATIOESLM-UHFFFAOYSA-N,OC1CCN(CCCN2c3c(Sc4c2cccc4)ccc(C#N)c3)CC1,-3.98,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,Oc1cc(O)cc(/C=C/c2ccc(O)cc2)c1,-4.34008,NA,ONSchallenge,http://books.google.com/books?id=tfpQJjWcRs4C,,,,
LVHBHZANLOWSRM-UHFFFAOYSA-N,O=C(O)C(=C)CC(=O)O,-0.224117,NA,ONSchallenge,http://www.chemspider.com/Chemical-Structure.789.html,,,,
LWLJUMBEZJHXHV-UHFFFAOYSA-N,ClC1(C(=C(Cl)C(=C1Cl)Cl)Cl)C1(Cl)C(=C(Cl)C(=C1Cl)Cl)Cl,-7.279998,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LWULXYSYLOIDQY-UHFFFAOYSA-N,O=[N+]([O-])c1c(OC(=O)C)c(C(C)(C)C)cc([N+](=O)[O-])c1C,-4.47,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LXMSZDCAJNLERA-ZHYRCANASA-N,S(C(=O)C)[C@H]1[C@H]2[C@H]3[C@@](C)([C@@]4(OC(=O)CC4)CC3)CC[C@@H]2[C@]2(C)C(=CC(=O)CC2)C1,-1.77,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,0.08,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
LYGJENNIWJXYER-UHFFFAOYSA-N,O=[N+]([O-])C,0.26,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MAEIEVLCKWDQJH-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(Oc2ccccc2)c(NCCCC)cc(C(=O)O)c1,-4.118,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,,,,
MAZCFXDIYXGRAD-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2S(=O)(=O)CCC(O)c2c1,-1.65,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MBAIEZXRGAOPKH-UHFFFAOYSA-N,c12c3c4ccc1CCCc2ccc3CCC4,-5.96,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MBDMKWJEKDHRRP-UHFFFAOYSA-N,Clc1nc(N(NS(=O)(=O)c2c(C(=O)OCC)cccc2)C=O)nc(OC)c1,-4.58,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MBDUIEKYVPVZJH-UHFFFAOYSA-N,S(=O)(=O)(CC)CC,0.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MBRLOUHOWLUMFF-UHFFFAOYSA-N,O(C)c1c(CC=C(C)C)c2oc(=O)ccc2cc1,-4.31,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MCOQHIWZJUDQIC-UHFFFAOYSA-N,ClCC#CCOC(=O)Nc1cc(Cl)ccc1,-4.37,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MCSAJNNLRCFZED-UHFFFAOYSA-N,O=[N+]([O-])CC,-0.22,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MCWXGJITAZMZEV-UHFFFAOYSA-N,S=P(SCC(=O)NC)(OC)OC,-0.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
METKIMKYRPQLGS-UHFFFAOYSA-N,O=C(N)Cc1ccc(OCC(O)CNC(C)C)cc1,0.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MFOUDYKPLGXPGO-UHFFFAOYSA-N,ClCC(=O)N(C(C)C)c1ccccc1,-2.48,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MGWAVDBGNNKXQV-UHFFFAOYSA-N,O=C(OCC(C)C)c1c(C(=O)OCC(C)C)cccc1,-4.68418,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,O=C(O)c1c(=O)c2c(n(CC)c1)nc(C)cc2,-3.55212,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,
MLKXDPUZXIRXEP-RQZCQDPDSA-N,S(=O)(C)c1ccc(/C=C/2\C(=C(CC(=O)O)c3c2ccc(F)c3)C)cc1,-2.3777,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MLUCVPSAIODCQM-UHFFFAOYSA-N,O=CC=CC,0.32,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
MOCKWYUCPREFCZ-UHFFFAOYSA-N,O=C(NN)Nc1ccccc1,-2.33,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MORLYCDUFHDZKO-UHFFFAOYSA-N,P(=O)(O)(CCC(=O)O)c1ccccc1,-3.078,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MOYKHGMNXAOIAT-UHFFFAOYSA-N,O=[N+](OC1C2OCC(O[N+](=O)[O-])C2OC1)[O-],-2.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MPHPHYZQRGLTBO-UHFFFAOYSA-N,O=C1C(CCC)C(=O)n2n1c(N(C)C)nc1c2cc(C)cc1,-3.54,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MQIUGAXCHLFZKX-UHFFFAOYSA-N,O=C(OCCCCCCCC)c1c(C(=O)OCCCCCCCC)cccc1,-5.11,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MQJKPEGWNLWLTK-UHFFFAOYSA-N,S(=O)(=O)(c1ccc(N)cc1)c1ccc(N)cc1,-2.92725,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
MSMHOCZOEWMZOH-UHFFFAOYSA-N,O=C(NC(CO)(CO)CO)COC(=O)c1ccccc1,-1.268,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MSXVEPNJUHWQHW-UHFFFAOYSA-N,OC(CC)(C)C,0.08,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MTBZIGHNGSTDJV-UHFFFAOYSA-N,S=P(OCC)(OCC)N1C(=O)c2c(C1=O)cccc2,-3.35,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MTCPZNVSDFCBBE-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2Cl)c(Cl)cc(Cl)c1,-7.32,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MUBZPKHOEPUJKR-UHFFFAOYSA-N,O=C(O)C(=O)O,0.38,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MUKSMBAVCDPKRC-UHFFFAOYSA-N,O=C1N(C)c2c(Oc3ncc(N)cc13)cc(C)cc2,-3.04,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,-2.39474,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MVQVNTPHUGQQHK-UHFFFAOYSA-N,OCc1cnccc1,0.96,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MWBPRDONLNQCFV-UHFFFAOYSA-N,ClC(=C(Cl)CSC(=O)N(C(C)C)C(C)C)Cl,-4.88,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MWKFXSUHUHTGQN-UHFFFAOYSA-N,OCCCCCCCCCC,-3.63,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MWOOGOJBHIARFG-UHFFFAOYSA-N,O=Cc1cc(OC)c(O)cc1,-1.15489,NA,ONSchallenge,http://onschallenge.wikispaces.com/file/view/vanillin_-_water_solubility.jpg/128975817/vanillin_-_water_solubility.jpg,,,,
MWPLVEDNUUSJAV-UHFFFAOYSA-N,c12c(cc3c(c1)cccc3)cccc2,-6.436607,NA,ONSchallenge,http://dx.doi.org/10.1139/cjc-79-10-1466,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
MWWATHDPGQKSAR-UHFFFAOYSA-N,C(#C)C,-0.41,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,O=C1N2C(C(=O)Nc3c1cccc3)CCC2,-3.745,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
MXXWOMGUGJBKIW-UHFFFAOYSA-N,O=C(C=CC=Cc1cc2OCOc2cc1)N1CCCCC1,-3.46,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
MZZBPDKVEFVLFF-UHFFFAOYSA-N,Clc1nc(NC(C#N)(C)C)nc(NCC)n1,-3.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NAEAAGULDNVNCW-UHFFFAOYSA-N,O=C(OCC)N1CCN(C(=O)OCC)CC1,-0.729,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NBBJYMSMWIIQGU-UHFFFAOYSA-N,O=CCC,0.58,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NBFMTHWVRBOVPE-UHFFFAOYSA-N,Clc1cc2Oc3c(Oc2cc1)cc(Cl)cc3,-7.830002,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NBQCNZYJJMBDKY-UHFFFAOYSA-N,Clc1c(=O)n(C(C)(C)C)c(=O)[nH]c1C,-2.48,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NCYHCGGUQGDEQW-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(OC)c(OC)c1Cl,-5.2395,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NDAUXUAQIAJITI-UHFFFAOYSA-N,OC(CNC(C)(C)C)c1cc(CO)c(O)cc1,-1.16115,NA,ONSchallenge,http://dx.doi.org/10.1016/j.molliq.2012.05.021,,,,
NDDAHWYSQHTHNT-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C(=O)NN2C(C)Cc3c2cccc3)cc1,-3.63977,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
NFACJZMKEDPNKN-UHFFFAOYSA-N,ClC(Cl)(Cl)C(P(=O)(OC)OC)O,-0.338,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NFBOHOGPQUYFRF-UHFFFAOYSA-N,O1c2c(Oc3c1cccc3)cccc2,-5.324741,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NGFMICBWJRZIBI-UHFFFAOYSA-N,O(c1c(CO)cccc1)C1C(O)C(O)C(O)C(CO)O1,-0.85,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NHOWDZOIZKMVAI-UHFFFAOYSA-N,Clc1c(C(O)(c2cncnc2)c2ccc(Cl)cc2)cccc1,-4.38,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NHPPIJMARIVBGU-UHFFFAOYSA-N,Ic1c2c(ccc1)cccc2,-4.55,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NHTGQOXRZFUGJX-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NHTMVDHEPJAVLT-UHFFFAOYSA-N,C(CC(C)C)(C)(C)C,-4.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,c12c3c(cccc3)Cc1cccc2,-4.967883,NA,ONSchallenge,http://dx.doi.org/10.1080/0031910029001/0428,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
NIPDVSLAMPAWTP-UHFFFAOYSA-N,O=[N+]([O-])c1cc(N)c(OC)cc1,-3.165,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NKDDWNXOKDWJAK-UHFFFAOYSA-N,O(COC)C,0.48,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NKPDCGFEJUINIK-UHFFFAOYSA-N,S(=O)(=O)(N)c1occ(S(=O)(=O)c2ccc(O)cc2)c1,-2.403,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NMWSKOLWZZWHPL-UHFFFAOYSA-N,Clc1cc(c2ccccc2)ccc1,-4.88,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
NOOBQTYVTDBXTL-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2c(n1)ccc(O)c2,-2.503,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NOQGZXFMHARMLW-UHFFFAOYSA-N,O=C(O)CCC(=O)NN(C)C,-0.2,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NPPQSCRMBWNHMW-UHFFFAOYSA-N,O=C(OCC(COC(=O)N)(CCC)C)N,-1.73737,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
NPUKDXXFDDZOKR-UHFFFAOYSA-N,O=C(OCC)c1n(C(C)c2ccccc2)cnc1,-4.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NQDJXKOVJZTUJA-UHFFFAOYSA-N,O=c1[nH]c2c(C)ccnc2n(C2CC2)c2ncccc12,-3.19,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NQRLPDFELNCFHW-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(NC(=O)C)cc1,-2.69,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NQRYJNQNLNOLGT-UHFFFAOYSA-N,N1CCCCC1,1.07,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NRGGMCIBEHEAIL-UHFFFAOYSA-N,C(C)c1ncccc1,0.51,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NRXQIUSYPAHGNM-UHFFFAOYSA-N,Ic1c(O)c(I)cc(C#N)c1,-3.61,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NSMWYRLQHIXVAP-UHFFFAOYSA-N,CC1NCC(C)NC1,0.49,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NTBYINQTYWZXLH-UHFFFAOYSA-N,Clc1c(Cl)ccc([N+](=O)[O-])c1,-3.2,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NURQLCJSMXZBPC-UHFFFAOYSA-N,Cc1c(C)ccnc1,0.36,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NVKAWKQGWWIWPM-UHFFFAOYSA-N,O=C1CC2C(C)(C3C(C4C(C)(C(O)CC4)CC3)CC2)CC1,-4.74,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NXBNYUSXDBHELA-UHFFFAOYSA-N,O=C(C=Cc1ccc(OC)cc1)c1c(O)cccc1,-5.699,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NXFQHRVNIOXGAQ-YCRREMRBSA-N,O=[N+]([O-])c1oc(/C=N/N2C(=O)NC(=O)C2)cc1,-3.357,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,,,
NXQDBZGWYSEGFL-UHFFFAOYSA-N,Clc1ccc(N(C(=O)CSP(=S)(OC)OC)C(C)C)cc1,-4.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NYHAZDHVIPVSDM-UHFFFAOYSA-N,ON=C1C(=NO)CCC(C(C)C)C1,-2.39,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NYQDCVLCJXRDSK-UHFFFAOYSA-N,Brc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,-6.09,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NZDAAPUTURAWII-UHFFFAOYSA-N,O=C(NC(=O)C)COC(=O)c1ccccc1,-2.401,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,O=C(NC(C)(C)C)COC(=O)c1ccccc1,-2.866,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OBKHYUIZSOIEPG-UHFFFAOYSA-N,CC1(C)CC(C)CC1,-4.48,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OBMLHUPNRURLOK-UHFFFAOYSA-N,OC1C2(C)C(C3C(C4(C)C(CC5SC5C4)CC3)CC2)CC1,-5.41,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ODCWYMIRDDJXKW-UHFFFAOYSA-N,Clc1nc(NCC)nc(NCC)n1,-4.55,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OFDYMSKSGFSLLM-UHFFFAOYSA-N,FC(F)(F)c1c(N)c([N+](=O)[O-])c(N(CC)CC)c([N+](=O)[O-])c1,-5.47,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OGBQILNBLMPPDP-UHFFFAOYSA-N,Clc1c(Cl)c2oc3c(c2cc1Cl)cc(Cl)c(Cl)c3,-9.159894,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OGDVEMNWJVYAJL-UHFFFAOYSA-N,O(CC)c1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(C)CC5,-0.82,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OGHNVEJMJSYVRP-UHFFFAOYSA-N,O(CCNCC(O)COc1c2c([nH]c3c2cccc3)ccc1)c1c(OC)cccc1,-4.2557,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OGJPXUAPXNRGGI-UHFFFAOYSA-N,Fc1c(N2CCNCC2)cc2n(CC)cc(C(=O)O)c(=O)c2c1,-2.81581,NA,ONSchallenge,http://www.springerlink.com/content/um5p375020237780/,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
OISVCGZHLKNMSJ-UHFFFAOYSA-N,Cc1nc(C)ccc1,0.45,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OJPDDQSCZGTACX-UHFFFAOYSA-N,OCCN(CCO)c1ccccc1,-0.73,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OJXOXNIZNJIMLU-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(C(=O)c2ccc(O)cc2)c1,-2.861,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OKKJLVBELUTLKV-UHFFFAOYSA-N,OC,1.57,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OKQHSIGMOWQUIK-UHFFFAOYSA-N,O(CCO)Cn1c2nc(N)ncc2nc1,-1.078,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OKXVARYIKDXAEO-UHFFFAOYSA-N,OC(C(C)(C)C)(C)C,-0.72,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
ONKUXPIBXRRIDU-UHFFFAOYSA-N,O=C(OCC)CCCCCCCCC(=O)OCC,-3.509,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ONUFESLQCSAYKA-UHFFFAOYSA-N,Clc1cc(Cl)cc(N2C(=O)N(C(=O)NC(C)C)CC2=O)c1,-4.38,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ONXPZLFXDMAPRO-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-11.69897,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
OPNPQXLQERQBBV-UHFFFAOYSA-N,BrC(C(=O)NC(=O)N)(CC)CC,-2.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OQANPHBRHBJGNZ-BKUYFWCQSA-N,S(=O)(=O)(Nc1ncccc1)c1ccc(N/N=C/2\C=C(C(=O)O)C(=O)C=C2)cc1,-6.1367,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OQEBBZSWEGYTPG-UHFFFAOYSA-N,O=C(O)CC(N)C,1.08,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OQZCSNDVOWYALR-UHFFFAOYSA-N,ClCC1C(Cl)C(=O)N(c2cc(C(F)(F)F)ccc2)C1,-4.05,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
ORNBQBCIOKFOEO-UHFFFAOYSA-N,O=C(C)C1C2(C)C(C3C(C4(C)C(=CC3)CC(O)CC4)CC2)CC1,-4.65,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OSSQSXOTMIGBCF-UHFFFAOYSA-N,C(#C)CCCCCCC,-4.24,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
OTKXWJHPGBRXCR-UHFFFAOYSA-N,Clc1c(OP(=S)(OC)OC)ccc([N+](=O)[O-])c1,-4.31,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OTLNPYWUJOZPPA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(C(=O)O)cc1,-2.751,NA,ONSchallenge,http://www.chemspider.com/Chemical-Structure.5882.html,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,
OTQFXRBLGNEOGH-UHFFFAOYSA-N,Clc1c2Oc3c(c(Cl)cc(Cl)c3)Oc2cc(Cl)c1,-9,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OTVAEFIXJLOWRX-UHFFFAOYSA-N,ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,-2.15,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OUDSBRTVNLOZBN-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NN1CCCCCC1)c1ccc(C)cc1,-3.68,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OWWVHQUOYSPNNE-UHFFFAOYSA-N,O=C(OCCN(CC)CC)c1ccc(OCC)cc1,-2.71,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OWZPCEFYPSAJFR-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)c(C(CC)C)cc([N+](=O)[O-])c1,-3.38,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OXNIZHLAWKMVMX-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c1,-2.83,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OXQGTIUCKGYOAA-UHFFFAOYSA-N,O=C(O)C(CC)CC,-0.81,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(c1n2c(C(C(=O)O)CC2)cc1)c1ccccc1,-3.259,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PAMIQIKDUOTOBW-UHFFFAOYSA-N,CN1CCCCC1,0.23,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Nc1ccccc1,-0.41,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PBAYDYUZOSNJGU-UHFFFAOYSA-N,O=C(O)c1oc(C(=O)O)cc(=O)c1,-1.099,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PBBGSZCBWVPOOL-UHFFFAOYSA-N,Oc1ccc(C(C(CC)c2ccc(O)cc2)CC)cc1,-4.43,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PBMFSQRYOILNGV-UHFFFAOYSA-N,n1ncccc1,1.1,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PDQAZBWRQCGBEV-UHFFFAOYSA-N,S=C1NCCN1,-0.71,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PDRGHUMCVRDZLQ-UHFFFAOYSA-N,O=C1C2(C)C(c3c(c4c(cc(O)cc4)cc3)CC2)CC1,-5.24,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PEDCQBHIVMGVHV-UHFFFAOYSA-N,OC(CO)CO,1.12,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PEQHIRFAKIASBK-UHFFFAOYSA-N,C(c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,-7.8,NA,ONSchallenge,http://dx.doi.org/10.1039/c1nj20863b,,,,
PFIADAMVCJPXSF-UHFFFAOYSA-N,Clc1c(OC)cc(Cl)c(OC)c1,-4.41,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PHEOVVDXTQVHAZ-UHFFFAOYSA-N,O=C(OCC(=O)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(O)C2)CC1)C(C)(C)C,-4.58,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PHTQWCKDNZKARW-UHFFFAOYSA-N,OCCC(C)C,-0.52,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,http://dx.doi.org/10.1021/ci800406y,,,
PJANXHGTPQOBST-VAWYXSNFSA-N,C(=C\c1ccccc1)/c1ccccc1,-5.790116,NA,ONSchallenge,http://dx.doi.org/10.1080/00319100008030280,,,,
PJGSXYOJTGTZAV-UHFFFAOYSA-N,O=C(C(C)(C)C)C,-0.72,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
PKOFBDHYTMYVGJ-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(NC(=O)C)cc1,-1.61,NA,ONSchallenge,http://dx.doi.org/10.1021/ci800406y,,,,
