Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Species/Origin of Plasma or Serum,Concentration of Tested Compound,Duration of Incubation,Analytical Detection Method,Equilibrium Dialysis for Protein Binding Assessment,Plasma_Protein_Binding
CHEMBL5093837,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2-c1cc[n+](Cc2ccc(O[C@@H]4O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(NC(=O)CCCn4cc(CNC(=O)CCCCCN5C(=O)C=CC5=O)nn4)c2)cc1)OCO3.O=C([O-])C(F)(F)F,PPB,'=',96.6,%,CHEMBL5040425,Plasma protein binding in human measured after 0.25 mins by HPLC analysis,A,BAO_0000366,cell-free format,CHEMBL5038609,Scientific Literature,Eur J Med Chem,2021.0,Human Plasma,,0.25 mins,HPLC,,True
CHEMBL4641229,Nc1cc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)nc(N)n1,PPB,'=',97.0,%,CHEMBL4603073,Protein binding in human plasma at 10 uM by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4602607,Scientific Literature,J Med Chem,2020.0,Human Plasma,10 uM,,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4165848,N#Cc1cc(F)cc(Oc2ccc(S(=O)(=O)C(F)F)c3c2CC(F)(F)[C@H]3O)c1,PPB,'=',94.0,%,CHEMBL4158379,Protein binding in mouse plasma at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4152377,Scientific Literature,J Med Chem,2018.0,Mouse Plasma,10 uM,4 hrs,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4206129,Nc1nc(/C(=N/OC2(C(=O)O)CC2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CN2CCOC2=O)cs1,PPB,'=',24.0,%,CHEMBL4187529,Protein binding in dog plasma,A,BAO_0000366,cell-free format,CHEMBL4184210,Scientific Literature,Bioorg Med Chem Lett,2018.0,Dog,,,,,True
CHEMBL5088000,C[C@@H](Nc1ccn2ncc(-c3cnn(CCO)c3)c2n1)c1cc(F)ccc1OCC(F)F,PPB,'=',95.6,%,CHEMBL5035694,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL5034031,Scientific Literature,J Med Chem,2021.0,Human,,,,,True
CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,PPB,'=',73.0,%,CHEMBL4187527,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4184210,Scientific Literature,Bioorg Med Chem Lett,2018.0,Mouse,,,,,True
CHEMBL4760571,COC[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,PPB,'=',98.9,%,CHEMBL4705934,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4699655,Scientific Literature,J Med Chem,2020.0,Rat,,,,,True
CHEMBL5177134,CCS(=O)(=O)Nc1ccccc1C(=O)Nc1ccc(F)cc1OCC(F)(F)F,PPB,'=',0.5,%,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,BAO_0000366,cell-free format,CHEMBL5154918,Scientific Literature,ACS Med Chem Lett,2022.0,Human,,,,,True
CHEMBL5208855,CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)C1CC1,PPB,'=',0.4,%,CHEMBL5167414,Plasma protein binding in human assessed as unbound fraction,A,BAO_0000366,cell-free format,CHEMBL5154918,Scientific Literature,ACS Med Chem Lett,2022.0,Human,,,,,True
CHEMBL5202767,CCOc1ccccc1NC(=O)c1cc(Cl)ccc1NS(=O)(=O)C1CC1,PPB,'=',0.1,%,CHEMBL5167415,Plasma protein binding in mouse assessed as unbound fraction,A,BAO_0000366,cell-free format,CHEMBL5154918,Scientific Literature,ACS Med Chem Lett,2022.0,Mouse,,,,,True
CHEMBL5084140,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F,PPB,'=',97.5,%,CHEMBL5036988,Plasma Protein binding in human incubated for 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5036320,Scientific Literature,J Med Chem,2021.0,Human Plasma,,4 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5088607,C[C@](O)(CNC(=O)c1nc(C(F)(F)F)c(C(F)(F)F)cc1N)C(F)(F)F,PPB,'=',98.6,%,CHEMBL5036988,Plasma Protein binding in human incubated for 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5036320,Scientific Literature,J Med Chem,2021.0,Human Plasma,,4 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL5186978,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)CS(C)(=O)=O)C2,PPB,'=',95.0,%,CHEMBL5167350,Plasma protein binding in dog,A,BAO_0000366,cell-free format,CHEMBL5154916,Scientific Literature,J Med Chem,2022.0,Dog,,,,,True
CHEMBL4636196,c1cc2c3c(c1)C1(CCC1)CN3CCNC2,PPB,'=',63.6,%,CHEMBL4617383,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4616608,Scientific Literature,Bioorg Med Chem Lett,2020.0,Rat,,,,,True
CHEMBL5174953,C[C@@H]1CCC[C@H](C)N1c1nnc2ccc(O[C@@H]3CC[C@H](NC(=O)Nc4cc(C(C)(C)C)nn4-c4cnn(CCN(C)C)c4)c4ccccc43)cn12,PPB,'=',99.8,%,CHEMBL5167063,Protein binding in rat lung homogenate at 10 uM incubated for 4 hrs by LC/MS/MS analysis,A,BAO_0000221,tissue-based format,CHEMBL5154908,Scientific Literature,J Med Chem,2022.0,Rat Lung Homogenate,10 uM,4 hrs,LC/MS/MS,,False
CHEMBL5200838,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,PPB,'=',99.8,%,CHEMBL5149837,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL5143747,Scientific Literature,ACS Med Chem Lett,2022.0,Human,,,,,True
CHEMBL4475324,Cc1cc(C(=O)[O-])c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1.[Na+],PPB,'=',99.7,%,CHEMBL4387448,Protein binding in human plasma at 20 uM after 5 hrs by LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4385646,Scientific Literature,Bioorg Med Chem Lett,2019.0,Human Plasma,20 uM,5 hrs,LC/MS/MS,,True
CHEMBL5172896,COCCO[C@H]1CC[C@H](NC(=O)c2cc(-c3cncs3)nc3[nH]ccc23)CC1,PPB,'=',79.4,%,CHEMBL5148902,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL5143723,Scientific Literature,J Med Chem,2022.0,Mouse,,,,,True
CHEMBL5208587,C=CCOc1ccc(C2CC(=O)Nc3nc(N)[nH]c(=O)c32)cc1OC,PPB,'=',69.6,%,CHEMBL5135031,Plasma protein binding in human measured after 5 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5131488,Scientific Literature,Eur J Med Chem,2022.0,Human Plasma,,5 hrs,LC-MS/MS,,True
CHEMBL4755451,Cc1ccc2c(c1)C(=O)N1CCCCC1c1cc3nc(N4CCC4)cc(n3n1)N(C)CCNC(=O)CO2,PPB,'=',96.9,%,CHEMBL4705576,Protein binding in mouse plasma at 1 ug/ml incubated for 4 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4699644,Scientific Literature,Bioorg Med Chem,2020.0,Mouse Plasma,1 ug/ml,4 hrs,LC-MS,,True
CHEMBL4740118,CCP(=O)(OC)c1ccc2nc(-c3ccc4c(c3)OC(F)(F)O4)oc2c1,PPB,'=',98.0,%,CHEMBL4731879,Protein binding in mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4725490,Scientific Literature,ACS Med Chem Lett,2020.0,Mouse,,,,,True
CHEMBL4638810,O=C(CCCCOc1ccccc1)N[C@H]1CC[C@H](O)CC1,PPB,'=',80.2,%,CHEMBL4618560,Protein binding in human plasma at 2 uM by equilibrium dialysis relative to control,A,BAO_0000366,cell-free format,CHEMBL4616675,Scientific Literature,J Med Chem,2020.0,Human,2 uM,,Equilibrium Dialysis,Relative to Control,True
CHEMBL4645794,O=C(O)c1ccc(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)cc1,PPB,'=',99.0,%,CHEMBL4619318,Protein binding in human plasma measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616716,Scientific Literature,ACS Med Chem Lett,2020.0,Human,,4 hrs,LC-MS/MS,,True
CHEMBL5086114,O=C(N[C@H]1CC[C@H](O)CC1)C1CCC(CCc2ccccc2)C1,PPB,'=',95.97,%,CHEMBL5035343,Plasma protein binding in mouse assessed as bound fraction at 2 uM measured after 120 mins by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5034022,Scientific Literature,J Med Chem,2021.0,Mouse,2 uM,120 mins,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4447337,CCn1ncc(-c2nc3c(N4CCC(n5c(=O)[nH]c6ncccc65)CC4)ncnc3n2C)c1C,PPB,'=',90.0,%,CHEMBL4348853,Protein binding in Wistar Han rat plasma,A,BAO_0000366,cell-free format,CHEMBL4346703,Scientific Literature,J Med Chem,2019.0,Wistar Han Rat,,,,,True
CHEMBL4545591,N#Cc1cccc(Nc2cc(-c3cnn4ncccc34)ccn2)c1,PPB,'=',99.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0,Human,,18 hrs,LC/MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL4531723,N#Cc1cccc(Oc2nccc(-c3cnn4ncccc34)n2)c1,PPB,'=',90.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0,Human,,18 hrs,LC/MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL4439435,N#Cc1cccc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,PPB,'=',100.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0,Human,,18 hrs,LC/MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL4538725,c1cncc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,PPB,'=',99.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0,Human,,18 hrs,LC/MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL4470061,COc1ccc2c(-c3ccnc(N[C@H]4CC[C@H](O)CC4)n3)c(C3CC3)nn2n1,PPB,'=',95.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0,Human,,18 hrs,LC/MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL4742152,Cc1noc2c1-c1ccc(-c3ccc(=O)n(C)c3)cc1N(c1ccc(C#N)cc1)CC2C,PPB,'=',97.0,%,CHEMBL4716989,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Rat,,,,,True
CHEMBL4760884,CCNC(=O)CC1CN(c2ccc(Cl)cc2)c2ccccc2-n2c(C)nnc21,PPB,'=',91.0,%,CHEMBL4716990,Protein binding in dog plasma,A,BAO_0000366,cell-free format,CHEMBL4715706,Scientific Literature,ACS Med Chem Lett,2016.0,Dog,,,,,True
CHEMBL51483,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,PPB,'=',39.0,%,CHEMBL4814333,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4813910,Scientific Literature,J Med Chem,2020.0,Human,,,,,True
CHEMBL4747709,CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C.Cl,PPB,'=',98.0,%,CHEMBL4715633,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4706775,Scientific Literature,ACS Med Chem Lett,2021.0,Human,,,,,True
CHEMBL4777981,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCN([C@H]4CC[C@H](C(=O)O)CC4)CC3)cc12,PPB,'=',94.1,%,CHEMBL4836679,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4834469,Scientific Literature,ACS Med Chem Lett,2021.0,Human,,,,,True
CHEMBL5204520,Cc1ccc(O)c(C)c1-n1c(N)c(C(N)=O)c2nc(-c3nccs3)cnc21,PPB,'=',95.7,%,CHEMBL5141611,Plasma protein binding in rat at 1 uM,A,BAO_0000366,cell-free format,CHEMBL5137074,Scientific Literature,J Med Chem,2022.0,Rat,1 uM,,,,True
CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,PPB,'=',95.5,%,CHEMBL5135455,Plasma protein binding in human at 10 uM,A,BAO_0000366,cell-free format,CHEMBL5131502,Scientific Literature,Eur J Med Chem,2022.0,Human Plasma,10 uM,,,,True
CHEMBL5205903,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1,PPB,'=',69.1,%,CHEMBL5135455,Plasma protein binding in human at 10 uM,A,BAO_0000366,cell-free format,CHEMBL5131502,Scientific Literature,Eur J Med Chem,2022.0,Human Plasma,10 uM,,,,True
CHEMBL2111101,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,PPB,'=',96.3,%,CHEMBL5135460,Plasma protein binding in rat at 10 uM,A,BAO_0000366,cell-free format,CHEMBL5131502,Scientific Literature,Eur J Med Chem,2022.0,Rat Plasma,10 uM,,,,True
CHEMBL4856594,C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,PPB,'=',24.0,%,CHEMBL4809372,Plasma protein binding in human at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4808184,Scientific Literature,J Med Chem,2021.0,Human,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL4869882,Cc1cc(NC(=O)[C@H](O)c2cc(F)cc(F)c2)ccc1-c1cnc(N)c(C(=O)NC2CC2)c1,PPB,'=',97.1,%,CHEMBL4822233,Plasma protein binding in dog,A,BAO_0000366,cell-free format,CHEMBL4819104,Scientific Literature,Bioorg Med Chem Lett,2021.0,Dog,,,,,True
CHEMBL3716726,COc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,PPB,'=',99.9,%,CHEMBL5148610,Protein binding in human,A,BAO_0000019,assay format,CHEMBL5143717,Scientific Literature,J Med Chem,2022.0,Human,,,,,True
CHEMBL4779878,COc1cc(OCc2ccnc(N)n2)c(Cl)c2sc(N[C@H]3CCCC[C@@H]3O)nc12,PPB,'=',98.3,%,CHEMBL4728943,Plasma protein binding in Sprague-Dawley rat at 5 uM incubated for 5 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4725356,Scientific Literature,J Med Chem,2020.0,Sprague-Dawley Rat,5 uM,5 hrs,LC-MS,,True
CHEMBL5200474,O=c1[nH]c(=O)n(C2CC2)c2nc(Cc3nc4cc5c(cc4[nH]3)OCO5)n(Cc3ccccc3)c12,PPB,'=',85.0,%,CHEMBL5141813,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5137079,Scientific Literature,J Med Chem,2022.0,Rat,,,,,True
CHEMBL5197055,CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(O)ccc3[nH]1)n2Cc1ccccc1,PPB,'=',82.0,%,CHEMBL5141813,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5137079,Scientific Literature,J Med Chem,2022.0,Rat,,,,,True
CHEMBL642,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,PPB,'=',100.0,%,CHEMBL5146564,Plasma protein binding in human by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5143617,Scientific Literature,Eur J Med Chem,2022.0,Human Plasma,,,LC-MS/MS,,True
CHEMBL5076703,C/C(O)=C(\C#N)C(=O)Nc1cc(O[C@@H](C)C(F)(F)F)c(C(=O)Nc2c(F)cccc2Cl)cc1F,PPB,'=',94.3,%,CHEMBL5055454,Plasma protein binding in rat at 1 uM incubated for 5 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL5053556,Scientific Literature,J Med Chem,2021.0,Rat Plasma,1 uM,5 hrs,LC-MS,,True
CHEMBL5183804,CC(C)[C@@H]1CNC(=O)c2cc(-c3ccnc(NC(=O)C4CC4)c3)nn21,PPB,'=',84.0,%,CHEMBL5137999,Plasma protein binding in human incubated for 24 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5136982,Scientific Literature,J Med Chem,2022.0,Human,,24 hrs,LC-MS/MS,,True
CHEMBL5197671,C[C@@H]1COCCN1c1cc2n(n1)[C@H](C(F)(F)F)CNC2=O,PPB,'=',15.0,%,CHEMBL5138000,Plasma protein binding in rat incubated for 24 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5136982,Scientific Literature,J Med Chem,2022.0,Rat,,24 hrs,LC-MS/MS,,True
CHEMBL3959509,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2onc(-c3ccccc3)c2C(F)(F)F)C1,PPB,'=',99.6,%,CHEMBL4681141,Protein binding in rat assessed as bound fraction,A,BAO_0000019,assay format,CHEMBL4680083,Scientific Literature,J Med Chem,2016.0,Rat Plasma,,,,,True
CHEMBL5184806,C[C@@H]1COCCN1c1cc2n(n1)[C@H](C(C)(C)C)CNC2=O,PPB,'=',31.0,%,CHEMBL5138000,Plasma protein binding in rat incubated for 24 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5136982,Scientific Literature,J Med Chem,2022.0,Rat,,24 hrs,LC-MS/MS,,True
CHEMBL4556916,O=c1nc(N2C[C@@H]3[C@H](C2)[C@H]3NCC2CCCCC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,PPB,'=',99.5,%,CHEMBL4402372,Protein binding in plasma (unknown origin) measured after 5 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4400578,Scientific Literature,ACS Med Chem Lett,2019.0,,,5 hrs,Equilibrium Dialysis,Equilibrium Dialysis,True
CHEMBL4279018,CN(c1ccc(-c2cc3cnccc3cc2O)nn1)C1CC(C)(C)NC(C)(C)C1,PPB,'=',69.0,%,CHEMBL4260945,Protein binding rat plasma,A,BAO_0000366,cell-free format,CHEMBL4257581,Scientific Literature,J Med Chem,2018.0,Rat Plasma,,,,,True
CHEMBL5094183,C=CC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,PPB,'=',90.7,%,CHEMBL5040217,Protein binding in human plasma at 1 uM incubated for 5 hrs by liquid chromatography-tandem mass spectrometry,A,BAO_0000366,cell-free format,CHEMBL5038600,Scientific Literature,J Med Chem,2021.0,Human Plasma,1 uM,5 hrs,Liquid Chromatography-Tandem Mass Spectrometry,,True
CHEMBL5094183,C=CC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,PPB,'=',99.3,%,CHEMBL5040219,Protein binding in mouse plasma at 1 uM incubated for 5 hrs by liquid chromatography-tandem mass spectrometry,A,BAO_0000366,cell-free format,CHEMBL5038600,Scientific Literature,J Med Chem,2021.0,Mouse Plasma,1 uM,5 hrs,Liquid Chromatography-Tandem Mass Spectrometry,,True
CHEMBL4550727,CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccc(C)c(F)c1,PPB,'=',98.9,%,CHEMBL4478458,Plasma protein binding in human,A,BAO_0000366,cell-free format,CHEMBL4477212,Scientific Literature,J Med Chem,2016.0,Human,,,,,True
CHEMBL4575590,CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccccc1,PPB,'=',83.9,%,CHEMBL4478459,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4477212,Scientific Literature,J Med Chem,2016.0,Mouse,,,,,True
CHEMBL1784577,Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2ncnc2n1,PPB,'=',96.6,%,CHEMBL4481158,Protein binding in human plasma by ultracentrifugation method,A,BAO_0000366,cell-free format,CHEMBL4480398,Scientific Literature,Eur J Med Chem,2019.0,Human Plasma,,,Ultracentrifugation,,True
CHEMBL5094066,CNC(=O)c1cc(OC)c2c(nc(-c3ccc(N4[C@@H](C)CC[C@@H]4C)nc3)n2C[C@@H]2CN(C)CCO2)c1F,PPB,'=',93.0,%,CHEMBL5057241,"Plasma protein binding in CD1 mouse at 5 mg/kg, po by LC-MS/MS analysis",A,BAO_0000218,organism-based format,CHEMBL5055661,Scientific Literature,J Med Chem,2021.0,CD1 Mouse Plasma,5 mg/kg,,LC-MS/MS,,True
CHEMBL4786487,COC(=O)c1c(N)c(C#N)nn1-c1ccccc1OCc1ccccc1,PPB,'=',95.0,%,CHEMBL4700014,Plasma protein binding in mouse at 1 uM incubated for 4 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4699410,Scientific Literature,RSC Med Chem,2020.0,Mouse Plasma,1 uM,4 hrs,LC-MS/MS,Rapid Equilibrium Dialysis,True
CHEMBL4282264,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccc(F)cc2)[C@@H](C)C(F)(F)F)C1=O,PPB,'=',99.2,%,CHEMBL4738802,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL4732236,Scientific Literature,Bioorg Med Chem Lett,2021.0,Mouse,,,,,True
CHEMBL5196403,Cc1nc(N2CCC3(CC2)CO[C@@H](C)[C@H]3N)cc(=O)n1-c1cccc(Cl)c1Cl,PPB,'=',48.0,%,CHEMBL5098622,Plasma protein binding in mouse incubated for 5 hrs by LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL5096203,Scientific Literature,J Med Chem,2021.0,Mouse Plasma,,5 hrs,LC-MS,,True
CHEMBL4634552,Cc1c(N2CC3CC3(N)C2)c(F)cc2c(CN)c(F)c(=O)n(C3CC3)c12,PPB,'=',35.0,%,CHEMBL4619542,Protein binding in pooled human plasma at 10 uM incubated for 4 hrs under shaking condition by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616724,Scientific Literature,J Med Chem,2020.0,Pooled Human Plasma,10 uM,4 hrs,LC-MS/MS,,True
CHEMBL5195342,C[C@@H]1O[C@H](NC(=O)c2cccs2)[C@@H](O)[C@H](O)[C@@H]1O,PPB,'=',28.0,%,CHEMBL5112886,Plasma protein binding in CD-1 mouse incubated for 30 mins by HPLC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL5108077,Scientific Literature,J Med Chem,2022.0,CD-1 Mouse,,30 mins,HPLC-MS,,True
CHEMBL5181696,C[C@@H]1O[C@H](NC(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H](O)[C@@H]1O,PPB,'=',57.0,%,CHEMBL5112887,Plasma protein binding in human incubated for 30 mins by HPLC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL5108077,Scientific Literature,J Med Chem,2022.0,Human,,30 mins,HPLC-MS,,True
CHEMBL5080175,Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2F)CC1,PPB,'=',93.0,%,CHEMBL5033206,Plasma protein binding in mouse,A,BAO_0000366,cell-free format,CHEMBL5032506,Scientific Literature,J Med Chem,2021.0,Mouse,,,,,True
CHEMBL5074637,COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,PPB,'=',33.13,%,CHEMBL5041253,Protein binding in human plasma by balanced dialysis method,A,BAO_0000366,cell-free format,CHEMBL5038635,Scientific Literature,J Med Chem,2022.0,Human Plasma,,,Balanced Dialysis,Balanced Dialysis,True
CHEMBL5085809,C[C@@H]1CN(C(=O)[C@H](C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)C[C@@H](C)N1,PPB,'=',36.3,%,CHEMBL5050802,Plasma protein binding in rat,A,BAO_0000366,cell-free format,CHEMBL5046323,Scientific Literature,ACS Med Chem Lett,2022.0,Rat,,,,,True
CHEMBL4297507,C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,PPB,'=',37.2,%,CHEMBL4630032,Protein binding in rat,A,BAO_0000019,assay format,CHEMBL4627398,Scientific Literature,J Med Chem,2020.0,Rat,,,,,True
CHEMBL5091917,C[C@H]1Cn2cnc(C(=O)N[C@H](C)C(F)(F)F)c2CN1C(=O)Nc1ccc(F)c(C#N)c1,PPB,'=',75.64,%,CHEMBL5050201,Plasma protein binding in rat by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL5046309,Scientific Literature,ACS Med Chem Lett,2022.0,Rat Plasma,,,LC-MS/MS,,True
CHEMBL5083542,Cc1ncc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1NC(=O)OC1CCOCC1,PPB,'=',98.2,%,CHEMBL5047362,Protein binding in rat plasma by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL5046240,Scientific Literature,Eur J Med Chem,2022.0,Rat Plasma,,,LC-MS/MS,Equilibrium Dialysis,True
CHEMBL4174093,N#Cc1cccnc1N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,PPB,'=',98.8,%,CHEMBL4131084,Protein binding in mouse plasma at 0.5 to 50 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4130350,Scientific Literature,Eur J Med Chem,2017.0,Mouse Plasma,0.5 to 50 uM,4 hrs,LC-MS/MS,,True
CHEMBL4750603,O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,PPB,'=',5.0,%,CHEMBL4715126,Protein binding in mouse serum assessed as fraction unbound,A,BAO_0000366,cell-free format,CHEMBL4706752,Scientific Literature,ACS Med Chem Lett,2021.0,Mouse,,,,,True
