Drug_ID	Drug	Y
"sultopride"	"CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC"	1
"sumacetamol"	"CSCC[C@@H](NC(C)=O)C(=O)Oc1ccc(NC(C)=O)cc1"	1
"sunepitron"	"O=C1CCC(=O)N1C[C@H]1CC[C@H]2CN(c3ncccn3)CCN2C1"	1
"suproclone"	"CCC(=O)N1CCN(C(=O)O[C@@H]2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1"	1
"suriclone"	"CN1CCN(C(=O)O[C@@H]2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1"	1
"suritozole"	"Cn1nc(-c2cccc(F)c2)n(C)c1=S"	1
"taglutimide (biglumide)"	"O=C1CC[C@@H](N2C(=O)[C@H]3[C@H]4CC[C@@H](C4)[C@H]3C2=O)C(=O)N1"	1
"talopram"	"CNCCC[C@]1(c2ccccc2)OC(C)(C)c2ccccc21"	1
"talsupram"	"CNCCC[C@]1(c2ccccc2)SC(C)(C)c2ccccc21"	1
"taltrimide"	"CC(C)NS(=O)(=O)CCN1C(=O)c2ccccc2C1=O"	1
"tameridone"	"Cn1c(=O)c2c(ncn2CCN2CCC(c3c[nH]c4ccccc34)CC2)n(C)c1=O"	1
"tametraline"	"CN[C@H]1CC[C@@H](c2ccccc2)c2ccccc21"	1
"tamitinol"	"CCNCc1c(CSC)cnc(C)c1O"	1
"tamolarizine"	"COc1ccc([C@H](O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC"	1
"tampramine"	"CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21"	1
"tandamine"	"CCn1c2c(c3ccccc31)CCS[C@@]2(C)CCN(C)C"	1
"tandospirone"	"O=C1[C@@H]2[C@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1"	1
"taniplon"	"COc1nc2nc(-c3noc(C)n3)cn2c2c1CCCC2"	1
"tasosartan"	"Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2"	1
"tazomeline"	"CCCCCCSc1nsnc1C1=CCCN(C)C1"	1
"tefludazine"	"OCCN1CCN([C@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1"	1
"teflurane"	"F[C@@H](Br)C(F)(F)F"	1
"teflutixol"	"OCCN1CCN(CCC[C@H]2c3ccc(F)cc3Sc3ccc(C(F)(F)F)cc32)CC1"	1
"tenilsetam"	"O=C1NCCN[C@H]1c1cccs1"	1
"tepirindole"	"CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1"	1
"terguride"	"CCN(CC)C(=O)N[C@H]1C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1"	1
"tetrabarbital"	"CCC[C@@H](CC)C1(CC)C(=O)NC(=O)NC1=O"	1
"tetrabenazine (tetrabenzine)"	"COc1cc2c(cc1OC)[C@@H]1CC(=O)[C@H](CC(C)C)CN1CC2"	1
"tetrantoin"	"O=C1NC(=O)[C@@]2(CCc3ccccc3C2)N1"	1
"thalidomide"	"O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1"	1
"thebacon"	"COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@H]4[C@@H](C2)N(C)CC[C@@]314"	1
"theobromine"	"Cn1cnc2c1c(=O)[nH]c(=O)n2C"	1
"thialbarbital"	"C=CCC1([C@@H]2C=CCCC2)C(=O)NC(=S)NC1=O"	1
"thiamphenicol (racefenicol)"	"CS(=O)(=O)c1ccc([C@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1"	1
"thiamylal"	"C=CCC1([C@@H](C)CCC)C(=O)NC(=S)NC1=O"	1
"thiazesim (tiazesim)"	"CN(C)CCN1C(=O)C[C@H](c2ccccc2)Sc2ccccc21"	1
"thiethylperazine"	"CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2"	1
"thiopropazate"	"CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"thioproperazine"	"CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1"	1
"thioridazine"	"CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2"	1
"thiothixene (tiotixene)"	"CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1"	1
"thozalinone (tozalinone)"	"CN(C)C1=NC(=O)[C@H](c2ccccc2)O1"	1
"tiagabine"	"Cc1ccsc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1sccc1C"	1
"tianeptine"	"CN1c2ccccc2[C@@H](NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O"	1
"tienocarbine"	"Cc1csc2ccc3[nH]c4c(c3c12)CN(C)CC4"	1
"tifemoxone"	"S=C1NCC[C@@H](COc2ccccc2)O1"	1
"tilidine"	"CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C"	1
"timelotem"	"CN1CCN2c3cc(F)ccc3C(c3cccs3)=NC[C@H]2C1"	1
"timiperone"	"O=C(CCCN1CCC(n2c(=S)[nH]c3ccccc32)CC1)c1ccc(F)cc1"	1
"timirdine"	"N=C1SCCN1c1ccc(Cl)cc1N"	1
"timobesone-acetate"	"CSC(=O)[C@@]1(OC(C)=O)[C@H](C)C[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"tinidazole"	"CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C"	1
"tiomergine"	"CN1C[C@@H](CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)C[C@H]21"	1
"tioperidone"	"CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1"	1
"tiospirone"	"O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1"	1
"tipredane"	"CCS[C@]1(SC)CC[C@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]21C"	1
"tisocromide"	"COc1cc2c(cc1OC)S(=O)(=O)O[C@@H](C(=O)N[C@H](C)CC(C)(C)N(C)C)C2"	1
"tixadil"	"C[C@@H](Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21"	1
"tixocortol"	"C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@H]2[C@@H](O)C[C@@]2(C)[C@@H]1CC[C@@]2(O)C(=O)C[S]"	1
"tixocortol-pivalate"	"CC(C)(C)C(=O)SCC(=O)[C@@]1(O)CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@]21C"	1
"tofenacin"	"CNCCO[C@@H](c1ccccc1)c1ccccc1C"	1
"tofisopam"	"CC[C@H]1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21"	1
"toloxychlorinol"	"Cc1ccccc1OC[C@@H](CO[C@H](O)C(Cl)(Cl)Cl)O[C@H](O)C(Cl)(Cl)Cl"	1
"tolpiprazole"	"Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1"	1
"tolquinzole"	"CC[C@@]1(O)CCN2CCc3ccc(C)cc3[C@H]2C1"	1
"tolufazepam"	"Cc1ccc(S(=O)(=O)CCN2C(=O)CN=C(c3ccccc3Cl)c3cc(Cl)ccc32)cc1"	1
"tonazocine"	"CCCCCC(=O)CC[C@@]1(C)[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C"	1
"topiramate"	"CC1(C)O[C@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@H]2O1"	1
"tracazolate"	"CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC"	1
"tralonide"	"CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(Cl)[C@H](Cl)C[C@@]3(C)[C@]2(C(=O)CF)O1"	1
"tramadol"	"COc1cccc([C@@]2(O)CCCC[C@H]2CN(C)C)c1"	1
"tranylcypromine"	"N[C@H]1C[C@H]1c1ccccc1"	1
"trazodone"	"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12"	1
"trebenzomine"	"C[C@H]1Oc2ccccc2C[C@H]1N(C)C"	1
"trefentanil"	"CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1"	1
"triamcinolone"	"C[C@@]12C=CC(=O)C=C1CC[C@H]1[C@H]3C[C@H](O)[C@@](O)(C(=O)CO)[C@]3(C)C[C@H](O)[C@@]12F"	1
"triamcinolone-benetonide"	"C[C@@H](CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@H]1C[C@H]1[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(F)[C@H](O)C[C@]12C"	1
"triamcinolone-furetonide"	"CC1(C)O[C@H]2C[C@H]3[C@H]4CC5=CC(=O)C=C[C@@]5(C)[C@@]4(F)[C@H](O)C[C@@]3(C)[C@]2(C(=O)COC(=O)c2cc3ccccc3o2)O1"	1
"tribromoethanol"	"OCC(Br)(Br)Br"	1
"tricetamide"	"CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1"	1
"trichloroethylene"	"ClC=C(Cl)Cl"	1
"triclodazol"	"O=C1N([C@H](O)C(Cl)(Cl)Cl)CNC1(c1ccccc1)c1ccccc1"	1
"triclofos"	"O=P(O)(O)OCC(Cl)(Cl)Cl"	1
"triclonide"	"CC1(C)O[C@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@@]5(C)[C@@]4(Cl)[C@H](Cl)C[C@@]3(C)[C@]2(C(=O)CCl)O1"	1
"trimetozine"	"COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC"	1
"trimetrexate"	"COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC"	1
"trizoxime"	"N/C(=N/O)C1=NNc2ccccc2N(Cc2ccccc2)C1=O"	1
"trocimine"	"COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC"	1
"tryptophan (l-tryptophan)"	"N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O"	1
"uldazepam"	"C=CCONC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1"	1
"umespirone"	"COc1ccccc1N1CCN(CCCCN2C(=O)[C@H]3C(=O)N(C(C)(C)C)C(=O)[C@@H](C2=O)C3(C)C)CC1"	1
"urethane"	"CCOC(N)=O"	1
"valaciclovir"	"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21"	1
"valdipromide"	"CCCC(CCC)(CCC)C(N)=O"	1
"valganciclovir (RS790702)"	"CC(C)[C@H](N)C(=O)OC[C@@H](CO)OCn1cnc2c(=O)[nH]c(N)nc21"	1
"valproate pivoxil"	"CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C"	1
"valproic acid"	"CCCC(CCC)C(=O)O"	1
"valtrate"	"CC(=O)OCC1=CO[C@H](OC(=O)CC(C)C)[C@H]2C1=C[C@@H](OC(=O)CC(C)C)[C@@]21CO1"	1
"velnacrine"	"Nc1c2c(nc3ccccc13)CCC[C@@H]2O"	1
"venlafaxine"	"COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1"	1
"veralipride"	"C=CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC"	1
"vigabatrin"	"C=C[C@@H](N)CCC(=O)O"	1
"viloxazine"	"CCOc1ccccc1OC[C@H]1CNCCO1"	1
"vinyl-ether"	"C=COC=C"	1
"vitamine (alpha-tocopherol)"	"Cc1c(C)c2c(c(C)c1O)CC[C@](C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)O2"	1
"xaliproden"	"FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1"	1
"xanthiol"	"OCCCN1CCN(CCC[C@H]2c3ccccc3Sc3ccc(Cl)cc32)CC1"	1
"xorphanol"	"C=C1C[C@H](C)[C@@H]2[C@@H]3Cc4ccc(O)cc4[C@]2(CCN3CC2CCC2)C1"	1
"xylazine"	"Cc1cccc(C)c1NC1=NCCCS1"	1
"zafuleptine"	"CC(C)[C@@H](CCCCCC(=O)O)NCc1ccc(F)cc1"	1
"zalospirone"	"O=C1[C@@H]2[C@H]3C=C[C@@H]([C@@H]4C=C[C@@H]43)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1"	1
"zetidoline"	"CC1(C)CN(CCN2CCN(c3cccc(Cl)c3)C2=O)C1"	1
"ziprasidone"	"O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1"	1
"zolazepam"	"Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C"	1
"zoloperone"	"COc1ccccc1N1CCN(CCc2oc(=O)[nH]c2-c2ccc(F)cc2)CC1"	1
"zoniclezole"	"C[C@@H](c1noc2ccc(Cl)cc12)n1ccnc1"	1
"zonisamide"	"NS(=O)(=O)Cc1noc2ccccc12"	1
"zopiclone"	"CN1CCN(C(=O)O[C@@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1"	1
"zotepine"	"CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21"	1
"zylofuramine"	"CCN[C@@H](Cc1ccccc1)[C@H]1CCCO1"	1
"acebutolol"	"CCCC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)c(C(C)=O)c1"	-1
"aclarubicin"	"CC[C@@]1(O)C[C@@H](O[C@H]2C[C@@H](N(C)C)[C@@H](O[C@H]3C[C@H](O)[C@@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC"	-1
"adicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O"	-1
"adrenaline (epinephrine)"	"CNC[C@H](O)c1ccc(O)c(O)c1"	-1
"adriamycinol-aglycone"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)([C@H](O)CO)C[C@@H]3O"	-1
"aldosterone"	"C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@H]2[C@H]2C[C@]3([C@@H](O)O2)[C@H](C(=O)CO)CC[C@H]13"	-1
"almecillin"	"C=CCSCC(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12"	-1
"amantocillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@]34C[C@H]5C[C@@H](C[C@](N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O"	-1
"amikacin"	"NCC[C@H](O)C(=O)N[C@H]1C[C@H](N)[C@@H](O[C@H]2O[C@@H](CN)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]1O"	-1
"amiloride"	"N=C(N)NC(=O)c1nc(Cl)c(N)nc1N"	-1
"amiodarone"	"CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1"	-1
"amphotericin-b"	"C[C@H]1C=CC=CC=CC=CC=CC=CC=C[C@H](O[C@H]2O[C@H](C)[C@H](O)[C@H](N)[C@@H]2O)C[C@H]2O[C@](O)(C[C@H](O)[C@H]2C(=O)O)C[C@@H](O)[C@@H](O)CC[C@@H](O)C[C@@H](O)C[C@@H](O)CC(=O)O[C@H](C)[C@@H](C)[C@H]1O"	-1
"apalcillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](NC(=O)c3cnc4cccnc4c3O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"apicycline"	"CN(C)[C@H]1C(O)=C(C(=O)N[C@H](C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"	-1
"apramycin"	"CN[C@@H]1[C@H](O[C@H]2O[C@@H](CO)[C@H](N)[C@H](O)[C@@H]2O)O[C@@H]2C[C@@H](N)[C@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@@H](N)C[C@H]3N)O[C@@H]2[C@H]1O"	-1
"arbekacin"	"NCC[C@H](O)C(=O)N[C@H]1C[C@H](N)[C@@H](O[C@H]2O[C@@H](CN)CC[C@@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]1O"	-1
"aspoxicillin"	"CNC(=O)C[C@H](N)C(=O)N[C@@H](C(=O)N[C@H]1C(=O)N2[C@H]1SC(C)(C)[C@H]2C(=O)O)c1ccc(O)cc1"	-1
"astemizole"	"COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1"	-1
"astromicin"	"CO[C@H]1[C@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@@H](C)N)CC[C@@H]2N)[C@H](O)[C@H]1N(C)C(=O)CN"	-1
"azithromycin"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)CN(C)[C@H](C)[C@H](O)[C@@]1(C)O"	-1
"aztreonam"	"C[C@@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O"	-1
"bacmecillinam"	"CCOC(=O)O[C@H](C)OC(=O)[C@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C"	-1
"bekanamycin"	"NC[C@H]1O[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@@H](CO)[C@H](O)[C@H](N)[C@@H]3O)[C@@H]2O)[C@H](N)[C@H](O)[C@@H]1O"	-1
"benserazide"	"N[C@@H](CO)C(=O)NNCc1ccc(O)c(O)c1O"	-1
"bepridil"	"CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1"	-1
"berythromycin"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@@](C)(O)C[C@H](C)C(=O)[C@H](C)[C@H](O)[C@@H]1C"	-1
"carbenicillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"carbidopa"	"C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O"	-1
"carbuterol"	"CC(C)(C)NC[C@H](O)c1ccc(O)c(NC(N)=O)c1"	-1
"carfecillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"carindacillin"	"CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-1
"carubicin"	"CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@@H]2C[C@H](N)[C@H](O)[C@@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O"	-1
"carumonam"	"NC(=O)OC[C@@H]1[C@H](NC(=O)C(=NOCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O"	-1
"cefaclor"	"N[C@@H](C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@@H]12)c1ccccc1"	-1
"cefadroxil"	"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1"	-1
"cefamandole"	"Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1"	-1
"cefaparole"	"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](N)c4ccc(O)cc4)[C@H]3SC2)s1"	-1
"cefatrizine"	"N[C@@H](C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@@H]12)c1ccc(O)cc1"	-1
"cefazaflur"	"Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1"	-1
"cefazedone"	"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1"	-1
"cefcanel"	"Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1"	-1
"cefcanel-daloxate"	"Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)[C@H](NC(=O)[C@H](OC(=O)[C@H](C)N)c4ccccc4)[C@@H]3SC2)s1"	-1
"cefdaloxime"	"COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NO)c3csc(N)n3)[C@H]2SC1"	-1
"cefdinir"	"C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)C(=NO)c3csc(N)n3)[C@@H]2SC1"	-1
"cefditoren"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CS[C@@H]12)c1csc(N)n1"	-1
"cefetamet"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@@H]12)c1csc(N)n1"	-1
"cefetrizole"	"O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc[nH]n3)CS[C@H]12"	-1
"cefivitril"	"Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C/C#N)[C@H]2SC1"	-1
"cefixime"	"C=CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)C(=NOCC(=O)O)c3csc(N)n3)[C@@H]2SC1"	-1
"cefmenoxime"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]12)c1csc(N)n1"	-1
"cefmetazole"	"CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21"	-1
"cefminox"	"CO[C@@]1(NC(=O)CSC[C@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21"	-1
"cefodizime"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@@H]12)c1csc(N)n1"	-1
"cefonicid"	"O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@H]2[C@@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12"	-1
"cefoperazone"	"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]23)c2ccc(O)cc2)C(=O)C1=O"	-1
"ceforanide"	"NCc1ccccc1CC(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@@H]12"	-1
"cefotaxime"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1csc(N)n1"	-1
"cefotetan"	"CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21"	-1
"cefotiam"	"CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1"	-1
"cefpiramide"	"Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]23)c2ccc(O)cc2)cn1"	-1
"cefpodoxime"	"COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NOC)c3csc(N)n3)[C@H]2SC1"	-1
"cefprozil"	"C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1"	-1
"cefrotil"	"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccc(C4=NCCCN4)cc3)[C@H]2SC1"	-1
"cefroxadine"	"COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3C=CCC=C3)[C@H]2SC1"	-1
"cefsumide"	"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3cccc(NS(C)(=O)=O)c3)[C@H]2SC1"	-1
"cefteram"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(Cn3nnc(C)n3)CS[C@@H]12)c1csc(N)n1"	-1
"ceftezole"	"O=C(Cn1cnnn1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CS[C@H]12"	-1
"ceftibuten"	"Nc1nc(C(=CCC(=O)O)C(=O)N[C@H]2C(=O)N3C(C(=O)O)=CCS[C@@H]23)cs1"	-1
"ceftiofur"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSC(=O)c3ccco3)CS[C@@H]12)c1csc(N)n1"	-1
"ceftiolene"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(C=CSc3n[nH]c(=O)c(=O)n3CC=O)CS[C@@H]12)c1csc(N)n1"	-1
"ceftioxide"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS(=O)[C@@H]12)c1csc(N)n1"	-1
"ceftizoxime"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=CCS[C@@H]12)c1csc(=N)[nH]1"	-1
"ceftizoxime alapivoxil (KY020)"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=CCS[C@@H]12)c1csc(NC(=O)[C@@H](C)N)n1"	-1
"ceftriaxone"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@@H]12)c1csc(N)n1"	-1
"cefuracetime"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)c1ccco1"	-1
"cefuroxime"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]12)c1ccco1"	-1
"cefuroxime-axetil"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O[C@H](C)OC(C)=O)=C(COC(N)=O)CS[C@@H]12)c1ccco1"	-1
"cefuroxime-pivoxetil"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O[C@H](C)OC(=O)C(C)(C)OC)=C(COC(N)=O)CS[C@@H]12)c1ccco1"	-1
"cefuzonam"	"CO/N=C(/C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CS[C@@H]12)c1csc(N)n1"	-1
"celiprolol"	"CCN(CC)C(=O)Nc1ccc(OC[C@H](O)CNC(C)(C)C)c(C(C)=O)c1"	-1
