Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
CHEMBL5178464,COc1cccc(F)c1CNc1ccc(-c2cnc(C)nc2C)c2nncn12,permeability,'=',7.2,10^-6 cm/s,CHEMBL5163240,Permeability across apical to basolateral side in human Caco-2 cells at 10 uM incubated for 2 hrs by LC/MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL5154826,Scientific Literature,J Med Chem,2022.0
CHEMBL5081775,CO[C@H]1[C@H](S[C@@H]2COC[C@H](n3cc(-c4ncccn4)nn3)[C@H]2O)O[C@H](CO)[C@H](O)[C@@H]1n1cc(-c2cc(F)c(F)c(F)c2)nn1,permeability,'=',0.5,10^-6 cm/s,CHEMBL5036765,Permeability of compound at pH 7.4 incubated for 4 hrs by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5036315,Scientific Literature,J Med Chem,2021.0
CHEMBL5182431,CC(C)C[C@@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,permeability,'=',13.5,10^-6 cm/s,CHEMBL5159141,Permeability across apical to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL5154743,Scientific Literature,J Med Chem,2022.0
CHEMBL5194899,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3cnco3)ccc2n1,permeability,'=',5.7,10^-6 cm/s,CHEMBL5159142,Permeability across basolateral to apical side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL5154743,Scientific Literature,J Med Chem,2022.0
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,permeability,'=',27.8,10^-6 cm/s,CHEMBL5166024,Permeability of the compound by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL5154888,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,permeability,'=',2.4,10^-6 cm/s,CHEMBL5166024,Permeability of the compound by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL5154888,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5075869,CC1=C(C(=O)NCc2cnn(C)c2)[C@H](c2ccc(C)cc2Cl)N=C(Nc2nc3cccc(N)c3o2)N1,permeability,'=',661.0,10^-6 cm/s,CHEMBL5098475,Permeability of the compound at pH 7.4 measured after 30 mins by PAMPA based LC/MS analysis,A,BAO_0000019,assay format,CHEMBL5096199,Scientific Literature,J Med Chem,2021.0
CHEMBL5190074,Cc1c(C)n(Cc2ccccc2)c2ncn(CCCO)c(=N)c12,permeability,'=',609.3,10^-6 cm/s,CHEMBL5168878,Permeability of the compound at pH 7.4 incubated for 30 mins by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5154945,Scientific Literature,J Med Chem,2022.0
CHEMBL5189579,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1C[C@@H]1CCCC[C@H]1O,permeability,'>',1000.0,10^-6 cm/s,CHEMBL5168878,Permeability of the compound at pH 7.4 incubated for 30 mins by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5154945,Scientific Literature,J Med Chem,2022.0
CHEMBL5189616,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccccc3)c2ncn1CC1CCCO1,permeability,'>',1000.0,10^-6 cm/s,CHEMBL5168878,Permeability of the compound at pH 7.4 incubated for 30 mins by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5154945,Scientific Literature,J Med Chem,2022.0
CHEMBL5177741,CN(C)CCn1cnc2c(c(-c3ccccc3)c(-c3ccccc3)n2Cc2ccccc2)c1=N,permeability,'=',1358.0,10^-6 cm/s,CHEMBL5168878,Permeability of the compound at pH 7.4 incubated for 30 mins by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5154945,Scientific Literature,J Med Chem,2022.0
CHEMBL5189379,CN1CCN(C(C)(C)/C=C(\C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)CC1,permeability,'=',1.0,10^-6 cm/s,CHEMBL5104940,Permeability across apical to basolateral membrane in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL5104103,Scientific Literature,J Med Chem,2022.0
CHEMBL3702851,CN1CCN(C(C)(C)/C=C(\C#N)C(=O)N2CCC[C@@H](n3nc(-c4ccc(Oc5ccccc5)cc4F)c4c(N)ncnc43)C2)CC1=O,permeability,'=',5.5,10^-6 cm/s,CHEMBL5104941,Permeability across basolateral to apical membrane in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL5104103,Scientific Literature,J Med Chem,2022.0
CHEMBL3702854,CC(C)(/C=C(\C#N)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1)N1CCN(C2COC2)CC1,permeability,'=',5.3,10^-6 cm/s,CHEMBL5104941,Permeability across basolateral to apical membrane in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL5104103,Scientific Literature,J Med Chem,2022.0
CHEMBL5091613,CO[C@H]1[C@H](S[C@@H]2COC[C@H](n3cc(-c4cncnc4)nn3)[C@H]2O)O[C@H](CO)[C@H](O)[C@@H]1n1cc(-c2cc(F)c(F)c(F)c2)nn1,permeability,'=',0.2,10^-6 cm/s,CHEMBL5036765,Permeability of compound at pH 7.4 incubated for 4 hrs by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5036315,Scientific Literature,J Med Chem,2021.0
CHEMBL5087864,CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3ccc(Cl)cc3o2)N1,permeability,'<',10.0,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5086762,CC1=C(C(=O)Nc2ccccc2O)C(c2ccccc2Cl)N=C(Nc2nc3ccccc3o2)N1,permeability,'=',21.1,10^-6 cm/s,CHEMBL5051784,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5050861,Patent Bioactivity Data,,2021.0
CHEMBL5200835,O=C(O)C1CCN(c2ccc3c(=O)c4c(F)ccc(Cl)c4oc3c2)C1,permeability,'=',1.83,10^-6 cm/s,CHEMBL5142773,Permeability of the compound by PAMPA analysis,A,BAO_0000019,assay format,CHEMBL5137099,Scientific Literature,J Med Chem,2022.0
CHEMBL5202800,O=C(O)[C@H]1CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3c2)C1,permeability,'=',3.02,10^-6 cm/s,CHEMBL5142773,Permeability of the compound by PAMPA analysis,A,BAO_0000019,assay format,CHEMBL5137099,Scientific Literature,J Med Chem,2022.0
CHEMBL4644249,C[C@@H]1C[C@H]1CNC(=O)[C@@H]1C[C@H]1[C@]12COC[C@H]1CSC(N)=N2,permeability,'=',14.0,10^-6 cm/s,CHEMBL5034189,Permeability in MDCK cells,A,BAO_0000219,cell-based format,CHEMBL5033995,Scientific Literature,J Med Chem,2021.0
CHEMBL5089410,CC(C)C[C@](C)(N)COc1ccc(-c2ccnc(C(F)F)c2)nc1C(F)F,permeability,'=',600.0,nm/s,CHEMBL5049607,Permeability of compound at pH 5.5 measured after 4 hrs by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5046296,Scientific Literature,J Med Chem,2022.0
CHEMBL5196383,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CC1,permeability,'=',2.3,10^-7 cm/s,CHEMBL5148091,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method,A,BAO_0000019,assay format,CHEMBL5143693,Scientific Literature,Bioorg Med Chem Lett,2022.0
CHEMBL5170488,CCS(=O)(=O)Nc1ccc(OCCOCCOCCOCCOc2ccc(NS(=O)(=O)CC)cc2-c2cn(C)c(=O)c3ccccc23)c(-c2cn(C)c(=O)c3ccccc23)c1,permeability,'=',15.0,10^-6 cm/s,CHEMBL5125922,Permeability in MDCK-MDR1 cells,A,BAO_0000219,cell-based format,CHEMBL5120946,Scientific Literature,J Med Chem,2022.0
CHEMBL5200838,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,permeability,'<',0.18,nm/s,CHEMBL5149835,Permeability of compound in pH 7.4 phosphate buffered saline at 10 uM measured after 4 hrs by PAMPA,A,BAO_0000019,assay format,CHEMBL5143747,Scientific Literature,ACS Med Chem Lett,2022.0
CHEMBL5205178,Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)cc(Cl)c2)n1,permeability,'=',125.0,nm/s,CHEMBL5126291,Permeability of the compound at pH 7.4 measured for 4 hrs by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120969,Scientific Literature,J Med Chem,2022.0
CHEMBL5179182,Cc1nc([C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)n(-c2cc(Cl)ccc2F)n1,permeability,'=',125.0,nm/s,CHEMBL5126291,Permeability of the compound at pH 7.4 measured for 4 hrs by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120969,Scientific Literature,J Med Chem,2022.0
CHEMBL5083458,c1cnc2c(c1)CN[C@@H](CN(CCCCNC1COC1)[C@H]1CCCc3cccnc31)C2,permeability,'=',7.0,nm/s,CHEMBL5048795,Permeability of compound at pH 5.5 incubated for 4 hrs by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5046278,Scientific Literature,J Med Chem,2022.0
CHEMBL5081505,c1cnc2c(c1)CN[C@@H](CN(CCCC1CCNCC1)[C@H]1CCCc3cccnc31)C2,permeability,'=',14.0,nm/s,CHEMBL5048795,Permeability of compound at pH 5.5 incubated for 4 hrs by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5046278,Scientific Literature,J Med Chem,2022.0
CHEMBL5200785,CCN(CC)Cc1ccccc1CNC(=O)c1cccc(NC(=O)c2ccc(I)cc2)c1,permeability,'=',10.05,10^-6 cm/s,CHEMBL5142620,Permeability of compound incubated for 18 hrs by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL5137095,Scientific Literature,J Med Chem,2022.0
CHEMBL5207806,O=c1c2ccc(N3CCCCC3)cc2oc2c(Cl)cccc12,permeability,'=',0.49,10^-6 cm/s,CHEMBL5142773,Permeability of the compound by PAMPA analysis,A,BAO_0000019,assay format,CHEMBL5137099,Scientific Literature,J Med Chem,2022.0
CHEMBL5208015,O=C(O)C1CCN(c2ccc3c(=O)c4cccc(Cl)c4oc3n2)C1,permeability,'=',1.55,10^-6 cm/s,CHEMBL5142773,Permeability of the compound by PAMPA analysis,A,BAO_0000019,assay format,CHEMBL5137099,Scientific Literature,J Med Chem,2022.0
CHEMBL5197603,Clc1cccc2c1Oc1cc(N3CCCC3)ccc1C2C1COC1,permeability,'=',0.09,10^-6 cm/s,CHEMBL5142773,Permeability of the compound by PAMPA analysis,A,BAO_0000019,assay format,CHEMBL5137099,Scientific Literature,J Med Chem,2022.0
CHEMBL4867703,C[C@H](Oc1ccc(C(=O)NC2CC2)cc1-c1cn(C)nn1)c1ccccn1,permeability,'=',150.0,nm/s,CHEMBL4835102,Permeability of compound,A,BAO_0000019,assay format,CHEMBL4834404,Scientific Literature,J Med Chem,2021.0
CHEMBL4853673,Cn1cc(-c2cc(C(N)=O)cc(Cc3ccccc3)n2)nn1,permeability,'=',140.0,nm/s,CHEMBL4835102,Permeability of compound,A,BAO_0000019,assay format,CHEMBL4834404,Scientific Literature,J Med Chem,2021.0
CHEMBL5181883,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,'=',0.06,10^-6 cm/s,CHEMBL5151419,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis,A,BAO_0000019,assay format,CHEMBL5149989,Scientific Literature,J Med Chem,2021.0
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,permeability,'=',11.0,10^-6 cm/s,CHEMBL5151419,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis,A,BAO_0000019,assay format,CHEMBL5149989,Scientific Literature,J Med Chem,2021.0
CHEMBL5094480,COc1cc(N2CCC(N(C)C)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,permeability,'=',0.24,10^-6 cm/s,CHEMBL5031768,Intrinsic permeability of compound across apical to basolateral side in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL5030539,Scientific Literature,J Med Chem,2021.0
CHEMBL5185060,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)Nc1ccc(-c2ccccc2)cc1,permeability,'=',0.0,10^-6 cm/s,CHEMBL5136184,Permeability of the compound in PBS buffer at pH 7.4 measured after 18 hrs by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5131539,Scientific Literature,J Med Chem,2022.0
CHEMBL5203783,CN(C)C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C3CC3c3cn(C)nn3)c2)c1,permeability,'<',3.0,nm/s,CHEMBL5152129,Permeability in artificial phospholipid membrane by AMPA based HPLC/UV analysis,A,BAO_0000249,cell membrane format,CHEMBL5150008,Scientific Literature,J Med Chem,2021.0
CHEMBL5169432,CN(C)C(=O)c1cccc(-c2cccc(-n3ncc(C(=O)O)c3C3CC3)c2)c1,permeability,'<',3.0,nm/s,CHEMBL5152129,Permeability in artificial phospholipid membrane by AMPA based HPLC/UV analysis,A,BAO_0000249,cell membrane format,CHEMBL5150008,Scientific Literature,J Med Chem,2021.0
CHEMBL5172082,Cc1nc2c(-c3ccc4c(c3)CCN(Cc3c(C)cccc3Cl)C4)c(N3CCC(C)(C)CC3)c([C@H](OC(C)(C)C)C(=O)O)c(C)n2n1,permeability,'=',483.0,nm/s,CHEMBL5129020,Permeability of the compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5126573,Scientific Literature,Bioorg Med Chem,2022.0
CHEMBL1892375,O=C(Nc1ccccc1)c1cc(Cl)ccc1O,permeability,'=',16.0,10^-6 cm/s,CHEMBL5135610,Permeability of compound incubated for 3 hrs by UV plate reader based PAMPA assay,A,BAO_0000019,assay format,CHEMBL5131509,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,permeability,'=',1.8,10^-6 cm/s,CHEMBL5122208,Permeability for across blood brain barrier by PAMPA,A,BAO_0000221,tissue-based format,CHEMBL5120794,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5188969,CC1CCCCN1CCCOc1cc2c3c(nccc3c1)-c1ccccc1C2=O,permeability,'=',16.55,10^-6 cm/s,CHEMBL5122208,Permeability for across blood brain barrier by PAMPA,A,BAO_0000221,tissue-based format,CHEMBL5120794,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5182576,CN(C)Cc1ccc(-c2cnc(N)c(C(=O)NC3CCCCC3)n2)cc1,permeability,'=',100.0,%,CHEMBL5121995,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120784,Scientific Literature,Bioorg Med Chem Lett,2022.0
CHEMBL5169969,C[C@@](O)(CNC(=O)c1nc(-c2ccc(CN3CCOCC3)cc2)cnc1N)C(F)(F)F,permeability,'=',99.0,%,CHEMBL5121995,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120784,Scientific Literature,Bioorg Med Chem Lett,2022.0
CHEMBL5195256,C[C@@](O)(CNC(=O)c1nc(-c2ccc(CN3CCS(=O)(=O)CC3)cc2)cnc1N)C(F)(F)F,permeability,'=',45.0,%,CHEMBL5121995,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120784,Scientific Literature,Bioorg Med Chem Lett,2022.0
CHEMBL5181440,NC(=O)C1CCN(C(=O)c2ccc3cccccc2-3)CC1,permeability,'=',0.5,10^-6 cm/s,CHEMBL5122687,Permeability of the compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120825,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5198645,COC(=O)c1ccc2c(C(=O)c3ccccc3)c[nH]c2c1,permeability,'=',1.5,10^-6 cm/s,CHEMBL5122687,Permeability of the compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120825,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5202587,COC(=O)c1ccc2c(C(=O)c3ccccc3)cn(C(=O)c3ccccc3)c2c1,permeability,'=',2.1,10^-6 cm/s,CHEMBL5122687,Permeability of the compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5120825,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5218817,CCOc1ccc2c(c1)C(c1cn(C)cn1)=CN(C)C(=O)[C@@H]2C,permeability,'=',690.0,nm/s,CHEMBL5218155,Artificial membrane permeability of the compound,A,BAO_0000019,assay format,CHEMBL5214999,Scientific Literature,J Med Chem,2022.0
CHEMBL5218641,CCOc1ccc2c(c1)C(n1ccnc1)=CN(C)C(=O)C2C,permeability,'=',580.0,nm/s,CHEMBL5218155,Artificial membrane permeability of the compound,A,BAO_0000019,assay format,CHEMBL5214999,Scientific Literature,J Med Chem,2022.0
CHEMBL5195651,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCN(S(=O)(=O)c2ccc(C3CCCCC3)cc2)CC1,permeability,'=',2.4,10^-7 cm/s,CHEMBL5148091,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method,A,BAO_0000019,assay format,CHEMBL5143693,Scientific Literature,Bioorg Med Chem Lett,2022.0
CHEMBL5200684,CCCCc1ccc(S(=O)(=O)N2CCN(C(=O)Oc3ccc([N+](=O)[O-])cc3)CC2)cc1,permeability,'=',2.6,10^-7 cm/s,CHEMBL5148091,Permeability of the compound by measuring lambda maximum incubated for 18 hrs by PAMPA method,A,BAO_0000019,assay format,CHEMBL5143693,Scientific Literature,Bioorg Med Chem Lett,2022.0
CHEMBL4756822,CCC(c1nc2ncc(Cl)cc2[nH]1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1,permeability,'=',2630.0,nm/s,CHEMBL4725197,Permeability at pH 7.4 by PAMPA,A,BAO_0000019,assay format,CHEMBL4715934,Scientific Literature,ACS Med Chem Lett,2021.0
CHEMBL5180798,CCNC(=O)c1ccc2c(c1)[C@H](Nc1ccc(Cl)cn1)C[C@H](C)N2C(C)=O,permeability,'=',350.0,nm/s,CHEMBL5157212,Artificial membrane permeability of the compound,A,BAO_0000019,assay format,CHEMBL5154688,Scientific Literature,J Med Chem,2022.0
CHEMBL5194723,CCNC(=O)c1ccc2c(c1)[C@H](Nc1ncc(Cl)cn1)C[C@H](C)N2C(C)=O,permeability,'<',180.0,nm/s,CHEMBL5157212,Artificial membrane permeability of the compound,A,BAO_0000019,assay format,CHEMBL5154688,Scientific Literature,J Med Chem,2022.0
CHEMBL3924034,O=C(c1ccc2cc(Oc3ccc(OC(F)(F)F)cn3)ccc2n1)N1CCNCC1,permeability,'=',5.1,10^-6 cm/s,CHEMBL5147700,Permeability of the compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5143671,Scientific Literature,Bioorg Med Chem,2022.0
CHEMBL5188923,O=C(c1ccccn1)N1CCN(CCCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,permeability,'=',17.0,10^-6 cm/s,CHEMBL5145834,Permeability of compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5143593,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5196828,COc1ccccc1N1CCN(CCN2CCN(c3ncccc3C#N)CC2)CC1,permeability,'=',14.0,10^-6 cm/s,CHEMBL5145834,Permeability of compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5143593,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL842,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,permeability,'=',0.3,10^-6 cm/s,CHEMBL5145834,Permeability of compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5143593,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL512,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,permeability,'=',0.0,10^-6 cm/s,CHEMBL5145834,Permeability of compound at pH 7.4 by PAMPA assay,A,BAO_0000019,assay format,CHEMBL5143593,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL4859669,COc1cncc2c1[C@]1(O)[C@@H](CNCc3ccnn3C)[C@H](CO)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,permeability,'=',0.19,10^-6 cm/s,CHEMBL4837015,Permeability of the compound across apical to basolateral side in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL4834481,Scientific Literature,Bioorg Med Chem Lett,2021.0
CHEMBL4877816,COc1cncc2c1[C@]1(O)[C@@H](CNC3COC3)[C@H](CO)[C@@H](c3ccccc3)[C@]1(c1ccc(C#N)cc1)O2,permeability,'=',0.73,10^-6 cm/s,CHEMBL4837015,Permeability of the compound across apical to basolateral side in human Caco-2 cells,A,BAO_0000219,cell-based format,CHEMBL4834481,Scientific Literature,Bioorg Med Chem Lett,2021.0
CHEMBL5203589,O=C1CN(C(=O)COc2ccc3cc(Oc4ccc(C(F)(F)F)cn4)ccc3n2)CCN1,permeability,'=',44.1,10^-6 cm/s,CHEMBL5147701,Permeability of the compound in MDCK cells,A,BAO_0000219,cell-based format,CHEMBL5143671,Scientific Literature,Bioorg Med Chem,2022.0
CHEMBL4869155,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc([N+](=O)[O-])ccc1O,permeability,'=',30.3,10^-6 cm/s,CHEMBL4821034,Permeability of compound by PAMPA assay,A,BAO_0000019,assay format,CHEMBL4819045,Scientific Literature,Bioorg Med Chem Lett,2021.0
CHEMBL5077701,Cc1nnc(C(C)Nc2cc(=O)n(C)c3ccc(Nc4ccnc(Cl)c4C#N)cc23)o1,permeability,'<',0.2,10^-6 cm/s,CHEMBL5057966,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL5055684,Scientific Literature,J Med Chem,2021.0
CHEMBL4246612,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CC(N)=O)NC1=O,permeability,'=',11.0,nm/s,CHEMBL4234488,Permeability of the compound at pH 7.4 at 2.5 uL incubated for 3 hrs under shaking condition by HPLC method,A,BAO_0000019,assay format,CHEMBL4229459,Scientific Literature,Bioorg Med Chem Lett,2018.0
CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,permeability,'=',2.5,ucm/s,CHEMBL4259691,Permeability of the compound by PAMPA,A,BAO_0000019,assay format,CHEMBL4257534,Scientific Literature,Medchemcomm,2018.0
CHEMBL5170570,CC(=O)N1c2ccccc2[C@H](Nc2cnc(C#N)cn2)C[C@@H]1C,permeability,'=',320.0,nm/s,CHEMBL5157212,Artificial membrane permeability of the compound,A,BAO_0000019,assay format,CHEMBL5154688,Scientific Literature,J Med Chem,2022.0
CHEMBL5176539,CC(=O)N1c2ccc(C#N)cc2[C@H](Nc2ccc(C#N)cn2)C[C@@H]1C,permeability,'=',310.0,nm/s,CHEMBL5157212,Artificial membrane permeability of the compound,A,BAO_0000019,assay format,CHEMBL5154688,Scientific Literature,J Med Chem,2022.0
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,permeability,'=',0.11,10^-6 cm/s,CHEMBL5166024,Permeability of the compound by PAMPA-BBB assay,A,BAO_0000019,assay format,CHEMBL5154888,Scientific Literature,Eur J Med Chem,2022.0
CHEMBL5202351,CC(C)C[C@H](N)c1cc(C#N)c2cc(-c3ccncc3)ccc2n1,permeability,'=',11.4,10^-6 cm/s,CHEMBL5159141,Permeability across apical to basolateral side in human Caco-2 cells incubated for 2 hrs by LC-MS/MS analysis,A,BAO_0000219,cell-based format,CHEMBL5154743,Scientific Literature,J Med Chem,2022.0
CHEMBL5183270,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,'<',0.009,10^-6 cm/s,CHEMBL5151419,Permeability in PBS buffer measured after 18 hrs by PAMPA based LC-MS analysis,A,BAO_0000019,assay format,CHEMBL5149989,Scientific Literature,J Med Chem,2021.0
CHEMBL5185739,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,'=',0.05,10^-6 cm/s,CHEMBL5151421,Permeability across apical to basal side in human Caco-2 cells measured at 0.5 to 2 hrs by LC-MS analysis,A,BAO_0000219,cell-based format,CHEMBL5149989,Scientific Literature,J Med Chem,2021.0
CHEMBL5183632,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,'=',2.88,10^-6 cm/s,CHEMBL5151423,Permeability across basal to apical side in human Caco-2 cells measured at 0.5 to 2 hrs by LC-MS analysis,A,BAO_0000219,cell-based format,CHEMBL5149989,Scientific Literature,J Med Chem,2021.0
CHEMBL5185739,CCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O,permeability,'=',0.07,10^-6 cm/s,CHEMBL5151426,Permeability across apical to basal side in human Caco-2 cells preincubated with verapamil for 30 mins followed by compound addition measured at 0.5 to 2 hrs by LC-MS analysis,A,BAO_0000219,cell-based format,CHEMBL5149989,Scientific Literature,J Med Chem,2021.0
