Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year,Comment,Concentration/Dosage Levels,Temperature Range,Time Duration,Metabolic Activation Presence,Cell/Tissue Type or Organism Used,Ames experiment
CHEMBL4780617,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ccccc3O)nnc2N)CC1,Activity,,,,CHEMBL4677764,Effect on IBMX/insulin/dexamethasone/rosiglitazone-induced Krox20 mRNA expression in mouse 3T3-L1 cells at 0.5 uM incubated for 14 days by qPCR analysis,F,BAO_0000219,cell-based format,CHEMBL4673304,Scientific Literature,J Med Chem,2020.0,Not Active,,,,,,
CHEMBL4862851,Cc1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1S(=O)(=O)NCCc1ccccn1,Activity,,,,CHEMBL4827805,Displacement of full-length pICIn protein from human PRMT5/WDR77 hetero octameric complex at 2 uM pretreated by SPR competition assay,B,BAO_0000223,protein complex format,CHEMBL4825730,Scientific Literature,J Med Chem,2021.0,Active,,,,,,
CHEMBL3233056,OC[C@H]1SC(O)[C@H](O)[C@@H](O)[C@@H]1O,Activity,,,,CHEMBL3998755,Geno-toxicity in human HeLa cells assessed as induction of DNA damage at pH 12.1 after 1 hr by comet assay,F,BAO_0000219,cell-based format,CHEMBL3997790,Scientific Literature,Bioorg Med Chem Lett,2017.0,Dose-dependent effect,,,,,,
CHEMBL4168505,O=[N+]([O-])c1cc(-c2nc3ccc(C(F)(F)F)cc3[nH]2)cc(-c2nc3ccc(C(F)(F)F)cc3[nH]2)c1,Activity,,,,CHEMBL4154274,Ionophoric activity across lucigenin probe encapsulated pH 7 egg yolk L-alpha-phosphatidylcholine-based large unilamellar vesicles loaded with Na2SO4 assessed as chloride ion efflux at 7.81 x 10'-3mol% after 20 mins in presence of NaCl/Na2SO4 loaded external vesicles by fluorescence method,B,BAO_0000019,assay format,CHEMBL4152235,Scientific Literature,Eur J Med Chem,2018.0,Not Active,,,,,,
CHEMBL4174909,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(O[C@@H]3CCOC3)c2n1,Activity,,,,CHEMBL4150485,Mutagenicity in Salmonella typhimurium TA98 at 0.5 to 500 ug/plate after 72 hrs in presence of S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL4145625,Scientific Literature,J Med Chem,2018.0,Toxic,0.5 to 500 ug/plate,,after 72 hrs,presence of S9 fraction,Salmonella typhimurium TA98,True
CHEMBL4859647,COc1cc2c(cc1OC)C(=O)C(CC1(F)CCN(Cc3ccccc3F)CC1)C2,Activity,,,,CHEMBL4815575,Genotoxicity in Salmonella typhimurium TA100 by Ames test,T,BAO_0000019,assay format,CHEMBL4813953,Scientific Literature,J Med Chem,2021.0,Non-Toxic,,,,,Salmonella typhimurium TA100,True
CHEMBL4129006,COc1ccc(C(=O)CCN2CCN(c3ccc(F)cc3)CC2)cc1,Activity,,,,CHEMBL4124927,Genotoxicity in Salmonella typhimurium TA1535 harboring pSK1002 up to 1 mg/ml in presence of S9 fraction by SOS/umu assay,T,BAO_0000218,organism-based format,CHEMBL4118256,Scientific Literature,J Med Chem,2018.0,Non-Toxic,up to 1 mg/ml,,,presence of S9 fraction,Salmonella typhimurium TA1535,False
CHEMBL4876008,CCOC(=O)[C@@H](Cc1cn(C)c2ccccc12)NC(=O)[C@@H](N)CC(C)C.Cl,Activity,,,,CHEMBL4837521,Toxicity in monkey assessed as change in respiratory parameter,T,BAO_0000019,assay format,CHEMBL4837181,Scientific Literature,Eur J Med Chem,2020.0,Non-Toxic,,,,,,
CHEMBL4650322,C[C@H]([C@H](C(=O)Nc1cc([C@@H](CC(=O)O)C2CC2)ccc1Cl)c1ccc(Cl)cc1)C(F)(F)F,Activity,,,,CHEMBL4809328,"In vivo activation of sGC in po dosed renin-transgenic rat carrying [RenTG(mRRen2)27] gene assessed as decrease in mortality pretreated with NO-synthase inhibitor L-NAME followed by compound administration twice daily for 21 days and measured on day 1, 8 and 15",F,BAO_0000218,organism-based format,CHEMBL4808182,Scientific Literature,J Med Chem,2021.0,Dose-Dependent Effect,,,,,,
CHEMBL973,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,Activity,,,,CHEMBL4006967,Antiproliferative activity against human Jurkat T cells assessed as DNA content up to 200 uM after 72 hrs in presence of exogenous uridine by Hoechst 33258 dye based fluorometric method,F,BAO_0000219,cell-based format,CHEMBL4004863,Scientific Literature,Eur J Med Chem,2017.0,Not Active,,,,,,
CHEMBL3278064,CCNCC(=O)N(O)c1c(C)cccc1C,Activity,,,,CHEMBL3284722,Genotoxicity in Salmonella typhimurium TA-1538 after 2 days by Ames test relative to control,T,BAO_0000218,organism-based format,CHEMBL3272005,Scientific Literature,J Med Chem,1978.0,Non-toxic,,,after 2 days,,Salmonella typhimurium TA-1538,True
CHEMBL4089169,Fc1ccc(/C=N/c2nc3ccccc3s2)cc1,Activity,,,,CHEMBL4045522,Genotoxicity in Schizosaccharomyces pombe assessed as induction of DNA damage by measuring appearance of DNA smear DNA band at 2 to 10 ug/ml by agarose gel electrophoresis,A,BAO_0000019,assay format,CHEMBL4043157,Scientific Literature,Bioorg Med Chem,2017.0,Toxic,2 to 10 ug/ml,,,,Schizosaccharomyces pombe,True
CHEMBL4069152,O=C(/C=C/c1ccc(CCNC(=O)c2ccc3ncccc3c2)cc1)NO,Activity,,,,CHEMBL4034651,Genotoxicity in Salmonella typhimurium TA102 at 50 times IC50 by Ames test,T,BAO_0000019,assay format,CHEMBL4033641,Scientific Literature,Eur J Med Chem,2017.0,Non-Toxic,50 times IC50,,,,Salmonella typhimurium TA102,True
CHEMBL1340793,Cc1cccc(C)c1N,Activity,,,,CHEMBL3284723,Genotoxicity in Salmonella typhimurium TA-1538 after 2 days by Ames test in presence of C57BL/6J mouse liver S9 fraction relative to control,T,BAO_0000218,organism-based format,CHEMBL3272005,Scientific Literature,J Med Chem,1978.0,Non-toxic,,,after 2 days,presence of C57BL/6J mouse liver S9 fraction,Salmonella typhimurium TA-1538,True
CHEMBL4642118,Cl.Clc1ccc(OC[C@@H]2C[C@H]3C[C@H]3N2)cn1,Activity,,,,CHEMBL4604746,Genotoxicity in Salmonella typhimurium TA100 in presence of metabolic activation,T,BAO_0000019,assay format,CHEMBL4602676,Scientific Literature,J Med Chem,2020.0,Non-Toxic,,,,,,
CHEMBL4064834,Cc1cc2oc(=O)[nH]c2cc1Cl.NC(CO)(CO)CO,Activity,,,,CHEMBL4012405,Mutagenicity in Salmonella typhimurium by Ames test in absence of S9 fraction,T,BAO_0000019,assay format,CHEMBL4011608,Scientific Literature,Bioorg Med Chem Lett,2017.0,Non-Toxic,,,,,,
CHEMBL4634455,Nc1ncnc2c1c(Oc1cc(C(F)(F)F)ccn1)nn2C1CC1,Activity,,,,CHEMBL4606520,Genotoxicity in Salmonella typhimurium TA100 at 0.004 to 5 mg/ml measured after 90 mins in absence of rat S9 fraction by mini-Ames test,T,BAO_0000019,assay format,CHEMBL4602732,Scientific Literature,J Med Chem,2020.0,Non-Toxic,0.004 to 5 mg/ml,,after 90 mins,absence of S9 fraction,Salmonella typhimurium TA100,True
CHEMBL4753379,Cc1ccc(C#Cc2cccc(-c3nn(-c4nc(C(=O)O)cs4)c(CC4CC4)c3Cc3ccc(S(N)(=O)=O)c(F)c3)c2)s1,Activity,,,,CHEMBL4670697,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4665801,Scientific Literature,J Med Chem,2020.0,Non-Toxic,,,,,Salmonella typhimurium,True
CHEMBL3633460,COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O,Activity,,,,CHEMBL3637266,Mutagenicity in Salmonella typhi by Ames test,T,BAO_0000218,organism-based format,CHEMBL3632461,Scientific Literature,J Med Chem,2015.0,Non-toxic,,,,,Salmonella typhi,True
CHEMBL4096060,O=C(/C=C/c1ccc(CCNC(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)cc1)NO,Activity,,,,CHEMBL4055702,Genotoxicity in Salmonella typhimurium TA1535 at 50 times antiproliferative IC50 by Ames test,T,BAO_0000019,assay format,CHEMBL4052667,Scientific Literature,Bioorg Med Chem,2017.0,Non-Toxic,50 times antiproliferative IC50,,,,Salmonella typhimurium TA1535,False
CHEMBL4855001,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(c3)c(F)cn4C)CC2)cc1,Activity,,,,CHEMBL4826724,Mutagenicity in Salmonella typhimurium TA1535 in presence of rat liver S9 fraction by AMES test,T,BAO_0000220,subcellular format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic,,,,presence of rat liver S9 fraction,Salmonella typhimurium TA1535,True
CHEMBL4863064,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(c3)c(Cl)cn4C)CC2)cc1,Activity,,,,CHEMBL4826728,Mutagenicity in Salmonella typhimurium TA1537 in presence of rat liver S9 fraction by AMES test,T,BAO_0000220,subcellular format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic,,,,presence of rat liver S9 fraction,Salmonella typhimurium TA1537,True
CHEMBL4859273,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3cc4ccn(C)c4cc3F)CC2)cc1,Activity,,,,CHEMBL4826729,Mutagenicity in Salmonella typhimurium TA1537 in absence of rat liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic,,,,,Salmonella typhimurium TA1537,True
CHEMBL4846975,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(F)cn(C)c4c3)CC2)cc1,Activity,,,,CHEMBL4826736,Mutagenicity in Salmonella typhimurium TA1535 in absence of rat liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825686,Scientific Literature,Eur J Med Chem,2021.0,Toxic,,,,,Salmonella typhimurium TA1535,True
CHEMBL4650316,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Activity,,,,CHEMBL4827385,Mutagenicity in Salmonella typhimurium TA100 in absence of liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825708,Scientific Literature,J Med Chem,2021.0,Non-Toxic,,,,absence of liver S9 fraction,Salmonella typhimurium TA100,True
CHEMBL4866043,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Activity,,,,CHEMBL4827385,Mutagenicity in Salmonella typhimurium TA100 in absence of liver S9 fraction by AMES test,T,BAO_0000019,assay format,CHEMBL4825708,Scientific Literature,J Med Chem,2021.0,Non-Toxic,,,,absence of liver S9 fraction,Salmonella typhimurium TA100,True
CHEMBL4866043,C[C@@H]1Cc2c([nH]c3ccc(F)cc23)[C@@H](c2c(F)cc(NC3CN(CCCF)C3)cc2F)N1CC(F)(F)CO,Activity,,,,CHEMBL4827389,Genotoxicity in human peripheral blood lymphocytes assessed as aneugenic-activity by micronucleus assay,A,BAO_0000219,cell-based format,CHEMBL4825708,Scientific Literature,J Med Chem,2021.0,Non-Toxic,,,,,,
CHEMBL79,CCN(CC)CC(=O)Nc1c(C)cccc1C,Activity,,,,CHEMBL3284722,Genotoxicity in Salmonella typhimurium TA-1538 after 2 days by Ames test relative to control,T,BAO_0000218,organism-based format,CHEMBL3272005,Scientific Literature,J Med Chem,1978.0,Non-toxic,,,after 2 days,,Salmonella typhimurium TA-1538,True
CHEMBL2398391,C[C@H]1[C@@H](OC(=O)C(F)(F)C(F)(F)F)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,Activity,,,,CHEMBL2401486,Antiviral activity against Bovine viral diarrhea virus Oregon C24V genotype 1 subgenotype b assessed as reduction in viral RNA release at 50 uM by RT-PCR analysis,F,BAO_0000019,assay format,CHEMBL2396627,Scientific Literature,Bioorg Med Chem,2013.0,Not Active,50 uM,,,,Bovine viral diarrhea virus Oregon C24V,False
CHEMBL2398389,CCCC(CCC)C(=O)O[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,Activity,,,,CHEMBL2401486,Antiviral activity against Bovine viral diarrhea virus Oregon C24V genotype 1 subgenotype b assessed as reduction in viral RNA release at 50 uM by RT-PCR analysis,F,BAO_0000019,assay format,CHEMBL2396627,Scientific Literature,Bioorg Med Chem,2013.0,Active,50 uM,,,,Bovine viral diarrhea virus Oregon C24V,False
CHEMBL4127555,NC(=O)[C@H](Cc1ccccc1)NC(=O)c1[nH]cnc1-c1ccccc1,Activity,,,,CHEMBL4125473,"Antiallodynic activity in NMRI mouse model of spared nerve injury-induced mechanical allodynia assessed as increase in mechanical threshold at 1.85 to 1850 nmol/kg, ip administered 14 days post spared nerve injury surgery measured at 30 mins post dose by Von Frey filament assay",F,BAO_0000218,organism-based format,CHEMBL4118280,Scientific Literature,Bioorg Med Chem Lett,2018.0,Active,,,,,,
CHEMBL2392644,CC(C)c1ccc2c(Nc3cc(C(=O)N[C@@](C)(CO)c4ccccc4)ccc3Sc3ccc(N)cc3)ncnc2n1,Activity,,,,CHEMBL2395137,"Antiviral activity against Hepatitis C virus genotype 1b harboring NS5A Q24R/K26R double mutant infected in chimpanzee assessed as reduction in viral load at 2.5 mg/kg, iv administered every 8 hrs measured after 32 hrs",F,BAO_0000218,organism-based format,CHEMBL2390885,Scientific Literature,Bioorg Med Chem Lett,2013.0,Not Active,,,,,,
CHEMBL5090849,CCOc1ccc(-c2nnc([C@H]3C[C@H](NC(=O)c4cccc5nccnc45)C3)n2-c2ccccc2F)nc1,Activity,,,,CHEMBL5030400,Genotoxicity in Salmonella typhimurium TA98 in presence of rat liver S9 fraction by Ames test,T,BAO_0000218,organism-based format,CHEMBL5029189,Scientific Literature,J Med Chem,2021.0,Non-Toxic,,,,rat liver S9 fraction,Salmonella typhimurium TA98,True
CHEMBL3233248,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3ccc(F)c(F)c3)c2-c2ccccc2S1(=O)=O,Activity,,,,CHEMBL3242330,Cytotoxicity against human Huh5-2 cells carrying HCV genotype 1b I389luc-ubi-neo/NS3-3'/5.1 replicon assessed as cell morphological changes after 72 hrs by microscopic analysis,A,BAO_0000219,cell-based format,CHEMBL3232903,Scientific Literature,J Med Chem,2014.0,Toxic,,,72 hrs,,human Huh5-2 cells,False
CHEMBL4791225,CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(N4CCSCC4)cc3OC[C@@H]12,Activity,,,,CHEMBL4726742,Mutagenicity in Salmonella typhimurium TA100 up to 1000 ug measured after 48 to 72 hrs in presence of S9 fraction by Ames test,T,BAO_0000220,subcellular format,CHEMBL4725282,Scientific Literature,J Med Chem,2020.0,Non-Toxic,,,,,,
CHEMBL3233243,COc1cccc(-n2nc(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)c3c2-c2ccccc2S(=O)(=O)N3C)c1,Activity,,,,CHEMBL3242330,Cytotoxicity against human Huh5-2 cells carrying HCV genotype 1b I389luc-ubi-neo/NS3-3'/5.1 replicon assessed as cell morphological changes after 72 hrs by microscopic analysis,A,BAO_0000219,cell-based format,CHEMBL3232903,Scientific Literature,J Med Chem,2014.0,Toxic,,,72 hrs,,human Huh5-2 cells,False
CHEMBL3233245,CN1c2c(C(=O)Nc3ccc(NS(C)(=O)=O)cc3)nn(-c3cccc(C(F)(F)F)c3)c2-c2ccccc2S1(=O)=O,Activity,,,,CHEMBL3242330,Cytotoxicity against human Huh5-2 cells carrying HCV genotype 1b I389luc-ubi-neo/NS3-3'/5.1 replicon assessed as cell morphological changes after 72 hrs by microscopic analysis,A,BAO_0000219,cell-based format,CHEMBL3232903,Scientific Literature,J Med Chem,2014.0,Toxic,,,72 hrs,,human Huh5-2 cells,False
CHEMBL4784689,O=c1[nH]c(SCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)nc2ccccc12,Activity,,,,CHEMBL4775337,Genotoxicity in Salmonella typhimurium TA100 up to 349 uM incubated for 48 hrs in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4765469,Scientific Literature,J Med Chem,2021.0,Non-Toxic,up to 349 uM,,for 48 hrs,absence of rat liver S9 fraction,Salmonella typhimurium TA100,True
CHEMBL4784689,O=c1[nH]c(SCc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)nc2ccccc12,Activity,,,,CHEMBL4775338,Genotoxicity in Salmonella typhimurium TA98 up to 349 uM incubated for 48 hrs in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4765469,Scientific Literature,J Med Chem,2021.0,Toxic,up to 349 uM,,48 hrs,absence of rat liver S9 fraction,Salmonella typhimurium TA98,True
CHEMBL127655,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12,Activity,,,,CHEMBL4775338,Genotoxicity in Salmonella typhimurium TA98 up to 349 uM incubated for 48 hrs in absence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4765469,Scientific Literature,J Med Chem,2021.0,Not Determined,up to 349 uM,,48 hrs,absence of rat liver S9 fraction,Salmonella typhimurium TA98,True
CHEMBL3800474,Cc1ccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,Activity,,,,CHEMBL3803332,Mutagenic activity in Salmonella typhimurium TA100 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic,30 uM,,,,Salmonella typhimurium TA100,True
CHEMBL3798295,O=[N+]([O-])c1cc(CSc2nnc(-c3ccc(Cl)cc3)s2)cc([N+](=O)[O-])c1,Activity,,,,CHEMBL3803332,Mutagenic activity in Salmonella typhimurium TA100 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic,30 uM,,,,Salmonella typhimurium TA100,True
CHEMBL3800474,Cc1ccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,Activity,,,,CHEMBL3803333,Mutagenic activity in Salmonella typhimurium TA98 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic,30 uM,,,,Salmonella typhimurium TA98,True
CHEMBL3800547,COc1cccc(-c2nnc(SCc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)c1,Activity,,,,CHEMBL3803333,Mutagenic activity in Salmonella typhimurium TA98 assessed as reverse mutation at 30 uM by Ames test,T,BAO_0000218,organism-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic,30 uM,,,,Salmonella typhimurium TA98,True
CHEMBL3798295,O=[N+]([O-])c1cc(CSc2nnc(-c3ccc(Cl)cc3)s2)cc([N+](=O)[O-])c1,Activity,,,,CHEMBL3803624,Genotoxicity in human PBL at 0.6 to 12 mM by chromosome aberration test in absence of metabolic activation,T,BAO_0000219,cell-based format,CHEMBL3797190,Scientific Literature,J Med Chem,2016.0,Non-toxic,,,,,,
CHEMBL5071625,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2,Activity,,,,CHEMBL5033300,Analgesic activity in chronic visceral hypersensitivity-induced chronic abdominal pain mouse model assessed as reduction in mechanical stimulation induced action potential firing of colonic nociception at 1 uM measured at 5 mins by Von Frey filament assay,F,BAO_0000218,organism-based format,CHEMBL5032509,Scientific Literature,J Med Chem,2021.0,Active,,,,,,
CHEMBL4062776,Cc1cn2cc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)c(C)cc2n1,Activity,,,,CHEMBL4052064,Genotoxicity in Salmonella typhimurium TA97 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic,,,,presence of rat liver S9 fraction,Salmonella typhimurium TA97,True
CHEMBL4062776,Cc1cn2cc(NC(=O)c3ccc(N4CCNC(C)C4)cc3F)c(C)cc2n1,Activity,,,,CHEMBL4052066,Genotoxicity in Salmonella typhimurium TA100 in presence of rat liver S9 fraction by Ames test,T,BAO_0000019,assay format,CHEMBL4049449,Scientific Literature,J Med Chem,2017.0,Non-Toxic,,,,rat liver S9 fraction,Salmonella typhimurium TA100,True
CHEMBL3416536,O=C(O)CCSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,Activity,,,,CHEMBL3419561,Inhibition of recombinant histone acetyltransferase p300 (unknown origin) using dH3-H4 tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active,1 mM DTT,,30 mins,,recombinant histone acetyltransferase p300,False
CHEMBL3416307,O=C(O)c1ccc(-n2nnnc2SC2=CS(=O)(=O)c3ccccc32)cc1,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active,1 mM DTT,,30 mins,,yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex,False
CHEMBL3416316,O=S1(=O)C=C(Sc2nnc(-c3ccncc3)o2)c2ccccc21,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active,1 mM DTT,,30 mins,,yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex,False
CHEMBL3416537,O=S(=O)(Nc1cc(Cl)c(O)c2ccccc12)c1ccc(Br)cc1,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active,1 mM DTT,,30 mins,,yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex,False
CHEMBL3416552,CCN(CC)c1ccc2c(C)c(-c3ccc(N4C(=O)C=CC4=O)cc3)c(=O)oc2c1,Activity,,,,CHEMBL3419562,Inhibition of yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex using tetramer and [3H]-acetyl-CoA assessed as acetate incorporation after 30 mins by liquid scintillation counting in presence of 1 mM DTT,B,BAO_0000357,single protein format,CHEMBL3414544,Scientific Literature,J Med Chem,2015.0,Active,1 mM DTT,,30 mins,,yeast histone acetyltransferase Gcn5-Ada2-Ada3 complex,False
CHEMBL4205168,Cc1cc(COc2ccc(S(=O)(=O)NC(C)(C)C(=O)NO)cc2)c2ccccc2n1,Activity,,,,CHEMBL4186126,Genotoxicity in p53-competent human TK6 cells in presence of Sprague-Dawley rat S9 fraction by GADD45alpha GFP reporter assay,T,BAO_0000219,cell-based format,CHEMBL4184149,Scientific Literature,Bioorg Med Chem,2018.0,Not Determined,,,,Sprague-Dawley rat S9 fraction,p53-competent human TK6 cells,False
CHEMBL3643914,Cc1cc(COc2ccc(S(=O)(=O)NC[C@@H](C(=O)NO)N3CCCCC3)cc2)c2ccccc2n1,Activity,,,,CHEMBL4186127,Genotoxicity in p53-competent human TK6 cells in absence of Sprague-Dawley rat S9 fraction by GADD45alpha GFP reporter assay,T,BAO_0000219,cell-based format,CHEMBL4184149,Scientific Literature,Bioorg Med Chem,2018.0,Non-Toxic,,,,absence of Sprague-Dawley rat S9 fraction,p53-competent human TK6 cells,False
CHEMBL4854042,CNC(=O)c1cc(C(=O)N[C@H]2CC[C@H](O)CC2)n([C@@H](C)c2ccccc2)n1,Activity,,,,CHEMBL4836571,Genotoxicity in mouse lymphoma cell,A,BAO_0000221,tissue-based format,CHEMBL4834464,Scientific Literature,J Med Chem,2021.0,Non-Toxic,,,,presence of rat liver S9 fraction,,False
CHEMBL4865767,CNC(=O)c1cc(C(=O)N[C@H]2CC[C@H](O)CC2)c([C@@H](C)c2ccccc2)o1,Activity,,,,CHEMBL4836572,Genotoxicity in Salmonella typhimurium by Ames test,T,BAO_0000019,assay format,CHEMBL4834464,Scientific Literature,J Med Chem,2021.0,Non-Toxic,,,,,Salmonella typhimurium,True
CHEMBL3739934,O=C(c1nc2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1)N1CCCCC1,Activity,,,,CHEMBL3744058,Genotoxicity in Salmonella typhimurium TA98 at 500 ug/plate by Ames test in absence of S9 fraction,T,BAO_0000218,organism-based format,CHEMBL3739380,Scientific Literature,Bioorg Med Chem,2015.0,Toxic,500 ug/plate,,,,Salmonella typhimurium TA98,False
CHEMBL219162,COC(=O)N(NC(=O)c1c(OC)c(-c2ccccc2)nc2ccccc12)c1ccccc1,Activity,,,,CHEMBL912503,Effect on Salmonella Typhimurium mutation in presence of liver microsomal enzymes by Ames assay,F,BAO_0000218,organism-based format,CHEMBL1139722,Scientific Literature,Bioorg Med Chem Lett,2006.0,Not Active,,,,,,
CHEMBL219162,COC(=O)N(NC(=O)c1c(OC)c(-c2ccccc2)nc2ccccc12)c1ccccc1,Activity,,,,CHEMBL912516,Effect on Escherichia coli mutation in absence of liver microsomal enzymes by Ames assay,F,BAO_0000218,organism-based format,CHEMBL1139722,Scientific Literature,Bioorg Med Chem Lett,2006.0,Not Active,,,,,,
CHEMBL4858508,CCCCc1nc2c(N)nc3ccccc3c2n1Cc1ccc(CNC(=O)NCCc2ccc(O)c(O)c2)cc1,Activity,,,,CHEMBL4825452,Induction of T-cell immunity in C57BL/6 mouse splenocytes assessed as increase in CD3+CD8+ tetramer administered intramuscularly on day 1 and as booster dose on day 14 in presence of ovalbumin and SINFEKL MHC specific tetramer measured on day 28 by flow cytometric analysis,F,BAO_0000219,cell-based format,CHEMBL4823321,Scientific Literature,ACS Med Chem Lett,2021.0,Not Active,,,"administered on day 1 and day 14, measured on day 28",,C57BL/6 mouse splenocytes,True
CHEMBL4589324,Cc1c(C(=O)N2CCC(c3nc(C#N)co3)CC2)cnn1-c1nn2cccc2c(=O)[nH]1,Activity,,,,CHEMBL4482730,"Analgesic activity in rat model of spared nerve injury-induced neuropathic pain assessed as increase in paw withdrawal threshold at 20 mg/kg, po administered via gavage once daily for 3 days by Von frey filament test",F,BAO_0000218,organism-based format,CHEMBL4482318,Patent Bioactivity Data,,2018.0,Active,,,,,,
