Smiles_unify,Smiles,value,source,ph,property
CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,CC(C)NC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(C(=O)O)c3)cnc2[nH]1,-0.62,CHEMBL 3301361 AZ,7.4,logd
CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,CC(C)NC(=O)c1ccc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2c1,2.78,CHEMBL 3301361 AZ,7.4,logd
CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,CC(C)NC(=O)c1cnc(N2CCC(N3C(=O)OCc4ccccc43)CC2)c(Cl)c1,3.57,CHEMBL 3301361 AZ,7.4,logd
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,0.63,CHEMBL 3301361 AZ,7.4,logd
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,0.1,CHEMBL 3301361 AZ,7.4,logd
CC(C)NCC(O)COc1cccc2[nH]ccc12,CC(C)NCC(O)COc1cccc2[nH]ccc12,-0.12,CHEMBL 3301361 AZ,7.4,logd
CC(C)NCC(O)COc1nccs1,CC(C)NCC(O)COc1nccs1,-0.97,CHEMBL 3301361 AZ,7.4,logd
CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1,1.3,CHEMBL 3301361 AZ,7.4,logd
CC(C)NC[C@H](O)COc1cccc2ccccc12,CC(C)NC[C@H](O)COc1cccc2ccccc12,1.13,CHEMBL 3301361 AZ,7.4,logd
CC(C)NNC(=O)c1ccncc1,CC(C)NNC(=O)c1ccncc1,0.33,CHEMBL 3301361 AZ,7.4,logd
CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1,1.24,CHEMBL 3301361 AZ,7.4,logd
CC(C)Nc1nc(C#N)nc(N2CCOCC2)c1N,CC(C)Nc1nc(C#N)nc(N2CCOCC2)c1N,2.04,CHEMBL 3301361 AZ,7.4,logd
CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1,CC(C)Nc1nc(NCc2ccccc2)c2sccc2n1,3.9,CHEMBL 3301361 AZ,7.4,logd
CC(C)OC(=O)N1CCC(Oc2ncnc3c2CCN3c2ccc(S(C)(=O)=O)cc2F)CC1,CC(C)OC(=O)N1CCC(Oc2ncnc3c2CCN3c2ccc(S(C)(=O)=O)cc2F)CC1,3.4,CHEMBL 3301361 AZ,7.4,logd
CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,3.0,CHEMBL 3301361 AZ,7.4,logd
CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,CC(C)OC(=O)c1cn(Cc2c(F)cccc2F)c2sc(-c3ccc(NC(=O)C(C)C)cc3)c(CN(C)Cc3ccccc3)c2c1=O,3.5,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,3.0,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,CC(C)Oc1cc(-n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc32)n[nH]1,2.79,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(-n2cnc3cnc(N[C@H](C)c4ncc(F)cn4)nc32)n[nH]1,CC(C)Oc1cc(-n2cnc3cnc(N[C@H](C)c4ncc(F)cn4)nc32)n[nH]1,2.41,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,CC(C)Oc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,2.77,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@H](CO)c2ccc(F)cn2)n[nH]1,CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@H](CO)c2ccc(F)cn2)n[nH]1,2.97,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(OCCCN2CCCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,CC(C)Oc1cc(OCCCN2CCCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,3.1,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,CC(C)Oc1cc(OCCN2CCOCC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12,3.68,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(OCCc2cccnc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,CC(C)Oc1cc(OCCc2cccnc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,0.81,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,CC(C)Oc1cc(OCCc2ccsc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,1.74,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,CC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,3.61,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cc2)CC1,3.33,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,4.07,CHEMBL 3301361 AZ,7.4,logd
CC(C)Oc1cccc(CC(=O)N2CCC[C@@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1,CC(C)Oc1cccc(CC(=O)N2CCC[C@@](CC[N+]34CCC(c5ccccc5)(CC3)CC4)(c3ccc(Cl)c(Cl)c3)C2)c1,1.23,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@@H]1C(=O)N[C@@H](CO)Cc2ccccc2N1C,CC(C)[C@@H]1C(=O)N[C@@H](CO)Cc2ccccc2N1C,2.03,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@H](CN1CCCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,CC(C)[C@H](CN1CCCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,2.87,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,CC(C)[C@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,2.39,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@H](CO)NS(=O)(=O)c1ccc(Cl)s1,CC(C)[C@H](CO)NS(=O)(=O)c1ccc(Cl)s1,2.3,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,-1.3,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1,2.49,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@H](NC(=O)C[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C,CC(C)[C@H](NC(=O)C[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(=O)[C@@H]1C(=O)NC(=O)[C@H]1C,1.91,CHEMBL 3301361 AZ,7.4,logd
CC(C)[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,CC(C)[C@H]1N=C(c2ccccc2)c2ccccc2NC1=O,3.05,CHEMBL 3301361 AZ,7.4,logd
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0.2,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,CC(C)c1c(C(=O)NC2C3CC4CC(C3)CC2C4)cnn1-c1ccc(C(=O)O)cc1,1.15,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,2.5,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,CC(C)c1ccc(NC(=O)NCCCSC[C@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)cc1,2.5,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,CC(C)c1ccc(Sc2cnc(O)c(C(=O)NCc3ccccc3)c2)cc1,3.7,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@H]1CCCC[C@@H]1C(=O)NC1(C#N)CC1)CC3,CC(C)c1ccc2[nH]c3c(c2c1)CN(C(=O)[C@H]1CCCC[C@@H]1C(=O)NC1(C#N)CC1)CC3,4.1,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1.1,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(S(=O)(=O)c3ccccc3C(C)(C)C)cc2)c(O)c(O)c1O,3.44,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1ccccc1Nc1nc(SCc2cccs2)n[nH]1,CC(C)c1ccccc1Nc1nc(SCc2cccs2)n[nH]1,4.21,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4.3,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,CC(C)c1nc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)no1,3.3,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,3.6,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,CC(C)c1nc2ccccc2n1-c1nc(N2CCOCC2)c2nc(OC3CN(C4CCS(=O)(=O)CC4)C3)n(C)c2n1,2.9,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C,CC(C)c1ncc(NC(=O)OCc2ccccc2)c(=O)n1CC(=O)NC(C(=O)C(F)(F)F)C(C)C,2.63,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,2.44,CHEMBL 3301361 AZ,7.4,logd
CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,CC(C)c1noc(N2CCN(c3ncc(OCc4ccncc4C#N)cn3)[C@H](C)C2)n1,3.1,CHEMBL 3301361 AZ,7.4,logd
CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,CC(C)n1c(=O)c2c(-c3cncn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,4.02,CHEMBL 3301361 AZ,7.4,logd
CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,CC(C)n1c(=O)n(C)c(=O)c2c(C(=O)N3CCS(=O)(=O)C3)c(Cc3ccccc3C(F)(F)F)sc21,2.55,CHEMBL 3301361 AZ,7.4,logd
CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,3.97,CHEMBL 3301361 AZ,7.4,logd
CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,CC(C)n1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,3.55,CHEMBL 3301361 AZ,7.4,logd
CC(CC(=O)NCc1ccccc1)C1CCCO1,CC(CC(=O)NCc1ccccc1)C1CCCO1,2.1,CHEMBL 3301361 AZ,7.4,logd
CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,CC(CCc1cccc(OCc2ccc3ccccc3n2)c1)CC(=O)O,2.4,CHEMBL 3301361 AZ,7.4,logd
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1.06,CHEMBL 3301361 AZ,7.4,logd
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,2.95,CHEMBL 3301361 AZ,7.4,logd
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.67,CHEMBL 3301361 AZ,7.4,logd
CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(C#N)cc2)cc1,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(C#N)cc2)cc1,3.5,CHEMBL 3301361 AZ,7.4,logd
CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,CC(CO)(CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,2.87,CHEMBL 3301361 AZ,7.4,logd
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.56,CHEMBL 3301361 AZ,7.4,logd
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.06,CHEMBL 3301361 AZ,7.4,logd
CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,2.41,CHEMBL 3301361 AZ,7.4,logd
CC(N)(COP(=O)(O)O)C(=O)O,CC(N)(COP(=O)(O)O)C(=O)O,2.5,CHEMBL 3301361 AZ,7.4,logd
CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,CC(N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,0.48,CHEMBL 3301361 AZ,7.4,logd
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.7,CHEMBL 3301361 AZ,7.4,logd
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,2.4,CHEMBL 3301361 AZ,7.4,logd
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,1.0,CHEMBL 3301361 AZ,7.4,logd
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1,2.17,CHEMBL 3301361 AZ,7.4,logd
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccn1,1.3,CHEMBL 3301361 AZ,7.4,logd
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1cccnc1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1cccnc1,1.2,CHEMBL 3301361 AZ,7.4,logd
CC(NC(=O)c1cc(O)nc2ccccc12)c1ccccc1,CC(NC(=O)c1cc(O)nc2ccccc12)c1ccccc1,2.2,CHEMBL 3301361 AZ,7.4,logd
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12,CHEMBL 3301361 AZ,7.4,logd
CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,CC(NCC(O)c1ccc([N+](=O)[O-])cc1)C12CC3CC(CC(C3)C1)C2,3.53,CHEMBL 3301361 AZ,7.4,logd
CC(Nc1ncnc2ccccc12)c1ccccc1,CC(Nc1ncnc2ccccc12)c1ccccc1,3.4,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,3.07,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(F)cc2)cc1)C(F)(F)F,3.12,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1)C(F)(F)F,2.78,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccccc2)cc1)C(F)(F)F,2.98,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccnc2)cc1)C(F)(F)F,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2cccnc2)cc1)C(F)(F)F,2.08,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccncc2)cc1)C(F)(F)F,CC(O)(C(=O)Nc1ccc(S(=O)(=O)c2ccncc2)cc1)C(F)(F)F,2.15,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)C(F)(F)F,CC(O)(C(=O)Nc1ccc2c(c1)-c1ccccc1S2(=O)=O)C(F)(F)F,3.0,CHEMBL 3301361 AZ,7.4,logd
CC(O)(C(=O)c1ccccc1)c1ccccc1,CC(O)(C(=O)c1ccccc1)c1ccccc1,2.92,CHEMBL 3301361 AZ,7.4,logd
CC(O)C(C)OC(=O)[C@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,CC(O)C(C)OC(=O)[C@H]1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,2.8,CHEMBL 3301361 AZ,7.4,logd
CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,CC(O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.25,CHEMBL 3301361 AZ,7.4,logd
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.48,CHEMBL 3301361 AZ,7.4,logd
CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,CC(c1cc2ccccc2o1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,2.1,CHEMBL 3301361 AZ,7.4,logd
CC(c1cc2ccccc2s1)N(O)C(N)=O,CC(c1cc2ccccc2s1)N(O)C(N)=O,2.05,CHEMBL 3301361 AZ,7.4,logd
CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1,4.48,CHEMBL 3301361 AZ,7.4,logd
CC(c1ccccc1)N1Cc2ccccc2C1=O,CC(c1ccccc1)N1Cc2ccccc2C1=O,3.0,CHEMBL 3301361 AZ,7.4,logd
CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,CC(c1ccccn1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O,0.51,CHEMBL 3301361 AZ,7.4,logd
CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,CC(c1ccsc1)n1[nH]c(=O)c2[nH]c3cc(Cl)ccc3c(=O)c2c1=O,0.9,CHEMBL 3301361 AZ,7.4,logd
CC/C(=C(/c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,CC/C(=C(/c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,3.89,CHEMBL 3301361 AZ,7.4,logd
CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1,CC1(C(=O)NC2CCCCC2)CCC(=O)N1Cc1cccs1,2.15,CHEMBL 3301361 AZ,7.4,logd
CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1Cc1ccnc(N2CCOCC2)c1,3.73,CHEMBL 3301361 AZ,7.4,logd
CC1(C)C(=O)Nc2ccccc21,CC1(C)C(=O)Nc2ccccc21,2.3,CHEMBL 3301361 AZ,7.4,logd
CC1(C)CC(=O)c2c(nc3ccccc3c2N)C1,CC1(C)CC(=O)c2c(nc3ccccc3c2N)C1,3.0,CHEMBL 3301361 AZ,7.4,logd
CC1(C)CCC(NC(=O)[C@H](N)CCC(=O)O)CC1,CC1(C)CCC(NC(=O)[C@H](N)CCC(=O)O)CC1,-0.27,CHEMBL 3301361 AZ,7.4,logd
CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,0.64,CHEMBL 3301361 AZ,7.4,logd
CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1,CC1(C)CNC(=O)c2sc(N3CCOCC3)nc2C1,1.29,CHEMBL 3301361 AZ,7.4,logd
CC1(C)COCc2sc(N3CCN(C(=O)[C@H]4CCCC[C@@H]4C(=O)NC4(C#N)CC4)CC3)nc21,CC1(C)COCc2sc(N3CCN(C(=O)[C@H]4CCCC[C@@H]4C(=O)NC4(C#N)CC4)CC3)nc21,2.4,CHEMBL 3301361 AZ,7.4,logd
CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,3.07,CHEMBL 3301361 AZ,7.4,logd
CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,CC1(C)N=C(N)N=C(N)N1c1ccc(Oc2ccc(Cl)cc2)c(Cl)c1,0.79,CHEMBL 3301361 AZ,7.4,logd
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.74,CHEMBL 3301361 AZ,7.4,logd
CC1(C)Oc2ncnc(N)c2N=C1c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1,CC1(C)Oc2ncnc(N)c2N=C1c1ccc([C@H]2CC[C@H](CC(=O)O)CC2)cc1,1.32,CHEMBL 3301361 AZ,7.4,logd
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C#N)cn3)CC1)C(=O)C2,2.46,CHEMBL 3301361 AZ,7.4,logd
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.8,CHEMBL 3301361 AZ,7.4,logd
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NC1CCN(c3ccc(C(F)(F)F)cn3)CC1)C(=O)C2,3.84,CHEMBL 3301361 AZ,7.4,logd
