Smiles_unify,Smiles,value_nM,value_nM_log,ref,source,Temperature,pH,property
CC1=CS(=O)(=O)c2ccccc21,CC1=CS(=O)(=O)c2ccccc21,2162718.5237270202,6.335,Beilstein data set,Wangetal,,,solubility
CC1(C)SCC(COC(N)=O)S1,CC1(C)SCC(COC(N)=O)S1,5997910.762555094,6.778,Beilstein data set,Wangetal,,,solubility
CCOC(=O)c1[nH]c(C)cc1C,CCOC(=O)c1[nH]c(C)cc1C,2393315.7564053875,6.379,Beilstein data set,Wangetal,,,solubility
NC(=O)OCC1COC2(CCCCC2)O1,NC(=O)OCC1COC2(CCCCC2)O1,13001695.780332906,7.114,Beilstein data set,Wangetal,,,solubility
NC(=O)OCC1CSC2(CCCCC2)S1,NC(=O)OCC1CSC2(CCCCC2)S1,300607.6302628232,5.478,Beilstein data set,Wangetal,,,solubility
NC(=O)N1c2ccccc2C=Cc2ccccc21,NC(=O)N1c2ccccc2C=Cc2ccccc21,972747.223776965,5.988,Beilstein data set,Wangetal,,,solubility
Cc1cc2cc3c(C)cc(=O)oc3cc2o1,Cc1cc2cc3c(C)cc(=O)oc3cc2o1,5929.253245799993,3.773,Beilstein data set,Wangetal,,,solubility
Cc1cc2cccc(O)c2nc1C,Cc1cc2cccc(O)c2nc1C,479733.4486366892,5.681,Beilstein data set,Wangetal,,,solubility
O=C(O)c1ccc2ccccc2n1,O=C(O)c1ccc2ccccc2n1,81658237.13585922,7.912,Beilstein data set,Wangetal,,,solubility
O=C(O)c1ccc2ncccc2c1,O=C(O)c1ccc2ncccc2c1,905732600.8982,8.957,Beilstein data set,Wangetal,,,solubility
c1ccc2c(c1)[nH]c1cnccc12,c1ccc2c(c1)[nH]c1cnccc12,186208.71366628676,5.27,Beilstein data set,Wangetal,,,solubility
O=S(=O)(c1ccccc1)N(Br)Br,O=S(=O)(c1ccccc1)N(Br)Br,527229.8614228228,5.722,Beilstein data set,Wangetal,,,solubility
NC(=O)OCC1CSC2(CCCCC2)O1,NC(=O)OCC1CSC2(CCCCC2)O1,1499684.8355023742,6.176,Beilstein data set,Wangetal,,,solubility
O=C(O)c1cccc2cccnc12,O=C(O)c1cccc2cccnc12,18113400.926196024,7.258,Beilstein data set,Wangetal,,,solubility
O=C(O)c1cccc2ncccc12,O=C(O)c1cccc2ncccc12,2113489.0398366475,6.325,Beilstein data set,Wangetal,,,solubility
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,12473.835142429432,4.096,Beilstein data set,Wangetal,,,solubility
CC(C)C1OCC2(CO1)COC(C(C)C)OC2,CC(C)C1OCC2(CO1)COC(C(C)C)OC2,769130.4402866098,5.886,Beilstein data set,Wangetal,,,solubility
COc1cc(OC)cc(OC)c1,COc1cc(OC)cc(OC)c1,2103778.439766475,6.323,Beilstein data set,Wangetal,,,solubility
CCCCOC(=O)c1cccnc1,CCCCOC(=O)c1cccnc1,14554590.805819662,7.163,Beilstein data set,Wangetal,,,solubility
CSc1cnc2cncnc2n1,CSc1cnc2cncnc2n1,28054336.37951713,7.448,Beilstein data set,Wangetal,,,solubility
CSc1ncc2nccnc2n1,CSc1ncc2nccnc2n1,17538805.01841761,7.244,Beilstein data set,Wangetal,,,solubility
Cc1ncc2nc(C)c(C)nc2n1,Cc1ncc2nc(C)c(C)nc2n1,71779429.12713619,7.856,Beilstein data set,Wangetal,,,solubility
O=C(O)CCn1ccccc1=O,O=C(O)CCn1ccccc1=O,251767692.77588555,8.401,Beilstein data set,Wangetal,,,solubility
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,790678.6279998254,5.898,Beilstein data set,Wangetal,,,solubility
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,571478.6366718672,5.757,Beilstein data set,Wangetal,,,solubility
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,776247.1166286919,5.89,Beilstein data set,Wangetal,,,solubility
O=P1(N(CCCl)CCCl)NCCCCO1,O=P1(N(CCCl)CCCl)NCCCCO1,109144033.64487566,8.038,Beilstein data set,Wangetal,,,solubility
CC1(C)N=C(c2ccccc2)NC1=O,CC1(C)N=C(c2ccccc2)NC1=O,141579377.99570817,8.151,Beilstein data set,Wangetal,,,solubility
O=[N+]([O-])c1cc2c(cc1CO)OCO2,O=[N+]([O-])c1cc2c(cc1CO)OCO2,862978.5477669701,5.936,Beilstein data set,Wangetal,,,solubility
COC(=O)c1ccccc1C(=O)c1ccccc1,COC(=O)c1ccccc1C(=O)c1ccccc1,207969.6687103696,5.318,Beilstein data set,Wangetal,,,solubility
c1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1,c1ccc(CNC23OC4C5C6CC(C7C6C4C72)C53)cc1,399024.90236214205,5.601,Beilstein data set,Wangetal,,,solubility
CCc1nc2cncnc2nc1CC,CCc1nc2cncnc2nc1CC,758577575.0291837,8.88,Beilstein data set,Wangetal,,,solubility
Cc1cc(N)n(-c2ccccc2)n1,Cc1cc(N)n(-c2ccccc2)n1,115345325.78210923,8.062,Beilstein data set,Wangetal,,,solubility
CC1(C)OC(=O)c2cc(C#N)ccc21,CC1(C)OC(=O)c2cc(C#N)ccc21,1238796.586530369,6.093,Beilstein data set,Wangetal,,,solubility
CSc1ncnc2nccnc12,CSc1ncnc2nccnc12,4315190.76827765,6.635,Beilstein data set,Wangetal,,,solubility
COc1ccc2ccc(=O)oc2c1,COc1ccc2ccc(=O)oc2c1,755092.2276654341,5.878,Beilstein data set,Wangetal,,,solubility
C=CCc1ccc2cncnc2c1O,C=CCc1ccc2cncnc2c1O,239883.29190194898,5.38,Beilstein data set,Wangetal,,,solubility
CCOS(=O)(=O)c1ccccc1,CCOS(=O)(=O)c1ccccc1,7396052.750582382,6.869,Beilstein data set,Wangetal,,,solubility
CNC(=O)Oc1cccc2c1OC(C)(C)C2,CNC(=O)Oc1cccc2c1OC(C)(C)C2,61659500.18614822,7.79,Beilstein data set,Wangetal,,,solubility
CN(C)c1ncc2nccnc2n1,CN(C)c1ncc2nccnc2n1,2285598803.37543,9.359,Beilstein data set,Wangetal,,,solubility
CN(C)c1cnc2cncnc2n1,CN(C)c1cnc2cncnc2n1,950604793.6562815,8.978,Beilstein data set,Wangetal,,,solubility
c1ccc2c(c1)Nc1ccccc1S2,c1ccc2c(c1)Nc1ccccc1S2,2558.585886905648,3.408,Beilstein data set,Wangetal,,,solubility
O=C(O)Cc1c[nH]c2ccccc12,O=C(O)Cc1c[nH]c2ccccc12,9183325.964835811,6.963,Beilstein data set,Wangetal,,,solubility
COc1cc(Br)c2c(c1OC)C(=O)OC2,COc1cc(Br)c2c(c1OC)C(=O)OC2,117219.53655481304,5.069,Beilstein data set,Wangetal,,,solubility
Cc1nccc2c1[nH]c1ccccc12,Cc1nccc2c1[nH]c1ccccc12,160694.1253012877,5.206,Beilstein data set,Wangetal,,,solubility
Cc1nn(-c2ccccc2)c(N)c1C,Cc1nn(-c2ccccc2)c(N)c1C,21379620.895022325,7.33,Beilstein data set,Wangetal,,,solubility
CCC1(CC)CCC(=O)NC1=O,CCC1(CC)CCC(=O)NC1=O,29512.09226666384,4.47,Beilstein data set,Wangetal,,,solubility
CCOC(=O)c1cnc(=S)[nH]c1,CCOC(=O)c1cnc(=S)[nH]c1,18071741.260109264,7.257,Beilstein data set,Wangetal,,,solubility
O=S1(=O)c2ccccc2-c2ccccc21,O=S1(=O)c2ccccc2-c2ccccc21,26791.68324819031,4.428,Beilstein data set,Wangetal,,,solubility
CCCc1ncnc2c(O)cccc12,CCCc1ncnc2c(O)cccc12,1199499.3031493793,6.079,Beilstein data set,Wangetal,,,solubility
O=[N+]([O-])Cc1ccc2ccccc2n1,O=[N+]([O-])Cc1ccc2ccccc2n1,8810488.730080137,6.945,Beilstein data set,Wangetal,,,solubility
ON=C1C=CC(=NO)c2ncccc21,ON=C1C=CC(=NO)c2ncccc21,158489.3192461114,5.2,Beilstein data set,Wangetal,,,solubility
CCCCCCNC(=O)c1cccnc1,CCCCCCNC(=O)c1cccnc1,3006076.302628232,6.478,Beilstein data set,Wangetal,,,solubility
Cc1ccnc(NC(=O)c2cnccn2)n1,Cc1ccnc(NC(=O)c2cnccn2)n1,185780445.50916985,8.269,Beilstein data set,Wangetal,,,solubility
CCC1(C)NC(=O)C(C)(CC)NC1=O,CCC1(C)NC(=O)C(C)(CC)NC1=O,12105981.335504822,7.083,Beilstein data set,Wangetal,,,solubility
O=c1ccc2nc3ccccc3sc-2c1,O=c1ccc2nc3ccccc3sc-2c1,192309.17289101577,5.284,Beilstein data set,Wangetal,,,solubility
O=C(Nc1ccccn1)c1cccnc1,O=C(Nc1ccccn1)c1cccnc1,1054386.8963912593,6.023,Beilstein data set,Wangetal,,,solubility
FC(F)(F)c1nc2ncncc2[nH]1,FC(F)(F)c1nc2ncncc2[nH]1,353997341.08343464,8.549,Beilstein data set,Wangetal,,,solubility
Cc1nc2nc[nH]c(=O)c2nc1C,Cc1nc2nc[nH]c(=O)c2nc1C,5164163.692720711,6.713,Beilstein data set,Wangetal,,,solubility
Cc1ccc(-c2nc3ccccc3s2)cc1,Cc1ccc(-c2nc3ccccc3s2)cc1,44360.864393143274,4.647,Beilstein data set,Wangetal,,,solubility
O=c1ccc2cc3ccoc3cc2o1,O=c1ccc2cc3ccoc3cc2o1,181970.08586099825,5.26,Beilstein data set,Wangetal,,,solubility
Cc1c(O)c(=O)ccn1-c1ccccc1,Cc1c(O)c(=O)ccn1-c1ccccc1,9397233.105646376,6.973,Beilstein data set,Wangetal,,,solubility
Cc1ccc(-n2ccc(=O)c(O)c2C)cc1,Cc1ccc(-n2ccc(=O)c(O)c2C)cc1,599791.0762555094,5.778,Beilstein data set,Wangetal,,,solubility
CC(C)NCC(O)COc1cccc2[nH]ccc12,CC(C)NCC(O)COc1cccc2[nH]ccc12,116680.96170609629,5.067,Beilstein data set,Wangetal,,,solubility
CCCCCCCNC(=O)c1cccnc1,CCCCCCCNC(=O)c1cccnc1,635330.9318517436,5.803,Beilstein data set,Wangetal,,,solubility
c1coc(-c2nc3ccccc3[nH]2)c1,c1coc(-c2nc3ccccc3[nH]2)c1,325836.7010020087,5.513,Beilstein data set,Wangetal,,,solubility
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3990.2490236214207,3.601,Beilstein data set,Wangetal,,,solubility
CC1=NC(=O)C(C(N)=O)C(=O)N1,CC1=NC(=O)C(C(N)=O)C(=O)N1,3872576.449216173,6.588,Beilstein data set,Wangetal,,,solubility
COc1c(C(=O)O)oc2ccccc12,COc1c(C(=O)O)oc2ccccc12,1306170.8881318418,6.116,Beilstein data set,Wangetal,,,solubility
Cc1ccc2[nH]c(=O)c(=O)[nH]c2c1,Cc1ccc2[nH]c(=O)c(=O)[nH]c2c1,907820.5301781861,5.958,Beilstein data set,Wangetal,,,solubility
O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,O=c1[nH]c(=O)c2[nH]c(=O)[nH]c2[nH]1,237684.0286624876,5.376,Beilstein data set,Wangetal,,,solubility
O=c1[nH]c(=S)c2[nH]c(=O)[nH]c2[nH]1,O=c1[nH]c(=S)c2[nH]c(=O)[nH]c2[nH]1,92257.14271547628,4.965,Beilstein data set,Wangetal,,,solubility
O=C1CNC(=O)c2ccccc2N1,O=C1CNC(=O)c2ccccc2N1,1399587.3225726178,6.146,Beilstein data set,Wangetal,,,solubility
CN(C)c1ncnc2nccnc12,CN(C)c1ncnc2nccnc12,95060479.36562814,7.978,Beilstein data set,Wangetal,,,solubility
CC(=O)Nc1ccc2c(c1)C(=O)OC2,CC(=O)Nc1ccc2c(c1)C(=O)OC2,2511886.4315095795,6.4,Beilstein data set,Wangetal,,,solubility
O=C1OCc2ccc([N+](=O)[O-])cc21,O=C1OCc2ccc([N+](=O)[O-])cc21,2233572.2228305326,6.349,Beilstein data set,Wangetal,,,solubility
O=C(NC1CCCCC1)c1cccnc1,O=C(NC1CCCCC1)c1cccnc1,4797334.486366891,6.681,Beilstein data set,Wangetal,,,solubility
Cn1c2ccccc2c(=O)c2ccccc21,Cn1c2ccccc2c(=O)c2ccccc21,34514.373933585644,4.538,Beilstein data set,Wangetal,,,solubility
COc1ccc2c(c1OC)C(=O)OC2,COc1ccc2c(c1OC)C(=O)OC2,13121998.990192035,7.118,Beilstein data set,Wangetal,,,solubility
CCc1nc2cnc(N)nc2nc1CC,CCc1nc2cnc(N)nc2nc1CC,909913.2726322517,5.959,Beilstein data set,Wangetal,,,solubility
CC(=O)CC(CC(=O)O)c1ccccc1,CC(=O)CC(CC(=O)O)c1ccccc1,35974933.51557424,7.556,Beilstein data set,Wangetal,,,solubility
Nc1nc(=O)[nH]n1-c1ccccc1,Nc1nc(=O)[nH]n1-c1ccccc1,20137242.498623885,7.304,Beilstein data set,Wangetal,,,solubility
CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O,CC=CCC1(CC=CC)C(=O)NC(=O)NC1=O,6353309.318517436,6.803,Beilstein data set,Wangetal,,,solubility
Nc1nc(=O)n(-c2ccccc2)[nH]1,Nc1nc(=O)n(-c2ccccc2)[nH]1,3404081.897010009,6.532,Beilstein data set,Wangetal,,,solubility
O=C(O)c1cc(=O)cc(C(=O)O)o1,O=C(O)c1cc(=O)cc(C(=O)O)o1,79615935.04173188,7.901,Beilstein data set,Wangetal,,,solubility
Cc1nc2cncnc2n(C)c1=O,Cc1nc2cncnc2n(C)c1=O,32433961.734934915,7.511,Beilstein data set,Wangetal,,,solubility
CCC1(CC)C(=O)NC(=O)NC1=O,CCC1(CC)C(=O)NC(=O)NC1=O,4008667.1762730298,6.603,Beilstein data set,Wangetal,,,solubility
CCC1(CC)C(=O)NC(=S)NC1=O,CCC1(CC)C(=O)NC(=S)NC1=O,4742419.852602448,6.676,Beilstein data set,Wangetal,,,solubility
O=C1CC(C(=O)O)Cc2ccccc21,O=C1CC(C(=O)O)Cc2ccccc21,7925013.304804718,6.899,Beilstein data set,Wangetal,,,solubility
O=C(c1ccco1)N(O)c1ccccc1,O=C(c1ccco1)N(O)c1ccccc1,639734.8354826482,5.806,Beilstein data set,Wangetal,,,solubility
Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1cnc2c1c(=O)[nH]c(=O)n2C,2398832.91901949,6.38,Beilstein data set,Wangetal,,,solubility
Cc1cc(Oc2ccccn2)nn1C,Cc1cc(Oc2ccccn2)nn1C,105681750.92136584,8.024,Beilstein data set,Wangetal,,,solubility
Nc1nnc(-c2ccc(O)cc2)o1,Nc1nnc(-c2ccc(O)cc2)o1,169433780.04473284,8.229,Beilstein data set,Wangetal,,,solubility
COC(=O)c1cc2cc3c(C)cc(=O)oc3c(C)c2o1,COC(=O)c1cc2cc3c(C)cc(=O)oc3c(C)c2o1,6902.398038402426,3.839,Beilstein data set,Wangetal,,,solubility
CCCCCCCCNC(=O)c1cccnc1,CCCCCCCCNC(=O)c1cccnc1,981747.9430199844,5.992,Beilstein data set,Wangetal,,,solubility
CC12CC(C)(NC(=O)N1)NC(=O)N2,CC12CC(C)(NC(=O)N1)NC(=O)N2,8147042.840208396,6.911,Beilstein data set,Wangetal,,,solubility
CCC1(CC)NC(=O)C(CC)(CC)NC1=O,CCC1(CC)NC(=O)C(CC)(CC)NC1=O,4864072.0569146145,6.687,Beilstein data set,Wangetal,,,solubility
Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)O,Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)O,4909078.761526029,6.691,Beilstein data set,Wangetal,,,solubility
O=c1cnc2c(=O)[nH]c(=O)[nH]c2[nH]1,O=c1cnc2c(=O)[nH]c(=O)[nH]c2[nH]1,462381.0213992603,5.665,Beilstein data set,Wangetal,,,solubility
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,C=CCC1(CC=C)C(=O)NC(=O)NC1=O,8709635.899560805,6.94,Beilstein data set,Wangetal,,,solubility
O=C(O)Cc1c[nH]c(=O)[nH]c1=O,O=C(O)Cc1c[nH]c(=O)[nH]c1=O,23659196.974857587,7.374,Beilstein data set,Wangetal,,,solubility
CCCCCCCCNC(=O)C(C)O,CCCCCCCCNC(=O)C(C)O,5211947.111050805,6.717,Beilstein data set,Wangetal,,,solubility
CCN(CC)S(=O)N(CC)CC,CCN(CC)S(=O)N(CC)CC,51999599.6533516,7.716,Beilstein data set,Wangetal,,,solubility
CC(C)C(NCCC#N)C(=O)O,CC(C)C(NCCC#N)C(=O)O,75683289.50209743,7.879,Beilstein data set,Wangetal,,,solubility
CCC(C)C(NCCC#N)C(=O)O,CCC(C)C(NCCC#N)C(=O)O,103752841.58180127,8.016,Beilstein data set,Wangetal,,,solubility
CC(C(=O)O)N(CCC#N)CCC#N,CC(C(=O)O)N(CCC#N)CCC#N,669884609.4165264,8.826,Beilstein data set,Wangetal,,,solubility
CCOP(=O)(OCC)SCCSCC,CCOP(=O)(OCC)SCCSCC,7744617.978025184,6.889,Beilstein data set,Wangetal,,,solubility
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,349945167.02835727,8.544,Beilstein data set,Wangetal,,,solubility
CCOP(=S)(OCC)SCSC(C)(C)C,CCOP(=S)(OCC)SCSC(C)(C)C,51999.59965335162,4.716,Beilstein data set,Wangetal,,,solubility
O=[N+]([O-])OCCCCO[N+](=O)[O-],O=[N+]([O-])OCCCCO[N+](=O)[O-],20989398.836235244,7.322,Beilstein data set,Wangetal,,,solubility
CCCCOP(=O)(OCCCC)OCCCC,CCCCOP(=O)(OCCCC)OCCCC,1425607.593602188,6.154,Beilstein data set,Wangetal,,,solubility
CC(CCO[N+](=O)[O-])O[N+](=O)[O-],CC(CCO[N+](=O)[O-])O[N+](=O)[O-],21928049.353504483,7.341,Beilstein data set,Wangetal,,,solubility
NCC(=O)NCC(=O)NCC(=O)O,NCC(=O)NCC(=O)NCC(=O)O,292415237.7843335,8.466,Beilstein data set,Wangetal,,,solubility
CC(CC(C)O[N+](=O)[O-])O[N+](=O)[O-],CC(CC(C)O[N+](=O)[O-])O[N+](=O)[O-],6081350.012787176,6.784,Beilstein data set,Wangetal,,,solubility
O=[N+]([O-])OCCCCCO[N+](=O)[O-],O=[N+]([O-])OCCCCCO[N+](=O)[O-],6486344.335482381,6.812,Beilstein data set,Wangetal,,,solubility
CC(C)CC(C(=O)O)N(CCC#N)CCC#N,CC(C)CC(C(=O)O)N(CCC#N)CCC#N,71944897.80036995,7.857,Beilstein data set,Wangetal,,,solubility
CC(CCC(C)O[N+](=O)[O-])O[N+](=O)[O-],CC(CCC(C)O[N+](=O)[O-])O[N+](=O)[O-],2113489.0398366475,6.325,Beilstein data set,Wangetal,,,solubility
CSCCC(C(=O)O)N(CCC#N)CCC#N,CSCCC(C(=O)O)N(CCC#N)CCC#N,47206304.126359046,7.674,Beilstein data set,Wangetal,,,solubility
CC(O)C(O)C(O)C(O)C=NNC(N)=O,CC(O)C(O)C(O)C(O)C=NNC(N)=O,201836636.36815614,8.305,Beilstein data set,Wangetal,,,solubility
CCc1nc2nc[nH]c(=O)c2nc1CC,CCc1nc2nc[nH]c(=O)c2nc1CC,12246161.99265049,7.088,Beilstein data set,Wangetal,,,solubility
NC(CSCCSCC(N)C(=O)O)C(=O)O,NC(CSCCSCC(N)C(=O)O)C(=O)O,1425607.593602188,6.154,Beilstein data set,Wangetal,,,solubility
NC(CSCCCSCC(N)C(=O)O)C(=O)O,NC(CSCCCSCC(N)C(=O)O)C(=O)O,3206269.324505464,6.506,Beilstein data set,Wangetal,,,solubility
NC(CSCCCCSCC(N)C(=O)O)C(=O)O,NC(CSCCCCSCC(N)C(=O)O)C(=O)O,237684.0286624876,5.376,Beilstein data set,Wangetal,,,solubility
NC(=O)NCC(=O)NCC(=O)NCC(=O)O,NC(=O)NCC(=O)NCC(=O)NCC(=O)O,44771330.41763626,7.651,Beilstein data set,Wangetal,,,solubility
NC(CSCCCCCSCC(N)C(=O)O)C(=O)O,NC(CSCCCCCSCC(N)C(=O)O)C(=O)O,1233104.8332289096,6.091,Beilstein data set,Wangetal,,,solubility
NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O,NC(CSCCCCCCSCC(N)C(=O)O)C(=O)O,1706082.3890031243,6.232,Beilstein data set,Wangetal,,,solubility
Nc1[nH]c(=O)[nH]c2nc(=O)[nH]c1-2,Nc1[nH]c(=O)[nH]c2nc(=O)[nH]c1-2,349945.1670283573,5.544,Beilstein data set,Wangetal,,,solubility
CCc1nc2ncnc(N)c2nc1CC,CCc1nc2ncnc(N)c2nc1CC,1172195.3655481304,6.069,Beilstein data set,Wangetal,,,solubility
CC(C)CC(NC(=O)C(C)NC(=O)CN)C(=O)NC(C(=O)O)C(C)C,CC(C)CC(NC(=O)C(C)NC(=O)CN)C(=O)NC(C(=O)O)C(C)C,7464487.584100668,6.873,Beilstein data set,Wangetal,,,solubility
COc1cc2nccnc2c(N)c1OC,COc1cc2nccnc2c(N)c1OC,19498445.997580454,7.29,Beilstein data set,Wangetal,,,solubility
CCCCCCOC(=O)C(C)O,CCCCCCOC(=O)C(C)O,72945751.02545688,7.863,Beilstein data set,Wangetal,,,solubility
CCCCCCCCOC(=O)C(C)O,CCCCCCCCOC(=O)C(C)O,53333489.54876211,7.727,Beilstein data set,Wangetal,,,solubility
CCCCC(NC(C)=O)C(=O)O,CCCCC(NC(C)=O)C(=O)O,208929613.08540392,8.32,Beilstein data set,Wangetal,,,solubility
CCC(C)C(NC(C)=O)C(=O)O,CCC(C)C(NC(C)=O)C(=O)O,206538015.58105293,8.315,Beilstein data set,Wangetal,,,solubility
CC(O[N+](=O)[O-])C(C)O[N+](=O)[O-],CC(O[N+](=O)[O-])C(C)O[N+](=O)[O-],12941958.414499864,7.112,Beilstein data set,Wangetal,,,solubility
N=C(N)NCCCC(N)C(=O)O,N=C(N)NCCCC(N)C(=O)O,1132400363.235557,9.054,Beilstein data set,Wangetal,,,solubility
CCCCC(NC(N)=O)C(=O)O,CCCCC(NC(N)=O)C(=O)O,6934258.060165694,6.841,Beilstein data set,Wangetal,,,solubility
CSCCC(NC(C)=O)C(=O)O,CSCCC(NC(C)=O)C(=O)O,1076465213.629835,9.032,Beilstein data set,Wangetal,,,solubility
O=S(CCCl)CCS(=O)CCCl,O=S(CCCl)CCS(=O)CCCl,9120108.393559096,6.96,Beilstein data set,Wangetal,,,solubility
CC(SSC(C)C(=O)O)C(=O)O,CC(SSC(C)C(=O)O)C(=O)O,242661009.50824153,8.385,Beilstein data set,Wangetal,,,solubility
CC(C)CC(NC(=O)CN)C(=O)O,CC(C)CC(NC(=O)CN)C(=O)O,370680721.782576,8.569,Beilstein data set,Wangetal,,,solubility
CCC(SC(CC)C(=O)O)C(=O)O,CCC(SC(CC)C(=O)O)C(=O)O,197242273.6114854,8.295,Beilstein data set,Wangetal,,,solubility
CC(SCSC(C)C(=O)O)C(=O)O,CC(SCSC(C)C(=O)O)C(=O)O,15031419.660900224,7.177,Beilstein data set,Wangetal,,,solubility
CSC(CCC(SC)C(=O)O)C(=O)O,CSC(CCC(SC)C(=O)O)C(=O)O,1285286.6599436156,6.109,Beilstein data set,Wangetal,,,solubility
CC(C)C(N)C(=O)NC(C(=O)O)C(C)C,CC(C)C(N)C(=O)NC(C(=O)O)C(C)C,394457302.0752784,8.596,Beilstein data set,Wangetal,,,solubility
NC(CSCC(N)C(=O)O)C(=O)O,NC(CSCC(N)C(=O)O)C(=O)O,2786121.1686297692,6.445,Beilstein data set,Wangetal,,,solubility
CC(C)CC(N)C(=O)NC(C(=O)O)C(C)C,CC(C)CC(N)C(=O)NC(C(=O)O)C(C)C,671428852.9259523,8.827,Beilstein data set,Wangetal,,,solubility
CC(=O)NC(CCC(=O)O)C(=O)O,CC(=O)NC(CCC(=O)O)C(=O)O,194536008.16226628,8.289,Beilstein data set,Wangetal,,,solubility
NC(=O)NN=CC(O)C(O)C(O)CO,NC(=O)NN=CC(O)C(O)C(O)CO,1037528415.8180127,9.016,Beilstein data set,Wangetal,,,solubility
CCSC(=S)OC(CC(=O)O)C(=O)O,CCSC(=S)OC(CC(=O)O)C(=O)O,51760683.195056766,7.714,Beilstein data set,Wangetal,,,solubility
CCOC(=S)SC(CC(N)=O)C(=O)O,CCOC(=S)SC(CC(N)=O)C(=O)O,19998618.69632744,7.301,Beilstein data set,Wangetal,,,solubility
CCOC(=S)SC(CC(=O)O)C(=O)O,CCOC(=S)SC(CC(=O)O)C(=O)O,65162839.40608428,7.814,Beilstein data set,Wangetal,,,solubility
CC(CC(C)(C(=O)O)C(=O)O)C(=O)O,CC(CC(C)(C(=O)O)C(=O)O)C(=O)O,790678627.9998251,8.898,Beilstein data set,Wangetal,,,solubility
CCSC(CCC(SCC)C(=O)O)C(=O)O,CCSC(CCC(SCC)C(=O)O)C(=O)O,43954161.54378246,7.643,Beilstein data set,Wangetal,,,solubility
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O,205589059.59841415,8.313,Beilstein data set,Wangetal,,,solubility
NC(CCSSCCC(N)C(=O)O)C(=O)O,NC(CCSSCCC(N)C(=O)O)C(=O)O,751622.8940182052,5.876,Beilstein data set,Wangetal,,,solubility
C=CCSC(CCC(SCC=C)C(=O)O)C(=O)O,C=CCSC(CCC(SCC=C)C(=O)O)C(=O)O,6309573.44480193,6.8,Beilstein data set,Wangetal,,,solubility
CC(C)CC(N)C(=O)NCC(=O)NCC(=O)O,CC(C)CC(N)C(=O)NCC(=O)NCC(=O)O,2037042077.7057183,9.309,Beilstein data set,Wangetal,,,solubility
CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O,CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O,37153522.90971726,7.57,Beilstein data set,Wangetal,,,solubility
CC(C)CC(NC(=O)CNC(=O)CN)C(=O)O,CC(C)CC(NC(=O)CNC(=O)CN)C(=O)O,774461797.8025187,8.889,Beilstein data set,Wangetal,,,solubility
COC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O,COC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O,15275660.582380723,7.184,Beilstein data set,Wangetal,,,solubility
CCCCCCCCCNC(=O)c1cccnc1,CCCCCCCCCNC(=O)c1cccnc1,724435.9600749898,5.86,Beilstein data set,Wangetal,,,solubility
CCCCCCCCOCC(O)CO,CCCCCCCCOCC(O)CO,11994993.031493787,7.079,Beilstein data set,Wangetal,,,solubility
NNC(=O)c1ccc([N+](=O)[O-])s1,NNC(=O)c1ccc([N+](=O)[O-])s1,10690548.792226577,7.029,Beilstein data set,Wangetal,,,solubility
O=C(Nc1ncccn1)c1cnccn1,O=C(Nc1ncccn1)c1cnccn1,496592321.4503361,8.696,Beilstein data set,Wangetal,,,solubility
CCCCCCNC(=O)C(C)O,CCCCCCNC(=O)C(C)O,112460497.39669266,8.051,Beilstein data set,Wangetal,,,solubility
NS(=O)(=O)c1nc2ccccc2s1,NS(=O)(=O)c1nc2ccccc2s1,2360478.2331805783,6.373,Beilstein data set,Wangetal,,,solubility
