Smiles_unify,Smiles,value_uM,value_uM_log,ref,source,CYP_type,property
N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F,N[C@H]1Cn2c(nc3ncccc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,5.2,0.716,CHEMBL1153045,ChEMBL,CYP2D6,cyp_IC50
N[C@H]1Cn2c(nc3cnc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F,N[C@H]1Cn2c(nc3cnc(F)cc32)C[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,12.0,1.0792,CHEMBL1153045,ChEMBL,CYP2D6,cyp_IC50
N#Cc1ccc(OC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)nc1,N#Cc1ccc(OC[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)nc1,1.8,0.2553,CHEMBL1153064,ChEMBL,CYP2D6,cyp_IC50
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)OC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)OC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,0.67,-0.1739,CHEMBL1149625,ChEMBL,CYP3A4,cyp_IC50
CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,0.59,-0.2291,CHEMBL1149625,ChEMBL,CYP3A4,cyp_IC50
Cc1cnc(CNc2cc(-c3ccccc3)nc(-c3cccnc3)n2)nc1,Cc1cnc(CNc2cc(-c3ccccc3)nc(-c3cccnc3)n2)nc1,21.0,1.3222,CHEMBL1144029,ChEMBL,CYP2C9,cyp_IC50
O[C@](Cn1cccn1)(c1ccc(F)cc1F)n1cncn1,O[C@](Cn1cccn1)(c1ccc(F)cc1F)n1cncn1,44.0,1.6435,CHEMBL1144029,ChEMBL,CYP3A4,cyp_IC50
Cc1cnc(CNc2cc(-c3ccccc3)nc(-c3ccncc3)n2)nc1,Cc1cnc(CNc2cc(-c3ccccc3)nc(-c3ccncc3)n2)nc1,0.071,-1.1487,CHEMBL1144029,ChEMBL,CYP3A4,cyp_IC50
COc1cccc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)c1,COc1cccc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)c1,4.2,0.6232,CHEMBL1156001,ChEMBL,CYP2C9,cyp_IC50
CC(C)(C)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CC(C)(C)C(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,16.0,1.2041,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
CC1(CC(=O)NCc2ccc(Br)cc2F)CC2(CCCCC2)OO1,CC1(CC(=O)NCc2ccc(Br)cc2F)CC2(CCCCC2)OO1,4.4,0.6435,CHEMBL1156001,ChEMBL,CYP3A4,cyp_IC50
CC1(CC(=O)NCc2ccc(OC(F)(F)F)cc2)CC2(CCCCC2)OO1,CC1(CC(=O)NCc2ccc(OC(F)(F)F)cc2)CC2(CCCCC2)OO1,4.0,0.6021,CHEMBL1156001,ChEMBL,CYP2C9,cyp_IC50
N#Cc1cnc2c(Cl)cc(NCc3cccc[n+]3[O-])cc2c1Nc1ccc(F)c(Cl)c1,N#Cc1cnc2c(Cl)cc(NCc3cccc[n+]3[O-])cc2c1Nc1ccc(F)c(Cl)c1,18.0,1.2553,CHEMBL1148782,ChEMBL,CYP3A4,cyp_IC50
CC(C)CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CC(C)CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,13.0,1.1139,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1,Cc1ccccc1CN(c1ccc(C#N)c(Cl)c1)[C@H]1CCN(S(C)(=O)=O)C1,22.0,1.3424,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
CCC(=O)N1CC[C@H](N(Cc2ccccc2C)c2ccc(C#N)c(Cl)c2)C1,CCC(=O)N1CC[C@H](N(Cc2ccccc2C)c2ccc(C#N)c(Cl)c2)C1,20.0,1.301,CHEMBL1153137,ChEMBL,CYP2D6,cyp_IC50
CC(C)CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,CC(C)CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,0.16,-0.7959,CHEMBL1153137,ChEMBL,CYP2C9,cyp_IC50
CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2)c2ccc(C#N)c(Cl)c2)C1,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2)c2ccc(C#N)c(Cl)c2)C1,2.4,0.3802,CHEMBL1153137,ChEMBL,CYP2C9,cyp_IC50
CCC(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,CCC(=O)N1CC[C@H](N(Cc2cc(Cl)ccc2Cl)c2ccc(C#N)c(Cl)c2)C1,2.9,0.4624,CHEMBL1153137,ChEMBL,CYP2C9,cyp_IC50
CC(C)(Cc1c[nH]c2ccc(O)cc12)NCC(O)COc1ccccc1C#N,CC(C)(Cc1c[nH]c2ccc(O)cc12)NCC(O)COc1ccccc1C#N,0.08,-1.0969,CHEMBL1139585,ChEMBL,CYP2D6,cyp_IC50
CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1,CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1,7.0,0.8451,CHEMBL1137244,ChEMBL,CYP2D6,cyp_IC50
C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(C[C@@H](O)c2ccccc2)S1(=O)=O,C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(C[C@@H](O)c2ccccc2)S1(=O)=O,0.9,-0.0458,CHEMBL1208751,ChEMBL,CYP3A4,cyp_IC50
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)c2c(c1C)Cc1scnc1-2,Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)c2c(c1C)Cc1scnc1-2,0.42,-0.3768,CHEMBL1157911,ChEMBL,CYP3A4,cyp_IC50
CC(C)c1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CC(C)c1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,7.2,0.8573,CHEMBL1148824,ChEMBL,CYP2D6,cyp_IC50
CCCC1(C(=O)c2ccc3[nH]ccc3c2)CCCN1,CCCC1(C(=O)c2ccc3[nH]ccc3c2)CCCN1,0.3,-0.5229,CHEMBL1221322,ChEMBL,CYP2D6,cyp_IC50
CCC[C@@]1(C(=O)c2ccc(Cl)c(Cl)c2)CCCN1,CCC[C@@]1(C(=O)c2ccc(Cl)c(Cl)c2)CCCN1,12.0,1.0792,CHEMBL1221322,ChEMBL,CYP2D6,cyp_IC50
CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,6.9,0.8388,CHEMBL1221386,ChEMBL,CYP2D6,cyp_IC50
Fc1ccc(Cn2c(C3CCCN(Cc4ncco4)C3)nc3ccccc32)cc1,Fc1ccc(Cn2c(C3CCCN(Cc4ncco4)C3)nc3ccccc32)cc1,18.8,1.2742,CHEMBL1932929,ChEMBL,CYP2D6,cyp_IC50
CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,2.4,0.3802,CHEMBL1932929,ChEMBL,CYP2D6,cyp_IC50
Cc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,Cc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,3.6,0.5563,CHEMBL1932929,ChEMBL,CYP2D6,cyp_IC50
CCOCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,CCOCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCNC1,4.1,0.6128,CHEMBL1221322,ChEMBL,CYP2D6,cyp_IC50
CC(C)(C)CCC1(C(=O)c2cnc(N)c(Cl)c2)CCNC1,CC(C)(C)CCC1(C(=O)c2cnc(N)c(Cl)c2)CCNC1,36.0,1.5563,CHEMBL1221322,ChEMBL,CYP2D6,cyp_IC50
CC(C)Cn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,CC(C)Cn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,1.9,0.2788,CHEMBL1221311,ChEMBL,CYP2D6,cyp_IC50
CCOCCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,CCOCCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,10.6,1.0253,CHEMBL1221311,ChEMBL,CYP3A4,cyp_IC50
COCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,COCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,11.0,1.0414,CHEMBL1221311,ChEMBL,CYP3A4,cyp_IC50
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,0.07,-1.1549,CHEMBL1909046,ChEMBL,CYP2D6,cyp_IC50
Cc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1nccs1,Cc1ccc2c(c1)CC(CCN(C)C)=C2[C@@H](C)c1nccs1,1.4,0.1461,CHEMBL1156971,ChEMBL,CYP2D6,cyp_IC50
CC(Oc1ccc2nc(N)n(CC(O)c3ccc(C(F)(F)F)cc3Cl)c2n1)C(F)(F)F,CC(Oc1ccc2nc(N)n(CC(O)c3ccc(C(F)(F)F)cc3Cl)c2n1)C(F)(F)F,20.3,1.3075,CHEMBL3286148,ChEMBL,CYP3A4,cyp_IC50
CC(Oc1ccc2nc(N)n(CC(O)c3ccc(C(F)(F)F)cc3Cl)c2n1)C(F)(F)F,CC(Oc1ccc2nc(N)n(CC(O)c3ccc(C(F)(F)F)cc3Cl)c2n1)C(F)(F)F,28.3,1.4518,CHEMBL3286148,ChEMBL,CYP2D6,cyp_IC50
CCc1cccc(C)c1CNc1cc(-c2ncnn2C)cn2c(C)c(C)nc12,CCc1cccc(C)c1CNc1cc(-c2ncnn2C)cn2c(C)c(C)nc12,13.0,1.1139,CHEMBL1136984,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1CNc1cc(-c2ccco2)cn2c(C)c(C)nc12,Cc1cccc(C)c1CNc1cc(-c2ccco2)cn2c(C)c(C)nc12,1.5,0.1761,CHEMBL1136984,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1CNc1cc(N2CCNC2=O)cn2c(C)c(C)nc12,Cc1cccc(C)c1CNc1cc(N2CCNC2=O)cn2c(C)c(C)nc12,6.5,0.8129,CHEMBL1136984,ChEMBL,CYP3A4,cyp_IC50
Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,Cn1cc(NC(=O)c2cnn3ccc(N)nc23)c(-c2cc(Cl)ccc2Cl)n1,5.8,0.7634,CHEMBL2176876,ChEMBL,CYP3A4,cyp_IC50
CN(C(=O)CNc1ccccc1C#N)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CN(C(=O)CNc1ccccc1C#N)[C@H](CN1CC[C@H](O)C1)c1ccccc1,0.51,-0.2924,CHEMBL1149423,ChEMBL,CYP2D6,cyp_IC50
Cc1cc2cc(N/C(=N\C(=O)c3cncc(C(N)=O)c3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,Cc1cc2cc(N/C(=N\C(=O)c3cncc(C(N)=O)c3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,10.0,1.0,CHEMBL1156750,ChEMBL,CYP2C9,cyp_IC50
Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(N)=O)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(N)=O)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,18.0,1.2553,CHEMBL1156750,ChEMBL,CYP3A4,cyp_IC50
C[C@H]1Cc2c([nH]c3ccccc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,C[C@H]1Cc2c([nH]c3ccccc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,1.51,0.179,CHEMBL1155453,ChEMBL,CYP2C9,cyp_IC50
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cncc4ccccc34)sc21,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cncc4ccccc34)sc21,13.0,1.1139,CHEMBL1146970,ChEMBL,CYP2C9,cyp_IC50
CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,CC(C)Cn1c(=O)n(C)c(=O)c2c(S(=O)(=O)N3CC[C@@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,0.2,-0.699,CHEMBL1146970,ChEMBL,CYP2C9,cyp_IC50
Cc1c(-c2cccs2)nc2ccccc2c1C(=O)N[C@@H](C)C1CCCCC1,Cc1c(-c2cccs2)nc2ccccc2c1C(=O)N[C@@H](C)C1CCCCC1,19.95262,1.3,CHEMBL1177834,ChEMBL,CYP2C9,cyp_IC50
Cc1ccc2c(N3CCN(CCc4ccc(F)c(-c5cncnc5)c4)CC3)cccc2n1,Cc1ccc2c(N3CCN(CCc4ccc(F)c(-c5cncnc5)c4)CC3)cccc2n1,10.0,1.0,CHEMBL1177834,ChEMBL,CYP2C9,cyp_IC50
c1ccc(CCC2CNCCN2c2ccc3[nH]ncc3c2)cc1,c1ccc(CCC2CNCCN2c2ccc3[nH]ncc3c2)cc1,0.06,-1.2218,CHEMBL1177766,ChEMBL,CYP2D6,cyp_IC50
c1ccc(C2CNCCN2c2ccc3[nH]ncc3c2)cc1,c1ccc(C2CNCCN2c2ccc3[nH]ncc3c2)cc1,0.3,-0.5229,CHEMBL1177766,ChEMBL,CYP2D6,cyp_IC50
c1cc2[nH]ncc2cc1N1CCNC[C@H]1CC1CCOCC1,c1cc2[nH]ncc2cc1N1CCNC[C@H]1CC1CCOCC1,4.7,0.6721,CHEMBL1177766,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(N2CCC(N3C[C@@H]4C[C@H]3CO4)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,Cc1cc(N2CCC(N3C[C@@H]4C[C@H]3CO4)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.5,-0.301,CHEMBL1155377,ChEMBL,CYP3A4,cyp_IC50
COc1cc(OC)cc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,COc1cc(OC)cc(-c2cc(NC(C)=O)nc(-n3nc(C)cc3C)n2)c1,0.38,-0.4202,CHEMBL1152277,ChEMBL,CYP3A4,cyp_IC50
COc1cccc(NC(=O)Nc2cccn(Cc3c(F)cccc3Cl)c2=O)c1,COc1cccc(NC(=O)Nc2cccn(Cc3c(F)cccc3Cl)c2=O)c1,3.7,0.5682,CHEMBL1268956,ChEMBL,CYP2C9,cyp_IC50
COc1cc(C2=NC(c3ccc(Cl)cc3F)C(C(=O)Nc3ccc4[nH]ncc4c3)=C(C)N2)ccn1,COc1cc(C2=NC(c3ccc(Cl)cc3F)C(C(=O)Nc3ccc4[nH]ncc4c3)=C(C)N2)ccn1,3.7,0.5682,CHEMBL1142520,ChEMBL,CYP2D6,cyp_IC50
COc1cc(C2=NC(c3ccc(Cl)cc3F)C(C(=O)Nc3cc4cn[nH]c4cc3F)=C(C)N2)ccn1,COc1cc(C2=NC(c3ccc(Cl)cc3F)C(C(=O)Nc3cc4cn[nH]c4cc3F)=C(C)N2)ccn1,2.1,0.3222,CHEMBL1142520,ChEMBL,CYP2D6,cyp_IC50
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C(C)C)c(C)c1,Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)N[C@H](C(=O)O)C(C)C)c(C)c1,12.0,1.0792,CHEMBL1141021,ChEMBL,CYP2C9,cyp_IC50
Cc1cc(N2CCC(N3CCN(C)CC3)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,Cc1cc(N2CCC(N3CCN(C)CC3)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.0024,-2.6198,CHEMBL1155068,ChEMBL,CYP3A4,cyp_IC50
Cc1cc(N2CCC(N3C[C@@H]4C[C@@H]3CO4)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,Cc1cc(N2CCC(N3C[C@@H]4C[C@@H]3CO4)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.0005,-3.301,CHEMBL1155068,ChEMBL,CYP3A4,cyp_IC50
O=C(NCCc1cnc[nH]1)c1cnc(-c2ccccc2)cn1,O=C(NCCc1cnc[nH]1)c1cnc(-c2ccccc2)cn1,16.0,1.2041,CHEMBL2448688,ChEMBL,CYP3A4,cyp_IC50
COc1ccccc1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,COc1ccccc1[C@H]1CN(c2nc(-c3ccncn3)cc(=O)n2C)CCO1,16.0,1.2041,CHEMBL3091290,ChEMBL,CYP2D6,cyp_IC50
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,66.0,1.8195,CHEMBL1139585,ChEMBL,CYP2D6,cyp_IC50
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccc(F)cc1C#N,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccc(F)cc1C#N,0.05,-1.301,CHEMBL1139585,ChEMBL,CYP2D6,cyp_IC50
O=S(=O)(c1cccc(Cl)c1)n1ccc2cc3c(cc21)CCNCC3,O=S(=O)(c1cccc(Cl)c1)n1ccc2cc3c(cc21)CCNCC3,7.0,0.8451,CHEMBL1144232,ChEMBL,CYP3A4,cyp_IC50
O=S(=O)(c1ccccn1)n1ccc2cc3c(cc21)CCNCC3,O=S(=O)(c1ccccn1)n1ccc2cc3c(cc21)CCNCC3,77.0,1.8865,CHEMBL1144232,ChEMBL,CYP3A4,cyp_IC50
O=S(=O)(c1cccc(Cl)c1)n1cc(Cl)c2cc3c(cc21)CCNCC3,O=S(=O)(c1cccc(Cl)c1)n1cc(Cl)c2cc3c(cc21)CCNCC3,20.0,1.301,CHEMBL1144232,ChEMBL,CYP3A4,cyp_IC50
CCN(CCc1ccccc1)C(=O)c1ccccc1-c1ccc(CN2C[C@@H](C)N[C@@H](C)C2)cc1,CCN(CCc1ccccc1)C(=O)c1ccccc1-c1ccc(CN2C[C@@H](C)N[C@@H](C)C2)cc1,0.9,-0.0458,CHEMBL1152208,ChEMBL,CYP3A4,cyp_IC50
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,16.3,1.2122,CHEMBL3526133,ChEMBL,CYP2D6,cyp_IC50
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,4.31,0.6345,CHEMBL3526101,ChEMBL,CYP2C9,cyp_IC50
COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,2.9,0.4624,CHEMBL2176900,ChEMBL,CYP3A4,cyp_IC50
CN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1,CN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1,4.77,0.6785,CHEMBL1641587,ChEMBL,CYP3A4,cyp_IC50
CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)cn3)cc(OC(C)C)c2)n1)OCC,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)cn3)cc(OC(C)C)c2)n1)OCC,30.0,1.4771,CHEMBL5046279,ChEMBL,CYP3A4,cyp_IC50
CC(=O)Nc1cccc(-c2ccc(C(O)(c3c[nH]cn3)C3CC3)cc2)c1,CC(=O)Nc1cccc(-c2ccc(C(O)(c3c[nH]cn3)C3CC3)cc2)c1,5.5,0.7404,CHEMBL1765076,ChEMBL,CYP3A4,cyp_IC50
Cc1nc2c(NCc3ccc(F)cc3Cl)cc(-n3cncn3)cn2c1C,Cc1nc2c(NCc3ccc(F)cc3Cl)cc(-n3cncn3)cn2c1C,5.2,0.716,CHEMBL1136984,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1CNc1cc(-c2ccccn2)cn2c(C)c(C)nc12,Cc1cccc(C)c1CNc1cc(-c2ccccn2)cn2c(C)c(C)nc12,1.3,0.1139,CHEMBL1136984,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,8.4,0.9243,CHEMBL1136984,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1CNc1cc(-c2ccco2)cn2c(C)c(C)nc12,Cc1cccc(C)c1CNc1cc(-c2ccco2)cn2c(C)c(C)nc12,2.2,0.3424,CHEMBL1136984,ChEMBL,CYP2D6,cyp_IC50
Cc1cccc(C)c1CNc1cc(-n2ccccc2=O)cn2c(C)c(C)nc12,Cc1cccc(C)c1CNc1cc(-n2ccccc2=O)cn2c(C)c(C)nc12,97.0,1.9868,CHEMBL1136984,ChEMBL,CYP2D6,cyp_IC50
CCc1cccc(C)c1CNc1cccn2c(C)c(C)nc12,CCc1cccc(C)c1CNc1cccn2c(C)c(C)nc12,1.1,0.0414,CHEMBL1136984,ChEMBL,CYP2D6,cyp_IC50
Cc1cccc(C)c1COc1cc(-n2ccccc2=O)cn2c(C)c(C)nc12,Cc1cccc(C)c1COc1cc(-n2ccccc2=O)cn2c(C)c(C)nc12,21.0,1.3222,CHEMBL1136984,ChEMBL,CYP2C9,cyp_IC50
Cc1nc2c3c(c(-n4ccccc4=O)cn2c1C)CC[C@@H](c1ccccc1)N3,Cc1nc2c3c(c(-n4ccccc4=O)cn2c1C)CC[C@@H](c1ccccc1)N3,5.6,0.7482,CHEMBL1136984,ChEMBL,CYP2C9,cyp_IC50
Cc1nc2c(N[C@H]3CCc4ccccc43)cc(-n3ccccc3=O)cn2c1C,Cc1nc2c(N[C@H]3CCc4ccccc43)cc(-n3ccccc3=O)cn2c1C,2.5,0.3979,CHEMBL1136984,ChEMBL,CYP2C9,cyp_IC50
COC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,COC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,7.4,0.8692,CHEMBL1141191,ChEMBL,CYP2D6,cyp_IC50
C[C@H]([C@@H](c1ccc2cc(OCC(C)(C)C(=O)O)ccc2c1)n1ccnc1)N(C)C1CCCCC1,C[C@H]([C@@H](c1ccc2cc(OCC(C)(C)C(=O)O)ccc2c1)n1ccnc1)N(C)C1CCCCC1,0.448,-0.3487,CHEMBL1147708,ChEMBL,CYP3A4,cyp_IC50
CC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,CC(=O)Nc1ccc2c(c1)CCC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,2.9,0.4624,CHEMBL1141191,ChEMBL,CYP2D6,cyp_IC50
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1cccc2ccccc12,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1cccc2ccccc12,0.03,-1.5229,CHEMBL1139585,ChEMBL,CYP2D6,cyp_IC50
C[C@@H](O)CNCC(=O)N1CCc2cccc(F)c2C1c1ccccc1,C[C@@H](O)CNCC(=O)N1CCc2cccc(F)c2C1c1ccccc1,1.3,0.1139,CHEMBL3600316,ChEMBL,CYP2D6,cyp_IC50
Cc1cccc(C)c1COc1cccn2c(C)c(C)nc12,Cc1cccc(C)c1COc1cccn2c(C)c(C)nc12,16.0,1.2041,CHEMBL1154377,ChEMBL,CYP2C9,cyp_IC50
Cc1cccc(C)c1CNc1nccn2c(C)c(C)cc12,Cc1cccc(C)c1CNc1nccn2c(C)c(C)cc12,1.6,0.2041,CHEMBL1154377,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1COc1cccn2c(C)c(C)nc12,Cc1cccc(C)c1COc1cccn2c(C)c(C)nc12,18.0,1.2553,CHEMBL1154377,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1CNc1cccc2c1nc(C)n2C,Cc1cccc(C)c1CNc1cccc2c1nc(C)n2C,13.0,1.1139,CHEMBL1154377,ChEMBL,CYP3A4,cyp_IC50
Cc1cccc(C)c1CNc1nc(-c2cccc(=O)[nH]2)cc2c(C)c(C)[nH]c12,Cc1cccc(C)c1CNc1nc(-c2cccc(=O)[nH]2)cc2c(C)c(C)[nH]c12,2.3,0.3617,CHEMBL1154377,ChEMBL,CYP2C9,cyp_IC50
Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N1CCCCC1)C2,Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N1CCCCC1)C2,8.2,0.9138,CHEMBL2439999,ChEMBL,CYP3A4,cyp_IC50
CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,6.4,0.8062,CHEMBL1140918,ChEMBL,CYP2D6,cyp_IC50
