Smiles_unify,Smiles,value,unit,species,conc,Presence of NADPH/NADP,source
Cn1cnc2ncn(Cc3nn([C@H]4CC[C@H](c5ccc(Cl)cc5)CC4)c(=O)o3)c(=O)c21,Cn1cnc2ncn(Cc3nn([C@H]4CC[C@H](c5ccc(Cl)cc5)CC4)c(=O)o3)c(=O)c21,0.6334684555795865,log10(mL.min-1.g-1),human,none,none,CHEMBL5055748
CC1(C)C(N)=Nc2cc(OCCCN3Cc4ccc(OCCc5cn(CC(=O)N6CCC(CCN7CCCC7)CC6)nn5)cc4C3)c(OCC3CC3)cc21,CC1(C)C(N)=Nc2cc(OCCCN3Cc4ccc(OCCc5cn(CC(=O)N6CCC(CCN7CCCC7)CC6)nn5)cc4C3)c(OCC3CC3)cc21,1.307496037913213,log10(mL.min-1.g-1),human,none,none,CHEMBL4323119
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2.2092468487533736,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4322619
Cc1c(CC(C)C)nc(-c2ccco2)n1-c1c(Cl)cccc1Cl,Cc1c(CC(C)C)nc(-c2ccco2)n1-c1c(Cl)cccc1Cl,2.8407332346118066,log10(mL.min-1.g-1),rat,none,none,CHEMBL4324474
Cc1c(C(F)(F)F)nc(-c2ccc(Cl)o2)n1-c1c(Cl)ccc(N2CC(C(N)=O)C2)c1Cl,Cc1c(C(F)(F)F)nc(-c2ccc(Cl)o2)n1-c1c(Cl)ccc(N2CC(C(N)=O)C2)c1Cl,2.2278867046136734,log10(mL.min-1.g-1),rat,none,none,CHEMBL4324474
O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,2.1492191126553797,log10(mL.min-1.g-1),rat,none,none,CHEMBL4324213
CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5ncn(Cc6ccccc6)c5c4)[nH]n3)cc2)CC1,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5ncn(Cc6ccccc6)c5c4)[nH]n3)cc2)CC1,1.4955443375464486,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5109391
Cn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,Cn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,1.724275869600789,log10(mL.min-1.g-1),rat,none,none,CHEMBL4324213
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,0.4913616938342727,log10(mL.min-1.g-1),human,none,none,CHEMBL5031769
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(-c2cn[nH]c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,1.4471580313422192,log10(mL.min-1.g-1),human,none,none,CHEMBL5031769
COc1cc(N2CCN(C)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,COc1cc(N2CCN(C)CC2)c(-c2cnn(C)c2)cc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,1.380211241711606,log10(mL.min-1.g-1),human,none,none,CHEMBL5031769
CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,0.7176705030022621,log10(mL.min-1.g-1),human,none,none,CHEMBL5058003
OCCOCc1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,OCCOCc1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,1.8149131812750738,log10(mL.min-1.g-1),rat,none,none,CHEMBL5058012
CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,CC(O)c1cn(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)nn1,1.526339277389844,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5058015
CNC(=O)N(c1ccc(S(=O)(=O)Nc2ncccn2)cn1)c1cc(F)c(-c2ccc(F)c(OC(F)(F)F)c2)cc1OC,CNC(=O)N(c1ccc(S(=O)(=O)Nc2ncccn2)cn1)c1cc(F)c(-c2ccc(F)c(OC(F)(F)F)c2)cc1OC,2.263233538439489,log10(mL.min-1.g-1),mouse,unbound,none,CHEMBL5105850
Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,Cc1c(C2(c3ccc(C(F)(F)F)nc3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,3.9542425094393248,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4812690
Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,Cc1c(C2(c3ccc(C(F)(F)F)c(C#N)c3)CC2)c[nH]c1C(=O)NC(C)c1nc[nH]n1,4.079181246047625,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4812690
O=C(c1ccc2occc2c1)N1CCCC(c2ccnc3ncnn23)C1,O=C(c1ccc2occc2c1)N1CCCC(c2ccnc3ncnn23)C1,1.2787536009528289,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL4672657
COc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,COc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,2.305351369446624,log10(mL.min-1.g-1),human,none,none,CHEMBL4364860
O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(Cl)ccc3[nH]2)C1,O=C(c1ccc(F)cc1)N1CCCC(c2cc3nc(Cl)ccc3[nH]2)C1,2.0975002522316863,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4343664
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3nc(NCc4ccccc4)ccc3[nH]2)C1,O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3nc(NCc4ccccc4)ccc3[nH]2)C1,4.284502245541387,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
Cn1ncc2c1CC[C@@H]([C@H]1c3ccccc3-c3cncn31)[C@@H]2O,Cn1ncc2c1CC[C@@H]([C@H]1c3ccccc3-c3cncn31)[C@@H]2O,1.2787536009528289,log10(mL.min-1.g-1),rat,none,none,CHEMBL4345902
O[C@@H]1c2cnccc2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,O[C@@H]1c2cnccc2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.8512583487190752,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4345903
N#Cc1ccc2c(c1)[C@@H](O)[C@H]([C@H]1c3ccccc3-c3cncn31)CC2,N#Cc1ccc2c(c1)[C@@H](O)[C@H]([C@H]1c3ccccc3-c3cncn31)CC2,1.8976270912904414,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4345903
O[C@@H]1c2nonc2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,O[C@@H]1c2nonc2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.7708520116421442,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4345903
O=C(c1ccccc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,O=C(c1ccccc1)N1CC=C(c2cc3ncccc3[nH]2)CC1,3.116830146743838,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
CS(=O)(=O)Nc1ccccc1CNc1ccc2[nH]nc(-c3ccc(N4CCNCC4)nc3)c2c1,CS(=O)(=O)Nc1ccccc1CNc1ccc2[nH]nc(-c3ccc(N4CCNCC4)nc3)c2c1,1.841984804590114,log10(mL.min-1.g-1),human,none,none,CHEMBL4349734
Cn1ccc(-c2n[nH]c3ccc(NCc4cc(F)ccc4S(C)(=O)=O)cc23)n1,Cn1ccc(-c2n[nH]c3ccc(NCc4cc(F)ccc4S(C)(=O)=O)cc23)n1,2.1360860973840974,log10(mL.min-1.g-1),human,none,none,CHEMBL4349734
Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2COc2cc(C(F)(F)F)ccc24)C3=O)cn1,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2COc2cc(C(F)(F)F)ccc24)C3=O)cn1,1.1643528557844371,log10(mL.min-1.g-1),human,none,none,CHEMBL4251773
Cc1cn(-c2ccc3n(c2=O)CCN(C[C@]24C[C@H]2COc2ccc(C(F)(F)F)cc24)C3=O)cn1,Cc1cn(-c2ccc3n(c2=O)CCN(C[C@]24C[C@H]2COc2ccc(C(F)(F)F)cc24)C3=O)cn1,1.8481891169913987,log10(mL.min-1.g-1),human,none,none,CHEMBL4251773
Cc1ccc(C(=O)Nc2cc3nncn3c(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1,Cc1ccc(C(=O)Nc2cc3nncn3c(CN3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1,1.7708520116421442,log10(mL.min-1.g-1),human,none,none,CHEMBL4345876
Cc1ccc(C(=O)Nc2cn3ncnc3c(O[C@@H]3CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)[C@@H](C)C3)c2C)cn1,Cc1ccc(C(=O)Nc2cn3ncnc3c(O[C@@H]3CCN(C(=O)CC(C(F)(F)F)C(F)(F)F)[C@@H](C)C3)c2C)cn1,1.4471580313422192,log10(mL.min-1.g-1),human,none,none,CHEMBL4345876
O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(-c4ccccc4)cc3[nH]2)C1,O=C(c1cc(C(F)(F)F)no1)N1CCCC(c2cc3ncc(-c4ccccc4)cc3[nH]2)C1,4.1365407890966726,log10(mL.min-1.g-1),mouse,0.5 uM,none,CHEMBL4343665
COc1cc(N2CC(NC(=O)c3ccc4nnc(C)c(C)c4c3)C2)c(Cl)cn1,COc1cc(N2CC(NC(=O)c3ccc4nnc(C)c(C)c4c3)C2)c(Cl)cn1,1.5314789170422551,log10(mL.min-1.g-1),human,none,none,CHEMBL4363894
Cc1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc2c1C,Cc1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc2c1C,1.7781512503836436,log10(mL.min-1.g-1),human,none,none,CHEMBL4363894
COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,3.845098040014257,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4360282
C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,C[C@H]1c2cccc(CCC(C)(C)O)c2C[C@H](CO)N1C(=O)Cc1c(Cl)cccc1Cl,1.9822712330395684,log10(mL.min-1.g-1),human,none,none,CHEMBL4337842
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc([Si](C)(C)CCCCCC)cc1O,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc([Si](C)(C)CCCCCC)cc1O,1.7420177471401384,log10(mL.min-1.g-1),human,none,none,CHEMBL5098563
CCCCCCC(C)(C)c1cc(OC)c([C@H]2C=C(CO)[C@H]3C[C@@H]2C3(C)C)c(OC)c1,CCCCCCC(C)(C)c1cc(OC)c([C@H]2C=C(CO)[C@H]3C[C@@H]2C3(C)C)c(OC)c1,2.8429024142057004,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5098565
Cc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1Cl,Cc1ccc(-n2c(C(=O)NC3CC3)nc3cccnc32)cc1Cl,1.4712917110589385,log10(mL.min-1.g-1),human,none,none,CHEMBL4730655
O=C(NC1CC1)c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1,O=C(NC1CC1)c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1,2.2518814545525276,log10(mL.min-1.g-1),human,none,none,CHEMBL4730655
O=C(c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1)N1CCC1,O=C(c1nc2cccnc2n1-c1ccc(Cl)c(Cl)c1)N1CCC1,2.2884728005997825,log10(mL.min-1.g-1),human,none,none,CHEMBL4730655
C=C1Cc2[nH]nc(-c3ccccc3)c2CN1C(=O)Nc1cccc(Cl)c1,C=C1Cc2[nH]nc(-c3ccccc3)c2CN1C(=O)Nc1cccc(Cl)c1,1.5185139398778875,log10(mL.min-1.g-1),human,none,none,CHEMBL4738414
O=C(Nc1cccc(Cl)c1)N1CCc2[nH]nc(-c3ccsc3)c2C1,O=C(Nc1cccc(Cl)c1)N1CCc2[nH]nc(-c3ccsc3)c2C1,2.2041199826559246,log10(mL.min-1.g-1),human,none,none,CHEMBL4738414
C[C@H]1Cc2[nH]nc(-c3cscn3)c2CN1C(=O)Nc1ccc(F)c(C#N)c1,C[C@H]1Cc2[nH]nc(-c3cscn3)c2CN1C(=O)Nc1ccc(F)c(C#N)c1,1.1139433523068367,log10(mL.min-1.g-1),human,none,none,CHEMBL4738414
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCN(C(=O)c2cnc(N3CCC(CCCOc4cc5ncnc(Nc6n[nH]c(C)c6C)c5cc4S(=O)(=O)C(C)(C)C)CC3)nc2)CC1,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCN(C(=O)c2cnc(N3CCC(CCCOc4cc5ncnc(Nc6n[nH]c(C)c6C)c5cc4S(=O)(=O)C(C)(C)C)CC3)nc2)CC1,-0.1804560644581313,log10(mL.min-1.g-1),rat,none,pH 7.4 phosphate buffer,CHEMBL4832933
O=C(Nc1cccc(Cl)c1)N1CCc2[nH]nc(-c3ccccc3)c2C1,O=C(Nc1cccc(Cl)c1)N1CCc2[nH]nc(-c3ccccc3)c2C1,2.2833012287035497,log10(mL.min-1.g-1),human,none,none,CHEMBL5054068
O=C(CF)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2ccccc12,O=C(CF)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc2ccccc12,1.845098040014257,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4480318
CN(c1nnc(-c2cc(F)c(-c3cn[nH]c3)cc2F)s1)C1CC(C)(C)NC(C)(C)C1,CN(c1nnc(-c2cc(F)c(-c3cn[nH]c3)cc2F)s1)C1CC(C)(C)NC(C)(C)C1,1.6812412373755872,log10(mL.min-1.g-1),rat,none,none,CHEMBL4808917
COc1ccc(S(=O)(=O)Nc2ccc(OC3CCN(C(=O)c4cccc(Cl)c4)CC3)cc2)cc1,COc1ccc(S(=O)(=O)Nc2ccc(OC3CCN(C(=O)c4cccc(Cl)c4)CC3)cc2)cc1,1.568201724066995,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5115681
COc1ccc(S(=O)(=O)Nc2cnc(CN3CCN(C(=O)c4cccc(Cl)c4)CC3)nc2)cc1,COc1ccc(S(=O)(=O)Nc2cnc(CN3CCN(C(=O)c4cccc(Cl)c4)CC3)nc2)cc1,0.17609125905568124,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5115681
CCCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,CCCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,0.15228834438305647,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5032278
CCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1N,CCO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@H]1N,0.1931245983544616,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5032278
Cc1nn(CC2(O)COC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,Cc1nn(CC2(O)COC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,1.8846254632562345,log10(mL.min-1.g-1),human,none,none,CHEMBL5040118
Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1CC1(O)COC1,Cc1c(Nc2nc(N)c3c(C#N)c(N4CCC[C@H]4C)n(C)c3n2)cnn1CC1(O)COC1,1.5440680443502757,log10(mL.min-1.g-1),human,none,none,CHEMBL5040118
Cc1nn(C2CCOC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,Cc1nn(C2CCOC2)cc1Nc1nc(N)c2c(C#N)c(N3CCC[C@H]3C)n(C)c2n1,1.8846254632562345,log10(mL.min-1.g-1),human,none,none,CHEMBL5040118
Cc1ncccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,Cc1ncccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,1.1760912590556813,log10(mL.min-1.g-1),human,none,none,CHEMBL5149516
CC(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(Oc3ccc(Cl)c(C(F)(F)F)c3)c(C#N)c2)cc1,CC(=O)N(C)c1ccc(S(=O)(=O)Nc2ccc(Oc3ccc(Cl)c(C(F)(F)F)c3)c(C#N)c2)cc1,2.196728722623287,log10(mL.min-1.g-1),rat,1 uM,none,CHEMBL4027203
CCC/N=C1\S/C(=C\c2ccc(O)cn2)C(=O)N1c1ccccc1C,CCC/N=C1\S/C(=C\c2ccc(O)cn2)C(=O)N1c1ccccc1C,0.4471580313422192,log10(mL.min-1.g-1),human,0.5 uM,none,CHEMBL4700860
Cc1ccc2nc(C(=O)N3CCCC3)cc(Nc3ccccc3)c2c1,Cc1ccc2nc(C(=O)N3CCCC3)cc(Nc3ccccc3)c2c1,1.0413926851582251,log10(mL.min-1.g-1),human,none,none,CHEMBL5130426
Cc1ccc2nc(C(=O)NCCC#N)cc(Nc3ccccc3F)c2c1,Cc1ccc2nc(C(=O)NCCC#N)cc(Nc3ccccc3F)c2c1,1.6020599913279623,log10(mL.min-1.g-1),human,none,none,CHEMBL5130426
C[C@@H](C(=O)N1CCNC(C)(C)C1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,C[C@@H](C(=O)N1CCNC(C)(C)C1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.7481880270062005,log10(mL.min-1.g-1),rat,none,none,CHEMBL5050788
CNS(=O)(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,CNS(=O)(=O)N1CC[C@](C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1,1.3010299956639813,log10(mL.min-1.g-1),human,none,none,CHEMBL4712579
Cc1ncn(C2CCN(C(=O)/C=C/c3ccc(C(F)(F)F)cc3Cn3nnc(C)n3)CC2)n1,Cc1ncn(C2CCN(C(=O)/C=C/c3ccc(C(F)(F)F)cc3Cn3nnc(C)n3)CC2)n1,1.1760912590556813,log10(mL.min-1.g-1),rat,none,none,CHEMBL4677230
Cc1ncn(C2CCN(C(=O)/C=C/c3ccc(C(F)(F)F)cc3Cn3nnc(C)n3)CC2)n1,Cc1ncn(C2CCN(C(=O)/C=C/c3ccc(C(F)(F)F)cc3Cn3nnc(C)n3)CC2)n1,1.1760912590556813,log10(mL.min-1.g-1),rat,none,none,CHEMBL4677230
CO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,CO[C@@H]1O[C@H](CNC(=O)c2ccc(S(N)(=O)=O)cc2)[C@@H](O)[C@H](O)[C@@H]1O,0.2041199826559248,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5032278
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,3.184237029016371,log10(mL.min-1.g-1),mouse,none,none,CHEMBL5032278
CN1C(=O)c2c3c(nn2CCC1CO)CCN(C(=O)Nc1ccc(F)c(Cl)c1)C3,CN1C(=O)c2c3c(nn2CCC1CO)CCN(C(=O)Nc1ccc(F)c(Cl)c1)C3,0.9542425094393249,log10(mL.min-1.g-1),human,none,none,CHEMBL5116435
Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCN(C)CC1,Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCN(C)CC1,1.792391689498254,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4716862
Cn1cc(-c2n[nH]c3cc(Cl)c(N[C@@H]4CCNC4)cc23)cn1,Cn1cc(-c2n[nH]c3cc(Cl)c(N[C@@H]4CCNC4)cc23)cn1,0.9722028383790645,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4841513
Cn1cc(-c2n[nH]c3cc(Cl)c(N[C@@H]4CCN(C5COC5)C4)cc23)cn1,Cn1cc(-c2n[nH]c3cc(Cl)c(N[C@@H]4CCN(C5COC5)C4)cc23)cn1,1.1818435879447726,log10(mL.min-1.g-1),mouse,none,none,CHEMBL4841513
CC(C)O[C@H]1CC[C@H](C(=O)N2Cc3cccnc3Nc3cc(F)c(N4CC5CCC4CO5)cc32)CC1,CC(C)O[C@H]1CC[C@H](C(=O)N2Cc3cccnc3Nc3cc(F)c(N4CC5CCC4CO5)cc32)CC1,2.093421685162235,log10(mL.min-1.g-1),human,none,none,CHEMBL5050645
O=C(Nc1ccccc1)c1ccnc(-c2ccc(C(=O)N3CCNCC3)cc2)c1,O=C(Nc1ccccc1)c1ccnc(-c2ccc(C(=O)N3CCNCC3)cc2)c1,1.0374264979406236,log10(mL.min-1.g-1),human,none,none,CHEMBL5166984
CN(C(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc(C(=O)Nc2ccc(N)cc2)c1)c1ccc2scnc2c1,CN(C(=O)[C@H](Cc1ccccc1)NC(=O)c1cccc(C(=O)Nc2ccc(N)cc2)c1)c1ccc2scnc2c1,1.404833716619938,log10(mL.min-1.g-1),human,none,none,CHEMBL5132128
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,2.446381812222442,log10(mL.min-1.g-1),human,none,none,CHEMBL5132128
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3(C)CC3)CC2=O)c(C)c1,C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3(C)CC3)CC2=O)c(C)c1,3.428134794028789,log10(mL.min-1.g-1),rat,none,none,CHEMBL5133806
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3(C)CC3)CC2=O)c(C)c1,C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3(C)CC3)CC2=O)c(C)c1,3.428134794028789,log10(mL.min-1.g-1),rat,none,none,CHEMBL5133806
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3CCC3)CC2=O)c(C)c1,C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3CCC3)CC2=O)c(C)c1,3.27415784926368,log10(mL.min-1.g-1),rat,none,none,CHEMBL5133806
C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3CCC3)CC2=O)c(C)c1,C=CC(=O)N(C)CCOc1cncnc1-c1ccc(CN2CCN(CC3CCC3)CC2=O)c(C)c1,3.27415784926368,log10(mL.min-1.g-1),rat,none,none,CHEMBL5133806
C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1,C[C@@H]1CCc2ncc(F)cc2[C@H]2CCCN2c2ccn3ncc(c3n2)C(=O)N1,1.8808135922807914,log10(mL.min-1.g-1),human,1 uM,none,CHEMBL5035191
Cc1cc(C)c2c(n1)sc1c(N3CCCC3)nccc12,Cc1cc(C)c2c(n1)sc1c(N3CCCC3)nccc12,2.2068258760318495,log10(mL.min-1.g-1),human,none,none,CHEMBL5030002
Cc1cc(C)c2c(n1)sc1c(NC3CCC3)nccc12,Cc1cc(C)c2c(n1)sc1c(NC3CCC3)nccc12,2.537819095073274,log10(mL.min-1.g-1),human,none,none,CHEMBL5030002
Cc1cc(C)c2c(n1)sc1c(N3CCCC3)ncnc12,Cc1cc(C)c2c(n1)sc1c(N3CCCC3)ncnc12,3.2778383330020473,log10(mL.min-1.g-1),rat,none,none,CHEMBL5030003
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,2.100370545117563,log10(mL.min-1.g-1),mouse,3 uM,none,CHEMBL4670921
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1.2227164711475833,log10(mL.min-1.g-1),human,3 uM,none,CHEMBL4670922
Oc1ccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)cc1,Oc1ccc(-c2ccc(CNCCc3c[nH]c4ccccc34)o2)cc1,2.345765693114488,log10(mL.min-1.g-1),rat,none,control,CHEMBL4316417
Oc1ccc(-c2ccc(CNCCc3c[nH]c4ncc(F)cc34)o2)cc1,Oc1ccc(-c2ccc(CNCCc3c[nH]c4ncc(F)cc34)o2)cc1,2.0111473607757975,log10(mL.min-1.g-1),rat,none,control,CHEMBL4316417
FC(F)(F)c1cccc(COC2CCN(Cc3cc4ccc(Cl)cc4[nH]3)CC2)c1,FC(F)(F)c1cccc(COC2CCN(Cc3cc4ccc(Cl)cc4[nH]3)CC2)c1,1.429752280002408,log10(mL.min-1.g-1),human,none,none,CHEMBL5145669
Cc1cc2nccnc2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,Cc1cc2nccnc2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,0.8388490907372553,log10(mL.min-1.g-1),human,per mg of protein,none,CHEMBL5142865
Nc1ccccc1NC(=O)c1ccc(CN2CCC/C(=C\c3ccccc3Cl)C2=O)cc1,Nc1ccccc1NC(=O)c1ccc(CN2CCC/C(=C\c3ccccc3Cl)C2=O)cc1,0.9684829485539351,log10(mL.min-1.g-1),human,none,none,CHEMBL5156370
