Smiles_unify,Smiles,value,source,concentration,spec,property
CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1)C(=O)O,CC(C)(C[C@H]1CN(S(=O)(=O)c2cccc(C(F)(F)F)c2)c2cc(-c3cc(F)cc(OC(F)F)c3)ccc2O1)C(=O)O,95.6,CHEMBL4839651,,Human,ppb
Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(Cl)cc1)CC2,Cc1nnc2n1-c1ccc(-c3cnn(C)c3)cc1N(c1ccc(Cl)cc1)CC2,96.0,CHEMBL4716991,,Human,ppb
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc4c(cc3[nH]1)OCO4)n2Cc1ccccc1,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc4c(cc3[nH]1)OCO4)n2Cc1ccccc1,80.0,CHEMBL5141812,,Human,ppb
CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(O)ccc3[nH]1)n2Cc1ccccc1,CCCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3cc(O)ccc3[nH]1)n2Cc1ccccc1,72.0,CHEMBL5141812,,Human,ppb
CCCCC(C(=O)Nc1ccc(Cl)cc1)n1nc(C)cc(Cc2ccccc2OC)c1=O,CCCCC(C(=O)Nc1ccc(Cl)cc1)n1nc(C)cc(Cc2ccccc2OC)c1=O,98.4,CHEMBL4352678,,Human Plasma,ppb
CC(C)(O)CN1C(=O)[C@H](F)C[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,CC(C)(O)CN1C(=O)[C@H](F)C[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12,2.5,CHEMBL4673133,,Human,ppb
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,69.0,CHEMBL5216188,,Human Plasma,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4ccncc34)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4ccncc34)C[C@@H]21,98.9,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ccc(F)cc43)C[C@@H]21,98.9,CHEMBL4843276,5 uM,Human,ppb
O=C(NCCc1csc(-c2ccccc2)n1)c1cccc(F)c1,O=C(NCCc1csc(-c2ccccc2)n1)c1cccc(F)c1,96.0,CHEMBL4718778,,Human Plasma,ppb
CCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,CCN(CC)C(=O)c1nc(C(=O)NCC(C)(C)O)sc1-c1ccc(S(=O)(=O)N[C@@H](C)C(F)(F)F)c(Cl)c1Cl,99.0,CHEMBL4620727,,Human,ppb
CC(C)(CNc1ncc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,CC(C)(CNc1ncc(-c2cccc(C(N)=O)c2)cn1)c1ccc(F)cc1,2.0,CHEMBL4845168,5 uM,Human,ppb
C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12,2.2,CHEMBL4715125,,Human Serum,ppb
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,90.0,CHEMBL4625629,,Human Plasma,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccccc34)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@@H](Oc3ccnc4ccccc34)C[C@@H]21,99.7,CHEMBL4843276,5 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ncc(C#N)cc43)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@H]1[C@@H]2C[C@@H](n3cnc4ncc(C#N)cc43)C[C@@H]21,96.3,CHEMBL4843276,5 uM,Human,ppb
CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccc(CN)cc1,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccc(CN)cc1,47.0,CHEMBL4729592,10 uM,Human Plasma,ppb
C[C@@H]1O[C@H](NC(=O)/C=C/c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1O[C@H](NC(=O)/C=C/c2ccccc2)[C@@H](O)[C@H](O)[C@@H]1O,33.0,CHEMBL5112887,,Human,ppb
CCCN1CCCN(c2ncc(-c3cc4nccc(Nc5cnccn5)c4cc3C)cn2)CC1,CCCN1CCCN(c2ncc(-c3cc4nccc(Nc5cnccn5)c4cc3C)cn2)CC1,88.0,CHEMBL4344877,1 uM,Human,ppb
CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4cccnc34)C[C@@H]21,CCC(NC(=O)c1ccc(Cl)cc1)[C@@H]1[C@@H]2C[C@H](Oc3ccnc4cccnc34)C[C@@H]21,95.0,CHEMBL4843276,5 uM,Human,ppb
CCC(=O)c1sc(-c2ccc(OC)cc2)c(C)c1-c1ccc(S(N)(=O)=O)cc1,CCC(=O)c1sc(-c2ccc(OC)cc2)c(C)c1-c1ccc(S(N)(=O)=O)cc1,99.8,CHEMBL4356807,5 uM,Human Plasma,ppb
COc1ccc(-c2cc(Nc3ccnc(N4CCOCC4)n3)on2)cc1,COc1ccc(-c2cc(Nc3ccnc(N4CCOCC4)n3)on2)cc1,98.87,CHEMBL5051094,,Human,ppb
COc1ccc(-c2cc(Nc3ccnc(N4CCOCC4)n3)on2)cc1,COc1ccc(-c2cc(Nc3ccnc(N4CCOCC4)n3)on2)cc1,1.13,CHEMBL5051095,,Human,ppb
COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1,COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1,99.7,CHEMBL4200986,,Human,ppb
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2-c1cc[n+](Cc2ccc(O[C@@H]4O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(NC(=O)CCCn4cc(CNC(=O)CCCCCN5C(=O)C=CC5=O)nn4)c2)cc1)OCO3,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2-c1cc[n+](Cc2ccc(O[C@@H]4O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)c(NC(=O)CCCn4cc(CNC(=O)CCCCCN5C(=O)C=CC5=O)nn4)c2)cc1)OCO3.O=C([O-])C(F)(F)F,96.6,CHEMBL5040425,,Human Plasma,ppb
Nc1cc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)nc(N)n1,Nc1cc(-c2cc3c4c(n[nH]c4c2)Nc2ccccc2O3)nc(N)n1,97.0,CHEMBL4603073,10 uM,Human Plasma,ppb
C[C@@H](Nc1ccn2ncc(-c3cnn(CCO)c3)c2n1)c1cc(F)ccc1OCC(F)F,C[C@@H](Nc1ccn2ncc(-c3cnn(CCO)c3)c2n1)c1cc(F)ccc1OCC(F)F,95.6,CHEMBL5035694,,Human,ppb
CCS(=O)(=O)Nc1ccccc1C(=O)Nc1ccc(F)cc1OCC(F)(F)F,CCS(=O)(=O)Nc1ccccc1C(=O)Nc1ccc(F)cc1OCC(F)(F)F,0.5,CHEMBL5167414,,Human,ppb
CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)C1CC1,CCOc1ccccc1NC(=O)c1cc(F)ccc1NS(=O)(=O)C1CC1,0.4,CHEMBL5167414,,Human,ppb
C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F,97.5,CHEMBL5036988,,Human Plasma,ppb
C[C@](O)(CNC(=O)c1nc(C(F)(F)F)c(C(F)(F)F)cc1N)C(F)(F)F,C[C@](O)(CNC(=O)c1nc(C(F)(F)F)c(C(F)(F)F)cc1N)C(F)(F)F,98.6,CHEMBL5036988,,Human Plasma,ppb
O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,O=c1cc(Cc2ccccn2)[nH]c2nc(Nc3c4c(cc5c3CCC5)CCC4)nn12,99.8,CHEMBL5149837,,Human,ppb
Cc1cc(C(=O)[O-])c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1,Cc1cc(C(=O)[O-])c2c(C(C)C)nn(-c3ccc(Cl)cc3)c2n1.[Na+],99.7,CHEMBL4387448,20 uM,Human Plasma,ppb
C=CCOc1ccc(C2CC(=O)Nc3nc(N)[nH]c(=O)c32)cc1OC,C=CCOc1ccc(C2CC(=O)Nc3nc(N)[nH]c(=O)c32)cc1OC,69.6,CHEMBL5135031,,Human Plasma,ppb
O=C(CCCCOc1ccccc1)N[C@H]1CC[C@H](O)CC1,O=C(CCCCOc1ccccc1)N[C@H]1CC[C@H](O)CC1,80.2,CHEMBL4618560,2 uM,Human,ppb
O=C(O)c1ccc(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)cc1,O=C(O)c1ccc(CC(=O)N2CCc3c(n(Cc4cccc(F)c4)c4ncccc34)C2)cc1,99.0,CHEMBL4619318,,Human,ppb
N#Cc1cccc(Nc2cc(-c3cnn4ncccc34)ccn2)c1,N#Cc1cccc(Nc2cc(-c3cnn4ncccc34)ccn2)c1,99.0,CHEMBL4325182,,Human,ppb
N#Cc1cccc(Oc2nccc(-c3cnn4ncccc34)n2)c1,N#Cc1cccc(Oc2nccc(-c3cnn4ncccc34)n2)c1,90.0,CHEMBL4325182,,Human,ppb
N#Cc1cccc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,N#Cc1cccc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,100.0,CHEMBL4325182,,Human,ppb
c1cncc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,c1cncc(Nc2nccc(-c3c(C4CC4)nn4nc(N5CCOCC5)ccc34)n2)c1,99.0,CHEMBL4325182,,Human,ppb
COc1ccc2c(-c3ccnc(N[C@H]4CC[C@H](O)CC4)n3)c(C3CC3)nn2n1,COc1ccc2c(-c3ccnc(N[C@H]4CC[C@H](O)CC4)n3)c(C3CC3)nn2n1,95.0,CHEMBL4325182,,Human,ppb
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,39.0,CHEMBL4814333,,Human,ppb
CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C,CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C.Cl,98.0,CHEMBL4715633,,Human,ppb
COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCN([C@H]4CC[C@H](C(=O)O)CC4)CC3)cc12,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCN([C@H]4CC[C@H](C(=O)O)CC4)CC3)cc12,94.1,CHEMBL4836679,,Human,ppb
CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,95.5,CHEMBL5135455,10 uM,Human Plasma,ppb
CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1,CN1CCC(N(Cc2ccc(F)cn2)C(=O)NCc2ccc(OCC(F)(F)F)cc2)CC1,69.1,CHEMBL5135455,10 uM,Human Plasma,ppb
C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,C[C@H]1COc2c(N3CC[C@@H](C4(N)CC4)C3)c(F)cc3cc(C(=O)O)c(=O)n1c23,24.0,CHEMBL4809372,10 uM,Human,ppb
COc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,COc1cc(OCc2nc(N3CCOCC3)sc2C)c2cc(-c3cn4nc(OC)sc4n3)oc2c1,99.9,CHEMBL5148610,,Human,ppb
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,100.0,CHEMBL5146564,,Human Plasma,ppb
CC(C)[C@@H]1CNC(=O)c2cc(-c3ccnc(NC(=O)C4CC4)c3)nn21,CC(C)[C@@H]1CNC(=O)c2cc(-c3ccnc(NC(=O)C4CC4)c3)nn21,84.0,CHEMBL5137999,,Human,ppb
C=CC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,C=CC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(N2CC(CN3CCC([C@@](CN4CCC4)(c4cccc(F)c4)[C@H]4CCC[C@@H]4NC(=O)OC)CC3)(OC)C2)cc1,90.7,CHEMBL5040217,1 uM,Human Plasma,ppb
CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccc(C)c(F)c1,CCNc1[nH]c(=O)n(O)c(=O)c1C(=O)NCc1ccc(C)c(F)c1,98.9,CHEMBL4478458,,Human,ppb
Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2ncnc2n1,Cc1cc(Nc2cc(F)c(C(F)(F)F)c(F)c2)n2ncnc2n1,96.6,CHEMBL4481158,,Human Plasma,ppb
Cc1c(N2CC3CC3(N)C2)c(F)cc2c(CN)c(F)c(=O)n(C3CC3)c12,Cc1c(N2CC3CC3(N)C2)c(F)cc2c(CN)c(F)c(=O)n(C3CC3)c12,35.0,CHEMBL4619542,10 uM,Pooled Human Plasma,ppb
C[C@@H]1O[C@H](NC(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1O[C@H](NC(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](O)[C@H](O)[C@@H]1O,57.0,CHEMBL5112887,,Human,ppb
COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,COc1ccc(Cc2cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,33.13,CHEMBL5041253,,Human Plasma,ppb
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1,99.7,CHEMBL5132010,5 uM,Human Plasma,ppb
C[C@@H]1COCCN1c1cc2n(n1)[C@@H]1CCC[C@@H]1NC2=O,C[C@@H]1COCCN1c1cc2n(n1)[C@@H]1CCC[C@@H]1NC2=O,17.0,CHEMBL5137999,,Human,ppb
COc1ccc2ccc(=O)n(CCN[C@@H]3CC[C@@H]4[C@@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,COc1ccc2ccc(=O)n(CCN[C@@H]3CC[C@@H]4[C@@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,5.3,CHEMBL5146138,,Human,ppb
COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(C)(F)F)CC2)c2ccccc12,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(C)(F)F)CC2)c2ccccc12,94.7,CHEMBL4766058,,Human,ppb
CC(C)(CO)Cn1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N,CC(C)(CO)Cn1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N,91.0,CHEMBL4675506,,Human,ppb
O=C(N[C@H]1CCN(C2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,O=C(N[C@H]1CCN(C2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,82.9,CHEMBL4706366,,Human,ppb
O=C(N[C@H]1CCN(CC2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,O=C(N[C@H]1CCN(CC2CCC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1,91.5,CHEMBL4706366,,Human,ppb
C[C@H]1CN(Cc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1,C[C@H]1CN(Cc2cc(Cl)cc(NC(=O)CC(CCC(=O)O)c3ccccc3)c2Cl)CCN1C(=O)C1CCCC1,99.7,CHEMBL4736738,,Human,ppb
COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,COc1ccc([C@H](Cc2c(Cl)c[n+]([O-])cc2Cl)OC(=O)c2ccc(CNC(C(=O)O[C@H]3CN4CCC3CC4)c3ccccc3)s2)cc1OC,93.0,CHEMBL5034551,0.5 to 2 uM,Human Plasma,ppb
CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3ccccc3[nH]1)n2Cc1ccccc1,CCn1c(=O)[nH]c(=O)c2c1nc(Cc1nc3ccccc3[nH]1)n2Cc1ccccc1,75.0,CHEMBL5141812,,Human,ppb
COc1ccc(-c2cc(=O)c3c(O)cc(OP(=O)([O-])[O-])c(-c4cc(-c5cc(=O)c6c(O)cc(OP(=O)([O-])[O-])cc6o5)ccc4OC)c3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)cc(OP(=O)([O-])[O-])c(-c4cc(-c5cc(=O)c6c(O)cc(OP(=O)([O-])[O-])cc6o5)ccc4OC)c3o2)cc1.[Na+].[Na+].[Na+].[Na+],98.3,CHEMBL5160393,2 uM,Human Plasma,ppb
CC1(C)CCn2c(=O)c(=O)n(CCCO)c3cccc1c32,CC1(C)CCn2c(=O)c(=O)n(CCCO)c3cccc1c32,61.11,CHEMBL5164764,150 uM,Human Plasma,ppb
C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,C[C@H]1CN(C(=O)CC[C@@]2(C3CC3)NC(=O)NC2=O)CCN1c1cc(F)cc(F)c1,93.0,CHEMBL4835209,5 uM,Human,ppb
Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,Cc1c(N2CCC(C3(N)CC3)C2)c(F)cc2cc(C(=O)O)c(=O)n(C3CC3)c12,78.0,CHEMBL4809372,10 uM,Human,ppb
Clc1nc(NCc2ccco2)c2[nH]ccc2n1,Clc1nc(NCc2ccco2)c2[nH]ccc2n1,12.9,CHEMBL4724731,10 uM,Human,ppb
C#CCOc1ccc2cc(-c3nn(C(C)(C)C)c(N)c3C(N)=O)ccc2c1,C#CCOc1ccc2cc(-c3nn(C(C)(C)C)c(N)c3C(N)=O)ccc2c1,99.0,CHEMBL4675506,,Human,ppb
CC(C)(CO)n1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N,CC(C)(CO)n1nc(-c2ccc3nc(OC4CC4)ccc3c2)c(C(N)=O)c1N,95.0,CHEMBL4675506,,Human,ppb
CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2n1,CCOc1ccc2cc(-c3nn(C(C)(C)CO)c(N)c3C(N)=O)ccc2n1,84.0,CHEMBL4675506,,Human,ppb
COC[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,COC[C@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12,98.6,CHEMBL4705933,,Human,ppb
C[C@@H](O[C@H]1CC[C@]2(CC1)COC(C)(C)C2)c1nc(-c2cc(F)c(CS(C)(=O)=O)c(F)c2)no1,C[C@@H](O[C@H]1CC[C@]2(CC1)COC(C)(C)C2)c1nc(-c2cc(F)c(CS(C)(=O)=O)c(F)c2)no1,96.5,CHEMBL4390520,,Human,ppb
O=C(CCCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,O=C(CCCCCc1ccccc1)N[C@H]1CC[C@H](O)CC1,91.0,CHEMBL5035342,2 uM,Human,ppb
CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2Cl)n1,CN(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2Cl)n1,99.89,CHEMBL5036698,,Human Plasma,ppb
CC(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,CC(C)c1noc(-c2cccc(CNc3ccc4[nH]nc(C(=O)O)c4c3)c2O)n1,99.85,CHEMBL5036698,,Human Plasma,ppb
CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](CC(C)C)C(=O)OC(C)(C)C)n2)cc1,CC(=O)Nc1ccc(Nc2ncnc(N[C@@H](CC(C)C)C(=O)OC(C)(C)C)n2)cc1,94.1,CHEMBL5162484,,Human,ppb
Cc1nc2c(-c3cccc(S(C)(=O)=O)c3)cnn2c(NCc2ccccn2)c1C,Cc1nc2c(-c3cccc(S(C)(=O)=O)c3)cnn2c(NCc2ccccn2)c1C,96.6,CHEMBL4828389,,Human,ppb
Cc1cnc2c(-c3ccc(F)cc3)cnn2c1NCc1ccccn1,Cc1cnc2c(-c3ccc(F)cc3)cnn2c1NCc1ccccn1,99.6,CHEMBL4828389,,Human,ppb
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC3(N)CC3)cc2)on1,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC3(N)CC3)cc2)on1,93.0,CHEMBL4689007,1 ug/ml,Human,ppb
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)on1,C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC34CC(N)(C3)C4)cc2)on1,97.3,CHEMBL4689007,1 ug/ml,Human,ppb
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,99.8,CHEMBL4812682,,Human,ppb
O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@H](c2ccnc3ccc(F)cc23)[C@@H](O)C1,O=C(Nc1ccc(Cl)cc1)C(=O)N1CC[C@H](c2ccnc3ccc(F)cc23)[C@@H](O)C1,98.9,CHEMBL4679368,,Human,ppb
C[C@@H]1O[C@H](NC(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H](O)[C@@H]1O,C[C@@H]1O[C@H](NC(=O)c2ccc3ccccc3c2)[C@@H](O)[C@H](O)[C@@H]1O,68.0,CHEMBL5112887,,Human,ppb
Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2Cl)CC1,Cc1n[nH]c(C)c1N1CCN(c2cc(C(=O)O)ccc2Cl)CC1,91.0,CHEMBL5033204,,Human,ppb
CCS(=O)(=O)N1N=Cc2ccc(Oc3ccc(C(F)(F)F)cc3/C=N/O)cc2B1O,CCS(=O)(=O)N1N=Cc2ccc(Oc3ccc(C(F)(F)F)cc3/C=N/O)cc2B1O,88.0,CHEMBL5105164,,Human Serum,ppb
COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,85.0,CHEMBL4137309,,Human,ppb
C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,C[C@H]1[C@H](F)C[C@@H](C(=O)NCc2cc(-c3ccc(C(F)(F)F)nc3)ncn2)N1S(=O)(=O)c1ccc(F)cc1,95.1,CHEMBL4828035,,Human,ppb
Cc1c(-c2cccc(S(=O)(=O)N(C)C)c2)c2cc(C(=O)O)ccc2n1C/C(F)=C/CN,Cc1c(-c2cccc(S(=O)(=O)N(C)C)c2)c2cc(C(=O)O)ccc2n1C/C(F)=C/CN.Cl,92.0,CHEMBL4323291,,Human,ppb
CC(=O)N1CCC(COc2ccc(-c3ccn[nH]3)nc2)CC1,CC(=O)N1CCC(COc2ccc(-c3ccn[nH]3)nc2)CC1,66.5,CHEMBL5113135,1 ug/ml,Human Serum,ppb
Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cnn(C)c1,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC(C)c1cnn(C)c1,83.0,CHEMBL4812682,,Human,ppb
Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2c1COC2,Cc1cc(C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(C(N)=O)cc3)CC2)nc2c1COC2,93.0,CHEMBL4370113,2 uM,Human Plasma,ppb
Clc1c[nH]nc1-c1nc(-c2ccc(Oc3ccc(I)cc3)cc2)no1,Clc1c[nH]nc1-c1nc(-c2ccc(Oc3ccc(I)cc3)cc2)no1,90.5,CHEMBL4345091,5 mM,Human Plasma,ppb
COc1cc(C(N)=O)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c1,COc1cc(C(N)=O)nc(-c2cccc(C#C[C@]3(O)CCN(C)C3=O)c2)c1,84.9,CHEMBL4195773,,Human,ppb
