smiles,AZ_LogD7.4,SLogD
N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1cccc(O)c1,2.34,3.1619
N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1ccccc1,2.66,3.60432
N#Cc1ccccc1C[C@@H](C(=O)O)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.12,3.48795
N#Cc1ccccc1Oc1ccc(C(=O)NCc2ccncc2)cc1,2.57,2.86407
N#Cc1cccnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,1.58,2.5913
N#Cc1cnc(N2CCN(C(=O)[C@H]3CCCC[C@@H]3C(=O)NC3(C#N)CC3)CC2)s1,1.2,1.24954
N#Cc1cnn(-c2ccccc2)c1NC(=O)CN1CCN(c2ccccc2)CC1,2.3,2.49807
N#Cc1cnn(-c2ccccc2)c1NC(=O)CN1CCOCC1,0.5,1.33971
N#Cc1cnn(-c2ccccc2)c1NC(=O)c1ccccc1F,1.7,3.16793
N#Cc1cnn2c(N)cc(-c3ccc(F)cc3)nc12,2.23,2.87867
N#Cc1cnn2c(N)cc(-c3ccccc3)nc12,2.48,2.54994
N#Cc1cnn2c(N)cc(-c3cccs3)nc12,2.3,2.10485
N#Cc1cnn2c(NC3CC3)cc(-c3cccs3)nc12,2.88,2.75693
N#Cc1cnn2c(NC3CC3)cc(-n3ccc4ccc(CO)cc43)nc12,3.09,2.26825
N#Cc1nc(N2CCCC2)c(N)c(N2CCOCC2)n1,2.25,1.92211
N#Cc1nc(N2CCCCC2)c(N)c(N2CCOCC2)n1,2.71,2.25443
N#Cc1nc(N2CCOCC2)nc(N2CCOCC2)n1,1.51,0.696771
N#Cc1nc(NC2CC3CCC2C3)c(N)c(N2CCOCC2)n1,3.53,2.82729
N#Cc1nc(NC2CCCC2)c(N)c(N2CCOCC2)n1,2.59,2.34907
N#Cc1nc(NC2CCCCC2)c(N)c(N2CCOCC2)n1,2.81,2.75669
N#Cc1nc(NC2CCOC2)c(N)c(N2CCOCC2)n1,1.6,1.19461
N#Cc1nc(Nc2ccccc2)c(N)c(N2CCOCC2)n1,2.72,2.43656
N=C(N)N1CCc2ccccc2C1,-1.01,-1.32364
N=C(N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,-0.56,0.233069
N=C(N)NC(=O)c1nc(Cl)c(NCc2ccncc2)nc1N,-0.51,0.23909
N=C(N)NCCC[C@@H](NC(=O)COCC(c1ccccc1)c1ccccc1)C(=O)O,0.18,-0.0782957
N=C(N)Nc1cc(Cl)nc(-c2ccccc2)n1,2.16,-0.0408882
N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1,0.7,0.309757
N=C(N)Nc1ccc(C(=O)Oc2ccc([N+](=O)[O-])cc2)cc1,0.5,0.0782975
N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,-0.21,0.00703707
N=C(N)Nc1ccc(Cl)c(Cl)c1,-0.31,-0.437267
N=C(N)Nc1nc2ccccc2o1,1.91,0.407764
N=C(N)SCc1ccc(Cl)c(Cl)c1,1.28,2.8149
N=C(N)c1cc2c(-c3ccccc3)cccc2s1,1.27,1.34344
N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1,2.2,1.32772
N=C(N)c1cc2c(I)cccc2s1,0.74,0.928393
N=C(N)c1cc2c(OCc3ccccc3)cccc2s1,1.16,1.43214
N=C(N)c1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4cc(Br)ccc4c3)CC2)cc1,0.36,0.353838
N=C(NCc1ccc(Cl)cc1)SCCCc1c[nH]cn1,1.13,1.91487
N=S(=O)(O)Cc1noc2ccccc12,0.55,-1.34419
NC(=O)C(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,2.2,0.995766
NC(=O)C(c1ccccc1)(c1ccccc1)[C@H]1CCN(CCc2ccc3c(c2)CCO3)C1,2.79,3.62704
NC(=O)C1CCCCC1,0.9,0.793903
NC(=O)C1CCN(CC(=O)Nc2ccc3c(c2)OCO3)CC1,0.4,-0.0518177
NC(=O)CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21,3.22,1.55608
NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.63,0.235008
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1.12,0.625302
NC(=O)Cc1ccccc1,0.3,0.626317
NC(=O)Cc1nc(-c2ccccc2)cs1,1.3,1.41554
NC(=O)N1c2ccccc2C=Cc2ccccc21,1.65,2.40436
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1.28,1.54032
NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,0.79,1.53568
NC(=O)NC(=O)C(Nc1ccc2c(c1)CCC2)c1ccccc1,3.3,2.03846
NC(=O)Nc1cc(-c2cccc(F)c2F)sc1C(=O)N[C@H]1CCCNC1,1.32,1.79448
NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,2.21,1.82969
NC(=O)Nc1cc(-c2ccccc2)sc1C(=O)N[C@H]1CCCNC1,1.04,1.10358
NC(=O)Nc1cc(-c2ccccc2)sc1C(N)=O,2.43,1.85974
NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,2.3,1.35218
NC(=O)Nc1sc(-c2cc(F)cc(F)c2)cc1C(=O)N[C@H]1CCCNC1,2.18,1.35463
NC(=O)Nc1sc(-c2ccc(CN3CCCCC3)cc2)cc1C(N)=O,1.75,1.83613
NC(=O)Nc1sc(-c2ccc(CNC3CCCC3)cc2)cc1C(N)=O,1.22,1.35306
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(=O)N[C@H]1CCCNC1,1.76,1.02108
NC(=O)Nc1sc(-c2ccc(OCCN3CCCCC3)cc2)cc1C(N)=O,1.2,2.05132
NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N1CCOCC1,2.24,1.57541
NC(=O)Nc1sc(-c2ccccc2)cc1C(=O)N[C@H]1CCCNC1,1.27,0.690307
NC(=O)Nc1sc(-c2ccccc2)cc1C(N)=O,2.42,1.49644
NC(=O)Nc1sc(-c2ccsc2)cc1C(=O)N[C@H]1CCCNC1,1.06,0.503427
NC(=O)c1c(N)sc2c1CCCC2,1.84,1.42257
NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1,2.5,2.69719
NC(=O)c1cc(-c2ccccc2)sc1N,2.7,2.03953
NC(=O)c1cc(C(N)=O)n(-c2cccc(-c3cc(C(F)(F)F)ccc3C(F)(F)F)c2)n1,3.4,3.6394
NC(=O)c1cc(F)cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,2.14,3.09796
NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,2.3,1.95927
NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.81,0.438395
NC(=O)c1cc2ccccc2nc1N,1.07,0.814172
NC(=O)c1ccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)cc1,0.28,0.546821
NC(=O)c1ccc(=O)n(Cc2ccc(Cl)cc2Cl)c1,2.36,1.99776
NC(=O)c1ccc(=O)n(Cc2ccc(F)c(F)c2)c1,1.37,1.05096
NC(=O)c1ccc(Br)cc1,1.75,1.53376
NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,1.6,3.49287
NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c(F)c1,2.1,3.0395
NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cn1,1.51,1.82358
NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)nc1,1.25,1.56159
NC(=O)c1ccc(Oc2cccc3cccnc23)c([N+](=O)[O-])c1,1.7,2.4504
NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.11,2.48815
NC(=O)c1cccc(N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.01,2.08763
NC(=O)c1cccc(OC2CCN(CC3CC3)CC2)c1,0.49,0.897502
NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1,1.92,2.38211
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2CC2)c1,0.07,0.856425
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CC2CCCCC2)c1,1.55,2.76933
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3CCc2ccccc2)c1,2,2.59482
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.61,2.58318
NC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)n1,1.71,1.87846
NC(=O)c1cccc(S(=O)[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,1.1,0.333929
NC(=O)c1cccc(S[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,2.22,2.48566
NC(=O)c1ccccc1O,1.09,0.952894
NC(=O)c1ccccc1OCc1ccccc1,2.5,2.43776
NC(=O)c1cccnc1Oc1ccccc1,1.13,1.58201
NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1,2,2.14065
NC(=O)c1cn([C@H]2O[C@H](CO)[C@H](O)[C@@H]2O)c2ncnc(N)c12,-0.87,-1.89886
NC(=O)c1cnc(-c2ccc(C3(N)CCC3)cc2)c(-c2ccccc2)c1,1.3,1.52041
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(Cl)c(F)c3)sc12,2.76,2.39798
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(Cl)cc3)sc12,2.78,2.09368
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(Cl)c3)sc12,2.94,2.41667
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)c(F)c3)sc12,2.17,1.81381
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3)sc12,2.01,1.52018
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3F)sc12,1.97,1.78838
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3ccncc3)sc12,0.77,0.634497
NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(Br)sc12,1.08,0.54814
NC(=O)c1cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc2c1NCCCNC(=O)C1CCC1,2.48,3.14598
NC(=O)c1cncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)c1,0.22,0.0830271
NC(=O)c1cncc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)n1,1.1,1.39489
NC(=O)c1nnn(-c2ccccc2)c1N,0.74,0.764017
NC(=O)c1sc(-c2ccc(Cl)cc2)cc1N,3.3,2.82922
NC(=O)c1sc(-c2ccccc2)cc1N,2.33,2.09954
NC(=O)c1sc(-c2ccsc2)cc1N,2.23,1.66697
NC(=O)c1sc(-c2ccsc2)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,2.39,2.571
NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,2.91,2.79766
NC(Cc1c[nH]c2ccccc12)C(=O)O,-1.17,-1.41361
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,0.97,2.36121
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.39,-0.354128
NC(Cc1ccccc1)c1ccccc1,1.32,1.5888
NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,-0.6,-0.571597
NC1(C(=O)NC(CCCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,1.3,1.676
NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.7,2.61415
NC1(C(=O)NC(CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.5,1.73963
NC1(C(=O)NC(CO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.4,1.49006
NC1(C(=O)NC(CS(N)(=O)=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.2,0.65783
NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.1,3.49615
NC1(C(=O)NC(c2ccc(Cl)cc2)C2CC2)CCN(c2ncnc3[nH]ccc23)CC1,3.4,2.86479
NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,4.1,3.25874
NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.88,2.10633
NC1(C(=O)N[C@@H](CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.4,2.05977
NC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.72,2.82712
NC1(c2ccc(-c3c(-c4ccccc4)ccc4ccnn34)cc2)CCC1,2.9,3.30249
NC1(c2ccc(-c3c(-c4ccccc4)ccn4ccnc34)cc2)CCC1,2,2.90798
NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1,1.7,2.69246
NC1(c2ccc(-c3c(-c4ccccc4)ncc4nccn34)cc2)CCC1,1.7,2.41932
NC1(c2ccc(-c3nc4ccccc4c(=O)n3-c3ccccc3)cc2)CCC1,1.5,2.37751
NC1(c2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CCC1,3.6,3.30839
NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1,2.8,2.99825
NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1,2.5,2.59653
NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1,3.6,3.49715
NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1,2.5,3.02335
NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1,1.7,2.7618
NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,2.2,2.75516
NC1(c2ccc(-c3ncc4cnccc4c3-c3ccccc3)cc2)CCC1,2.2,2.79311
NC1(c2ccc(-c3ncc4ncccc4c3-c3ccccc3)cc2)CCC1,2,2.8748
NC1(c2ccc(-c3ncc4nccn4c3-c3ccccc3)cc2)CCC1,1.3,2.37012
NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,0.2,1.92414
NC1(c2ccc(-c3nn4cccc4cc3-c3ccccc3)cc2)CCC1,3.3,3.17966
NC1(c2ccc(-c3nn4ccccc4c3-c3ccccc3)cc2)CCC1,3.2,3.2131
NC1(c2ccc(-n3c(-c4ccccc4)nc4ccccc4c3=O)cc2)CCC1,1.6,2.43141
NC12CC3CC(CC(C3)C1)C2,-0.98,-0.282138
NC12CCC(c3ccccc3)(CC1)CC2,0.29,0.568092
NC1=NC(c2ccc(Cl)c(Cl)c2)CC(=O)N1,1.46,1.6499
NC1=NC(c2cccc(-c3cncnc3)c2)(c2ccnc(C(F)(F)F)c2)c2cccc(F)c21,3.4,4.26311
NC1=NC(c2ccco2)Nc2c(F)ccc(F)c21,1.2,2.27262
NC1=NC(c2cccs2)Nc2cccc(F)c21,0.91,1.99775
NC1=NN(c2cccc(C(F)(F)F)c2)CC1,2.55,2.073
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0.3,-0.111753
NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1,1.19,2.25337
NC1CCc2cc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)cc2C1,2.6,2.86397
NCC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.69,2.48905
NCC(O)(c1ccccc1)c1ccccc1,0.9,0.806074
NCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1.5,1.34423
NCCCCCc1c[nH]c2ccc(F)cc12,0.6,0.677905
NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,0.83,-0.09686
NCCc1ccc(O)c2nc(O)sc12,0.33,-0.337888
NCc1ccc(NC(=O)c2cc(Nc3ncccn3)c3cc(/C(N)=N/O)ccc3c2)cc1,-0.85,0.62619
NCc1nc2ccccc2[nH]1,0.4,-0.16603
NNC(=O)c1ccncc1,-0.57,-0.623037
NNCCc1ccccc1,-0.01,0.700633
NNc1nc2ccccc2[nH]c1=O,0.44,0.264466
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-0.9,-0.202692
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,-0.94,-0.462726
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.97,1.15922
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,0.92,0.589188
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.78,2.07806
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.37,0.619971
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,2.12,1.56906
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.09,-0.0696131
NS(=O)(=O)c1ccc(CCNc2ccc3nnc(-c4ccccc4)n3n2)cc1,2.19,2.29764
NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,1.7,1.71528
NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,2.86,2.80363
NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,2.7,1.5873
NS(=O)(=O)c1ccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc1,2.7,2.63881
NS(=O)(=O)c1ccc2c(C(=O)NC[C@H](O)CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)c[nH]c(=O)c2c1,2.17,1.5024
NS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cccc3ccccc13)N2,1.9,3.98872
NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,2.97,2.49214
NS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,2.6,2.54203
NS(=O)(=O)c1cccc2c1c([N+](=O)[O-])cc1nc(O)c(O)nc12,0.36,-0.470371
NS(=O)(=O)c1nc2ccccc2s1,1.35,1.06142
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,0.31,2.17139
N[C@@H](CNC(=O)c1cc2c(-c3ccccc3Cc3ccccc3)cccc2[nH]1)C(=O)O,3.25,1.65882
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,-1.08,-1.41361
N[C@@H](Cc1ccc(F)cc1)C(=O)O,-1.06,-1.18103
N[C@H]1CCCN(c2c(/C=C3/SC(=O)NC3=O)cccc2-c2ccncc2)C1,1.56,0.405246
N[C@H]1CCCN(c2c(Cl)cccc2/C=C2/SC(=O)NC2=O)C1,1.97,0.518906
N[C@H]1CCN(c2c(Cl)cccc2/C=C2/SC(=O)NC2=O)C1,1.89,0.2335
Nc1[nH]nc2cccc(Cl)c12,1.92,1.36122
Nc1[nH]nc2ccccc12,1,0.680749
Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,2.3,1.56294
Nc1[nH]ncc1S(=O)(=O)c1ccccc1,1.1,0.96572
Nc1c(-c2ccccc2)c(CN2CCOCC2)nn1-c1ccc(F)cc1,2.33,2.90161
Nc1c(C(=O)NC2CC2)nnc2c(-c3ncccn3)c(F)ccc12,1.59,1.8773
Nc1c(C(=O)NC2CC2)nnc2c(-c3ncccn3)cccc12,1.5,1.60346
Nc1c(C(=O)c2cccc(OC[C@H](O)CO)c2)cnn1-c1ccc(F)cc1,1.94,1.69365
Nc1c2c(nc3c(-c4ncccn4)cccc13)CN(C1CCC1)C2=O,1.85,1.91778
Nc1c2c(nc3ccc(Br)cc13)N(c1ccccc1)CC2,3.12,4.38797
Nc1c2c(nc3ccccc13)CCCC2,0.38,0.247431
Nc1cc(-c2ccccc2)nc2ccccc12,2.2,2.537
Nc1cc(-c2ccccc2)ncn1,1.91,1.73704
Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1,0.2,0.605377
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,2.7,2.3659
Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],0.77,-0.356216
Nc1cc2n[nH]c(=O)n2c2cc(-c3ccc[nH]3)ccc12,2.3,1.947
Nc1cc2n[nH]c(=O)n2c2cc(-c3ccco3)ccc12,2.48,2.10845
Nc1cc2n[nH]c(=O)n2c2cc(-c3cccs3)ccc12,3.26,2.53514
Nc1cc2n[nH]c(=O)n2c2cc(-c3ccsc3)ccc12,3.18,2.54498
Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,3.2,3.14624
Nc1ccc(/N=N/c2ccccc2)c(N)n1,3.22,2.5965
Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,3.44,3.19353
Nc1ccc(C2(c3ccc(N)cc3)CCCCC2)cc1,3.2,3.81616
Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,1.97,2.5632
Nc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,3.45,4.66108
Nc1ccc(OCCc2ccccc2)cc1,2.71,2.97731
Nc1ccc(OCc2ccccc2)cc1,2.2,2.61673
Nc1ccc(S(=O)(=O)N2CCCC2)cc1,0.98,0.866876
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-0.01,0.563376
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-0.37,0.436782
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.88,0.970469
Nc1ccc2[nH]c(Cc3ccc(Oc4ccccc4)cc3)nc2c1,3.8,4.05601
Nc1ccc2c(c1)-c1ccccc1C(=O)C2=O,2.39,2.51763
Nc1ccc2c(c1)C(=O)C(=O)c1cc(N)ccc1-2,1.72,1.88998
Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.23,2.47046
Nc1ccc2c(c1)C(=O)c1ccccc1-2,2.9,2.68133
Nc1ccc2cccc(Nc3ncccn3)c2n1,2.7,2.38224
Nc1ccc2ccccc2n1,1.7,1.53484
Nc1ccc2cn[nH]c2c1,0.52,0.855696
Nc1ccc2nc(-c3ccc(O)cc3)sc2c1,3.1,3.17827
Nc1ccc2ncccc2c1,1.33,1.70575
Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,2.64,3.45813
Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,3.29,4.55688
Nc1cccc(CCc2ccc3cc[nH]c3c2)n1,2.8,2.59178
Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,1.6,2.13867
Nc1cccc2c1-c1ccccc1C(=O)C2=O,2.31,2.42154
Nc1cccc2c1C(=O)C(=O)c1ccccc1-2,2.95,2.89889
Nc1cccc2c1C(=O)N(Cc1cccc(Cl)c1)C2=O,3.18,2.86802
Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2F)cc1,1.69,2.51936
Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCCCC3)s2)cc1,2.82,4.08893
Nc1ccccc1NC(=O)c1ccc(-c2nccs2)cc1,2.3,3.35399
Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1,2.76,3.52704
Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccc(C(=O)NC4CC4)cc3)CC2)cc1,2.31,3.865
Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccccc3)CC2)cc1,2.51,3.92749
Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,1.26,2.23804
Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,2.28,3.13891
Nc1ccccc1NC(=O)c1ccc(N2CCOCC2)cc1,1.2,2.36928
Nc1ccccc1NC(=O)c1ccccn1,1,1.66964
Nc1ccccc1[N+](=O)[O-],-0.96,1.53492
Nc1ccn([C@H]2O[C@H](CO)[C@H](O)C2(F)F)c(=O)n1,-1.5,-1.32206
Nc1ccnc(-c2cccnc2)n1,0.44,0.961405
Nc1n[nH]c(N)c1Cc1ccc2c(c1)OCO2,0.47,0.483497
Nc1n[nH]c(Nc2ccccc2)n1,1.06,0.956573
Nc1n[nH]c2c(Cl)cccc12,1.7,1.55837
Nc1n[nH]c2ncc3c(c12)CCCCCC3,2.54,2.35858
Nc1n[nH]c2nnc(-c3ccccc3)c(-c3ccccc3)c12,2.6,2.11491
Nc1n[nH]cc1-c1cc(C(F)(F)F)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,2.65,1.96207
Nc1nc(-c2ccc(Cl)cc2)cs1,3.31,2.89172
Nc1nc(-c2ccccc2)cs1,2.43,2.11912
Nc1nc(-c2ccccc2)nc2c1nc(O)n2Cc1ccccc1,4.16,3.1555
Nc1nc(-c2ccccc2)nn1Cc1ccccc1,1.91,2.54104
Nc1nc(-c2ccccc2)ns1,2.2,2.00367
Nc1nc(-c2ccccn2)nc(N)c1Cc1ccccc1F,2.12,2.93179
Nc1nc(CCc2cccc(Br)c2)cc(=O)[nH]1,2.52,1.57927
Nc1nc(CCc2ccccc2)cc(=O)[nH]1,1.4,0.879281
Nc1nc(Cl)nc(NCc2ccccc2)n1,2.26,2.26756
Nc1nc(N)c(-c2ccc(NC(=O)C3CC3)cc2)c(COCc2ccccc2)n1,2.46,2.13908
Nc1nc(N)c(C(=O)Nc2ccccn2)nc1Cl,2.67,1.43172
Nc1nc(N)c2cc(Br)ccc2n1,1.78,1.39252
Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,2.22,3.33451
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,1.16,1.53604
Nc1nc(N)c2nc(CO)cnc2n1,-0.45,-0.249022
Nc1nc(N)nc(-c2ccc(Cl)cc2)n1,2.12,1.94292
Nc1nc(N)nc(-c2cccc(C(F)(F)F)c2)n1,2.4,2.25681
Nc1nc(NCc2ccccc2)nc2c1nc(O)n2Cc1ccccc1,3.69,2.82637
Nc1nc(Nc2ccc(F)c(Cl)c2)c2nc[nH]c2n1,2.75,2.76468
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,1.87,2.33047
Nc1nc(Nc2ccc3nc(-c4ccc(F)cc4)cc(N)c3c2)cc(-c2ccc(C(F)(F)F)cc2)n1,1.54,5.88491
