,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
19629,CHEMBL2425155,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3nncn3C)cc2)cc1,IC50,'>',10000.0,nM,CHEMBL2429617,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424535,Scientific Literature,Bioorg Med Chem Lett,2013.0
19630,CHEMBL2425153,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3cnco3)cc2)cc1,IC50,'>',10000.0,nM,CHEMBL2429620,Inhibition of CYP2C8 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424535,Scientific Literature,Bioorg Med Chem Lett,2013.0
19631,CHEMBL2425160,COc1ccc(-c2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)cc2)cn1,IC50,'>',10000.0,nM,CHEMBL2429621,Inhibition of CYP1A2 (unknown origin),A,BAO_0000357,single protein format,CHEMBL2424535,Scientific Literature,Bioorg Med Chem Lett,2013.0
19632,CHEMBL2448730,Cl.NCC(=O)N(Cc1cccnc1)c1cc(F)cc(-c2nc3ccccc3s2)c1,IC50,'<',1000.0,nM,CHEMBL2448771,DNDI: Human CYP3A4 inhibition determined using 6b-hydroxylation of testosterone,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
19633,CHEMBL2448734,CC(=O)N(Cc1cccnc1)c1ccc(-c2ccc(F)cc2)cc1F,IC50,'=',470.0,nM,CHEMBL2448771,DNDI: Human CYP3A4 inhibition determined using 6b-hydroxylation of testosterone,A,BAO_0000357,single protein format,CHEMBL2448688,Drugs for Neglected Diseases Initiative (DNDi),,
19634,CHEMBL1269674,CNCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,'=',15000.0,nM,CHEMBL1275129,Inhibition of CYP3A4 using midazolam as substrate,A,BAO_0000357,single protein format,CHEMBL1268808,Scientific Literature,Bioorg Med Chem Lett,2010.0
19635,CHEMBL1270661,Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)N(Cc3cccc(C)c3C)C3CC3)cc2)c(Cl)c1,IC50,'=',11000.0,nM,CHEMBL1275130,Inhibition of CYP3A4 using testosterone as substrate,A,BAO_0000357,single protein format,CHEMBL1268808,Scientific Literature,Bioorg Med Chem Lett,2010.0
19636,CHEMBL1269673,CNCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,'=',16000.0,nM,CHEMBL1275130,Inhibition of CYP3A4 using testosterone as substrate,A,BAO_0000357,single protein format,CHEMBL1268808,Scientific Literature,Bioorg Med Chem Lett,2010.0
19637,CHEMBL1269683,CNC(=O)CCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,'=',8900.0,nM,CHEMBL1275130,Inhibition of CYP3A4 using testosterone as substrate,A,BAO_0000357,single protein format,CHEMBL1268808,Scientific Literature,Bioorg Med Chem Lett,2010.0
19640,CHEMBL497011,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,IC50,'=',14000.0,nM,CHEMBL964393,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1136984,Scientific Literature,Bioorg Med Chem Lett,2009.0
19641,CHEMBL3112601,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2ccccc2n1,IC50,'>',30000.0,nM,CHEMBL3119316,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3112474,Scientific Literature,Bioorg Med Chem Lett,2014.0
19642,CHEMBL3112864,CC1CN(C(=O)Cc2nc(N3CCOCC3)cc(=O)[nH]2)c2ccccc21,IC50,'=',40000.0,nM,CHEMBL3119735,Inhibition of recombinant human CYP3A4,A,BAO_0000357,single protein format,CHEMBL3112424,Scientific Literature,J Med Chem,2014.0
19643,CHEMBL3112854,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c(OC(F)(F)F)cccc21,IC50,'=',40000.0,nM,CHEMBL3119735,Inhibition of recombinant human CYP3A4,A,BAO_0000357,single protein format,CHEMBL3112424,Scientific Literature,J Med Chem,2014.0
19644,CHEMBL3112853,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c1cccc2C(F)(F)F,IC50,'=',40000.0,nM,CHEMBL3119735,Inhibition of recombinant human CYP3A4,A,BAO_0000357,single protein format,CHEMBL3112424,Scientific Literature,J Med Chem,2014.0
19645,CHEMBL3112592,O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2cc(Cl)ccc21,IC50,'=',40000.0,nM,CHEMBL3119735,Inhibition of recombinant human CYP3A4,A,BAO_0000357,single protein format,CHEMBL3112424,Scientific Literature,J Med Chem,2014.0
19647,CHEMBL370944,CCc1ccc2ccccc2c1,IC50,'=',11994.99,nM,CHEMBL1023677,Inhibition of human CYP2A6,A,BAO_0000357,single protein format,CHEMBL1158374,Scientific Literature,Eur J Med Chem,2009.0
19648,CHEMBL3326583,Cc1cc2c(NC(=O)N[C@@H]3CC(C)(C)Oc4c(F)cc(F)cc43)cccc2cn1,IC50,'>',20000.0,nM,CHEMBL3363966,Inhibition of CYP3A4 in human liver microsomes using 7-benzyloxyquiniline substrate and NADPH incubated up to 2 hrs,A,BAO_0000019,assay format,CHEMBL3352000,Scientific Literature,J Med Chem,2014.0
19649,CHEMBL605325,CCCc1nc(-c2ccccc2)oc1C(=O)NC(C)CN1CCN(c2ncccn2)CC1,IC50,'<',10000.0,nM,CHEMBL1069586,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1159093,Scientific Literature,Bioorg Med Chem Lett,2010.0
19650,CHEMBL236520,CC(C)C[C@H](NC(=O)CCN)c1cc(F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,IC50,'=',6400.0,nM,CHEMBL899757,Inhibition of microsomal CYP3A4,A,BAO_0000019,assay format,CHEMBL1137470,Scientific Literature,Bioorg Med Chem Lett,2007.0
19651,CHEMBL236519,CC(C)C[C@H](NCCN)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1,IC50,'=',6300.0,nM,CHEMBL899757,Inhibition of microsomal CYP3A4,A,BAO_0000019,assay format,CHEMBL1137470,Scientific Literature,Bioorg Med Chem Lett,2007.0
19655,CHEMBL1306,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',3000.0,nM,CHEMBL934981,Inhibition of human CYP51 expressed in Topp 3 cells by lanosterol demethylase assay,B,BAO_0000219,cell-based format,CHEMBL1143822,Scientific Literature,Drug Metab Dispos,2007.0
19656,CHEMBL106,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,IC50,'>',200000.0,nM,CHEMBL934981,Inhibition of human CYP51 expressed in Topp 3 cells by lanosterol demethylase assay,B,BAO_0000219,cell-based format,CHEMBL1143822,Scientific Literature,Drug Metab Dispos,2007.0
19657,CHEMBL410134,O=C(N[C@H](Cc1ccccc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,IC50,'=',100000.0,nM,CHEMBL934981,Inhibition of human CYP51 expressed in Topp 3 cells by lanosterol demethylase assay,B,BAO_0000219,cell-based format,CHEMBL1143822,Scientific Literature,Drug Metab Dispos,2007.0
19658,CHEMBL239099,N#Cc1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1.O=CO,IC50,'>',100000.0,nM,CHEMBL903100,Inhibition of human CYP1A2,A,BAO_0000357,single protein format,CHEMBL1138361,Scientific Literature,J Med Chem,2007.0
19659,CHEMBL249087,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](c4cc(F)cc(F)c4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,IC50,'=',400.0,nM,CHEMBL925475,Inhibition of CYP3A4 after 30 mins,A,BAO_0000357,single protein format,CHEMBL1140530,Scientific Literature,Bioorg Med Chem Lett,2007.0
19660,CHEMBL401323,CC[C@@H]1C[C@@H](O)C[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',30000.0,nM,CHEMBL925475,Inhibition of CYP3A4 after 30 mins,A,BAO_0000357,single protein format,CHEMBL1140530,Scientific Literature,Bioorg Med Chem Lett,2007.0
19661,CHEMBL593490,Cc1[nH]nc2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,IC50,'=',500.0,nM,CHEMBL1071328,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1153227,Scientific Literature,Bioorg Med Chem Lett,2010.0
19662,CHEMBL3933749,Cc1c([C@@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)C[C@H]3CO2)ccc(F)c1C#N,IC50,'>',50000.0,nM,CHEMBL3869638,Inhibition of CYP2C9 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3868612,Scientific Literature,Bioorg Med Chem Lett,2016.0
19663,CHEMBL1945843,C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,IC50,'>',30000.0,nM,CHEMBL1960242,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1955733,Scientific Literature,J Med Chem,2012.0
19665,CHEMBL1939560,C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(C(F)(F)F)c(F)c1,IC50,'>',10000.0,nM,CHEMBL1941412,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1938274,Scientific Literature,Bioorg Med Chem Lett,2012.0
19666,CHEMBL1079292,NC(=O)CCC1(c2ccccc2)CCCN(C(=O)Nc2ccc(Cl)cc2)C1,IC50,'>',10000.0,nM,CHEMBL1100149,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1154229,Scientific Literature,Bioorg Med Chem Lett,2009.0
19667,CHEMBL601472,CCOC(=O)N1CC[C@H](N(Cc2cc(F)ccc2C)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',22000.0,nM,CHEMBL1072634,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1153137,Scientific Literature,Bioorg Med Chem Lett,2010.0
19668,CHEMBL1939559,C[C@H](c1nc2ncccc2c(=O)n1-c1ccc(Cl)cc1)N(CC1CCS(=O)(=O)CC1)C(=O)Cc1ccc(F)c(C(F)(F)F)c1,IC50,'>',10000.0,nM,CHEMBL1941432,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1938274,Scientific Literature,Bioorg Med Chem Lett,2012.0
19669,CHEMBL1076536,Cc1cccc(C)c1COc1cccn2c(C)c(C)nc12,IC50,'=',2300.0,nM,CHEMBL1100430,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19670,CHEMBL1076192,Cc1cccc(C)c1CNc1nccc2c1cc(C)n2C,IC50,'=',41000.0,nM,CHEMBL1100427,Inhibition of CYP1A2,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19671,CHEMBL1081505,Cc1cccc(C)c1CNc1cccc2c1nc(C)n2C,IC50,'=',2100.0,nM,CHEMBL1100427,Inhibition of CYP1A2,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19672,CHEMBL1081504,Cc1cccc(C)c1CNc1ncnc2c(C)c(C)[nH]c12,IC50,'=',300.0,nM,CHEMBL1100430,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19673,CHEMBL1093058,C[C@H](c1c(CCN(C)C)sc2ccccc12)n1cccn1,IC50,'>',10000000.0,nM,CHEMBL1106979,Inhibition of recombinant CYP2D6 after 30 mins by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1156278,Scientific Literature,Bioorg Med Chem Lett,2010.0
19675,CHEMBL1078892,Cc1cc(N2CC[C@@H](N)C2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,IC50,'=',18000.0,nM,CHEMBL1102238,Inhibition of CYP3A4 after 20 mins by BFC fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1155377,Scientific Literature,Bioorg Med Chem Lett,2010.0
19677,CHEMBL253655,CC[C@@H]1CCC[C@H](C2(Cc3noc(CN4CCOCC4)n3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,'=',2600.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
19678,CHEMBL252614,O=C(CC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC2CCC(C1)N2CCO,IC50,'=',1000.0,nM,CHEMBL928536,Inhibition of CYP3A4 pre-incubated before 30 mins,A,BAO_0000357,single protein format,CHEMBL1140773,Scientific Literature,Bioorg Med Chem Lett,2008.0
19679,CHEMBL3806191,Nc1cccc(-c2cccc(-c3cn[nH]c3N)c2)c1,IC50,'>',25000.0,nM,CHEMBL3806594,Inhibition of CYP2D6 in human liver microsomes using dextromethorphan as substrate by LC-MS/MS analysis,A,BAO_0000221,tissue-based format,CHEMBL3804790,Scientific Literature,J Med Chem,2016.0
19680,CHEMBL1088290,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)CCNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,'=',1300.0,nM,CHEMBL1110300,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1154384,Scientific Literature,Bioorg Med Chem Lett,2009.0
19683,CHEMBL259922,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1,IC50,'>',40000.0,nM,CHEMBL922518,Inhibition of CYP1A2,A,BAO_0000357,single protein format,CHEMBL1144728,Scientific Literature,Bioorg Med Chem Lett,2008.0
19684,CHEMBL238146,CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,IC50,'=',9200.0,nM,CHEMBL1100430,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19685,CHEMBL1087758,Cc1c(C)n(C[C@H]2C[C@@H]2C)c2c(OCc3ccc(F)cc3)nncc12,IC50,'=',4400.0,nM,CHEMBL1100430,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19686,CHEMBL410333,O=C(O)CN1C(=O)C2(CC(=O)N(Cc3ccccc3)C2=O)c2cc(Cl)ccc21,IC50,'>',10000.0,nM,CHEMBL937316,Inhibition of human recombinant CYP2C19,A,BAO_0000357,single protein format,CHEMBL1145542,Scientific Literature,J Med Chem,2008.0
19687,CHEMBL47529,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,IC50,'=',12000.0,nM,CHEMBL1100432,Inhibition of CYP3A4 using 7-benzyloxyquinoline substrate,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19689,CHEMBL2165500,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(S(C)(=O)=O)CC3)cc2n1,IC50,'>',10000.0,nM,CHEMBL2167123,Time dependent inhibition of CYP3A4 in human liver microsomes preincubated for 30 mins,A,BAO_0000251,microsome format,CHEMBL2163297,Scientific Literature,J Med Chem,2012.0
19690,CHEMBL1080472,Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)[nH]c12,IC50,'=',29000.0,nM,CHEMBL1100427,Inhibition of CYP1A2,A,BAO_0000357,single protein format,CHEMBL1154377,Scientific Literature,Bioorg Med Chem Lett,2009.0
19691,CHEMBL254356,CN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,IC50,'=',1400.0,nM,CHEMBL921647,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1145579,Scientific Literature,Bioorg Med Chem Lett,2008.0
19692,CHEMBL255462,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCCC(c2ccccc2)C1CN1CCCC1,IC50,'=',1700.0,nM,CHEMBL921646,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1145579,Scientific Literature,Bioorg Med Chem Lett,2008.0
19693,CHEMBL256721,Cc1cc2ncc(=O)n(CC(=O)N3CCCC(c4ccccc4)C3CN3CCOCC3)c2cc1C,IC50,'=',6700.0,nM,CHEMBL921646,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1145579,Scientific Literature,Bioorg Med Chem Lett,2008.0
19694,CHEMBL256937,COCCN(CC(=O)N1CCCC(c2ccccc2)C1CN1CCCC1)c1ccc(Cl)c(Cl)c1,IC50,'=',820.0,nM,CHEMBL921646,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1145579,Scientific Literature,Bioorg Med Chem Lett,2008.0
19695,CHEMBL591092,CS(=O)(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',15000.0,nM,CHEMBL1072634,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1153137,Scientific Literature,Bioorg Med Chem Lett,2010.0
19696,CHEMBL2170747,O=C(Nc1nc2ccc(O)cc2s1)c1c(F)ccc(O)c1F,IC50,'=',54000.0,nM,CHEMBL2173506,Inhibition of human CYP2B6,A,BAO_0000357,single protein format,CHEMBL2169876,Scientific Literature,J Med Chem,2012.0
19697,CHEMBL2170750,O=C(c1ccc(F)c(O)c1)c1nc2ccc(O)cc2s1,IC50,'=',54000.0,nM,CHEMBL2173695,Inhibition of human CYP3A4,A,BAO_0000357,single protein format,CHEMBL2169876,Scientific Literature,J Med Chem,2012.0
19698,CHEMBL590611,CC(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,IC50,'=',1800.0,nM,CHEMBL1072635,Inhibition of CYP2C9,A,BAO_0000357,single protein format,CHEMBL1153137,Scientific Literature,Bioorg Med Chem Lett,2010.0
19699,CHEMBL4080228,COc1cc(C)[nH]c(=O)c1CN1CCc2c(Cl)cc([C@H](OC)C3COC3)c(Cl)c2C1=O,IC50,'>',30000.0,nM,CHEMBL4027418,Inhibition of CYP2C8 (unknown origin),A,BAO_0000357,single protein format,CHEMBL4024771,Scientific Literature,J Med Chem,2018.0
19700,CHEMBL454751,O=C(N[C@H](Cc1ccc2[nH]ncc2c1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,IC50,'>',40000.0,nM,CHEMBL2344726,Inhibition of CYP3A4 (unknown origin) using 7-benzyloxy-4-trifluoromethylcoumarin as substrate,A,BAO_0000357,single protein format,CHEMBL2331184,Scientific Literature,Bioorg Med Chem Lett,2013.0
19704,CHEMBL254497,CC(C)(C)OC(=O)N[C@H](Cc1ccccc1C(F)(F)F)C(=O)NCc1nc2cccnc2n1Cc1ccccc1,IC50,'=',980.0,nM,CHEMBL928307,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1141499,Scientific Literature,Bioorg Med Chem Lett,2008.0
19705,CHEMBL400846,CC(C)(C)OC(=O)N[C@H](Cc1c(F)cccc1C(F)(F)F)C(=O)NCc1nc2cccnc2n1C1(c2ccccc2)CC1,IC50,'=',3400.0,nM,CHEMBL928307,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1141499,Scientific Literature,Bioorg Med Chem Lett,2008.0
19706,CHEMBL252837,CC(C)(C)OC(=O)N[C@H](Cc1cc(F)ccc1Cl)C(=O)NCc1nc2cccnc2n1C1(c2ccccc2)CC1,IC50,'=',2000.0,nM,CHEMBL928307,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1141499,Scientific Literature,Bioorg Med Chem Lett,2008.0
19708,CHEMBL1093058,C[C@H](c1c(CCN(C)C)sc2ccccc12)n1cccn1,IC50,'>',10000.0,nM,CHEMBL1106980,Inhibition of recombinant CYP3A4 after 30 mins by fluorescence assay,A,BAO_0000357,single protein format,CHEMBL1156278,Scientific Literature,Bioorg Med Chem Lett,2010.0
19713,CHEMBL2312957,COc1ccc(C(c2ccncc2)c2cc3c4c(c2)CCN4C(=O)CC3)cc1,IC50,'=',1688.0,nM,CHEMBL2321524,"Inhibition of human CYP11B1 expressed in hamster V79MZh cells using [1,2-3H]-11-deoxy-corticosterone as substrate",B,BAO_0000219,cell-based format,CHEMBL2311453,Scientific Literature,J Med Chem,2013.0
19714,CHEMBL3264679,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C)nn3)cc1)CC2,IC50,'=',12500.0,nM,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,CHEMBL3588765,Scientific Literature,Bioorg Med Chem,2015.0
19715,CHEMBL3589965,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccc(=O)oc5c4)nn3)c1)CC2,IC50,'=',200.0,nM,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,CHEMBL3588765,Scientific Literature,Bioorg Med Chem,2015.0
19718,CHEMBL464902,CN1C[C@@H](NC(=O)Nc2cccc(-c3nnnn3C)c2)[C@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)OC1=O,IC50,'=',4300.0,nM,CHEMBL1019591,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1139251,Scientific Literature,Bioorg Med Chem Lett,2009.0
19719,CHEMBL520413,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(OC(F)(F)F)c2)cc1C1CC1,IC50,'=',65000.0,nM,CHEMBL1014600,Inhibition of CYP2C19,A,BAO_0000357,single protein format,CHEMBL1139246,Scientific Literature,Bioorg Med Chem Lett,2009.0
19720,CHEMBL410420,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(Br)s1,IC50,'=',1000.0,nM,CHEMBL946016,Inhibition of CYP3A4,A,BAO_0000357,single protein format,CHEMBL1142309,Scientific Literature,Bioorg Med Chem Lett,2008.0
19721,CHEMBL3581144,COc1cccc(CC(=O)Nc2nc(-c3ccnc(F)c3)cs2)c1,IC50,'=',1500.0,nM,CHEMBL3585200,Inhibition of CYP3A4 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3580640,Scientific Literature,J Med Chem,2015.0
19724,CHEMBL3286732,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc(N2CCC3(CC2)CNC(=O)O3)nc1,IC50,'>',10000.0,nM,CHEMBL3293882,Inhibition of CYP2C8 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286368,Scientific Literature,ACS Med Chem Lett,2014.0
19725,CHEMBL3289803,Nc1nc2ccc(C(F)(F)F)cc2n1CC(O)c1ccc(C(F)(F)F)cc1Cl,IC50,'=',2700.0,nM,CHEMBL3296730,Inhibition of CYP2C19 (unknown origin),A,BAO_0000357,single protein format,CHEMBL3286148,Scientific Literature,J Med Chem,2014.0
19726,CHEMBL389908,O=C(NCc1ccc(F)cc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,'=',8000.0,nM,CHEMBL904759,Inhibition of human CYP2C9,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
19727,CHEMBL387620,O=C(NCC1(O)CCCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,IC50,'=',10000.0,nM,CHEMBL904762,Inhibition of human CYP3A4,A,BAO_0000357,single protein format,CHEMBL1143658,Scientific Literature,J Med Chem,2007.0
19728,CHEMBL232619,CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(C2CCOCC2)C1,IC50,'=',22500.0,nM,CHEMBL892891,Inhibition of CYP2D6,A,BAO_0000357,single protein format,CHEMBL1147859,Scientific Literature,Bioorg Med Chem Lett,2007.0
19729,CHEMBL3582468,COc1ccc2nc(-c3cccnc3)n(C3CC3)c2c1,IC50,'=',24.0,nM,CHEMBL3583831,Inhibition of human CYP11B2 expressed in V79 cells incubated for 1 hr before 11-deoxycorticosterone substrate addition by HTRF-based assay,B,BAO_0000219,cell-based format,CHEMBL3580617,Scientific Literature,ACS Med Chem Lett,2015.0
19730,CHEMBL3582465,Clc1ccc2nc(-c3cccnc3)n(C3CC3)c2c1,IC50,'=',2.2,nM,CHEMBL3583831,Inhibition of human CYP11B2 expressed in V79 cells incubated for 1 hr before 11-deoxycorticosterone substrate addition by HTRF-based assay,B,BAO_0000219,cell-based format,CHEMBL3580617,Scientific Literature,ACS Med Chem Lett,2015.0
19731,CHEMBL3582463,N#Cc1ccc2c(c1)nc(-c1cccnc1)n2C1CC1,IC50,'=',1768.0,nM,CHEMBL3583831,Inhibition of human CYP11B2 expressed in V79 cells incubated for 1 hr before 11-deoxycorticosterone substrate addition by HTRF-based assay,B,BAO_0000219,cell-based format,CHEMBL3580617,Scientific Literature,ACS Med Chem Lett,2015.0
19732,CHEMBL3582461,FC(F)(F)c1ccc2c(c1)nc(-c1cccnc1)n2C1CC1,IC50,'>',10000.0,nM,CHEMBL3583831,Inhibition of human CYP11B2 expressed in V79 cells incubated for 1 hr before 11-deoxycorticosterone substrate addition by HTRF-based assay,B,BAO_0000219,cell-based format,CHEMBL3580617,Scientific Literature,ACS Med Chem Lett,2015.0
19733,CHEMBL195661,Cc1cnc2ccccc2c1,IC50,'=',100000.0,nM,CHEMBL1023676,Inhibition of mouse CYP2A5,A,BAO_0000357,single protein format,CHEMBL1158374,Scientific Literature,Eur J Med Chem,2009.0
19734,CHEMBL383808,Cc1cccc2ccccc12,IC50,'=',33962.53,nM,CHEMBL1023677,Inhibition of human CYP2A6,A,BAO_0000357,single protein format,CHEMBL1158374,Scientific Literature,Eur J Med Chem,2009.0
19735,CHEMBL194931,Cc1ccc2ccccc2n1,IC50,'=',190107.83,nM,CHEMBL1023677,Inhibition of human CYP2A6,A,BAO_0000357,single protein format,CHEMBL1158374,Scientific Literature,Eur J Med Chem,2009.0
19736,CHEMBL193373,O=C1CCCc2ccccc21,IC50,'=',51999.6,nM,CHEMBL1023677,Inhibition of human CYP2A6,A,BAO_0000357,single protein format,CHEMBL1158374,Scientific Literature,Eur J Med Chem,2009.0
